[00:06.840 --> 00:08.840]  We live?
[01:26:15.500 --> 01:26:16.500]  I'm sorry, Peter.
[01:26:17.500 --> 01:26:18.500]  I can't hear you, man.
[01:26:19.500 --> 01:26:20.500]  It's going to continue.
[01:26:21.500 --> 01:26:22.500]  The show's going to continue.
[01:26:31.430 --> 01:26:32.430]  The most important is again.
[01:26:37.850 --> 01:26:38.850]  My fat ass.
[01:26:53.640 --> 01:26:54.640]  At least we don't need that.
[01:26:57.300 --> 01:27:00.300]  Big ups to my team for helping out.
[01:27:01.300 --> 01:27:04.530]  We're going to continue.
[01:27:05.530 --> 01:27:06.530]  Just a minute.
[01:27:07.530 --> 01:27:08.530]  A minute.
[01:27:09.530 --> 01:27:10.530]  A minute.
[01:27:12.530 --> 01:27:13.530]  So there she is.
[01:27:14.530 --> 01:27:20.390]  I think I can hear you.
[01:27:21.390 --> 01:27:22.390]  Oh, yeah.
[01:27:23.390 --> 01:27:24.390]  Yeah.
[01:27:25.390 --> 01:27:26.390]  Can you hear me?
[01:27:27.390 --> 01:27:28.390]  All right.
[01:27:29.390 --> 01:27:30.390]  We got to go.
[01:27:31.390 --> 01:27:32.390]  Holy fucking shit.
[01:27:33.390 --> 01:27:34.390]  Excuse my language.
[01:27:35.390 --> 01:27:36.390]  Yeah.
[01:27:36.830 --> 01:27:37.830]  Whoa.
[01:27:38.830 --> 01:27:39.830]  Here we go.
[01:27:40.830 --> 01:27:41.830]  Your wife's a technical genius.
[01:27:43.830 --> 01:27:44.830]  I can't spell.
[01:27:45.830 --> 01:27:46.830]  For the life of me.
[01:27:47.830 --> 01:27:48.830]  I'm just playing.
[01:27:49.830 --> 01:27:50.830]  Well, I don't know what happened.
[01:27:51.830 --> 01:27:54.830]  What happened is we unplugged the Bluetooth speaker for whatever cable and that's what
[01:27:55.830 --> 01:27:56.830]  happened.
[01:27:57.830 --> 01:27:58.830]  So we're back at it.
[01:27:59.830 --> 01:28:03.060]  Here we go.
[01:28:04.060 --> 01:28:05.060]  OK, so now instead of the.
[01:28:06.060 --> 01:28:07.060]  Yeah.
[01:28:07.500 --> 01:28:12.500]  So now instead of the the gentle paddle, you're just going savage.
[01:28:15.500 --> 01:28:16.500]  That is correct.
[01:28:17.500 --> 01:28:18.500]  We didn't get a lot of return on the first wash.
[01:28:19.500 --> 01:28:20.500]  We didn't beat it up enough.
[01:28:21.500 --> 01:28:22.500]  The dogs were too big.
[01:28:23.500 --> 01:28:24.500]  We get enough melt.
[01:28:25.500 --> 01:28:26.500]  We got some melt, but not a lot.
[01:28:27.500 --> 01:28:28.500]  So I'm just going to go ahead and finish.
[01:28:29.500 --> 01:28:30.500]  It's getting late anyways.
[01:28:31.500 --> 01:28:32.500]  I got to work tomorrow.
[01:28:33.500 --> 01:28:34.500]  A lot of people got to work tomorrow.
[01:28:34.940 --> 01:28:35.940]  I'm just going to work it really good.
[01:28:36.940 --> 01:28:39.940]  Give me some nice material so I can press some good material with this next week.
[01:28:40.940 --> 01:28:41.940]  I can't wait.
[01:28:41.940 --> 01:28:42.940]  So let's get it done.
[01:28:43.940 --> 01:28:44.940]  Basically, it's just a propeller.
[01:28:45.940 --> 01:28:46.940]  One 10 motor.
[01:28:47.940 --> 01:28:48.940]  It's got like a little outboard bracket.
[01:28:49.940 --> 01:28:50.940]  And basically.
[01:28:53.940 --> 01:28:54.940]  It goes right in the spot.
[01:28:59.980 --> 01:29:00.980]  Maybe you want to pass me one more bag of ice.
[01:29:01.980 --> 01:29:02.980]  Yeah.
[01:29:03.420 --> 01:29:04.420]  I like the entire MacGyver setup.
[01:29:09.420 --> 01:29:10.420]  Dude, this is so improvised for it.
[01:29:11.420 --> 01:29:12.420]  For the time of year, I can't believe I'm washing right now.
[01:29:13.420 --> 01:29:14.420]  Normally I don't wash until.
[01:29:15.420 --> 01:29:16.420]  Oh, I love it.
[01:29:17.420 --> 01:29:18.420]  The telltale sign is Halloween.
[01:29:19.420 --> 01:29:20.420]  If I'm walking around.
[01:29:21.420 --> 01:29:22.420]  Trick or treating.
[01:29:23.420 --> 01:29:24.420]  Those are things that it's time to fucking wash the patch.
[01:29:25.420 --> 01:29:26.420]  But she's like, I'm going to wash the patch.
[01:29:27.420 --> 01:29:28.420]  I'm going to wash the patch.
[01:29:29.420 --> 01:29:30.420]  I'm going to wash the patch.
[01:29:31.420 --> 01:29:32.420]  I'm going to wash the patch.
[01:29:33.420 --> 01:29:34.420]  I haven't had any niplets, bro.
[01:29:35.420 --> 01:29:36.420]  So we can't make any good hash.
[01:29:37.420 --> 01:29:38.420]  Out in the open.
[01:29:39.420 --> 01:29:40.420]  So we're really been like struggling.
[01:29:41.420 --> 01:29:42.420]  Struggling to get this shit done, man.
[01:29:43.420 --> 01:29:44.420]  To be honest with you.
[01:29:45.420 --> 01:29:46.420]  I've been itching.
[01:29:47.420 --> 01:29:48.420]  I've been smoking a lot of doobies for stupid fruits.
[01:29:51.080 --> 01:29:52.080]  Past couple days, man.
[01:29:56.140 --> 01:29:57.140]  Oh, man, it's really good.
[01:29:58.140 --> 01:29:59.140]  Highly recommend that.
[01:30:00.140 --> 01:30:01.140]  That's trend.
[01:30:02.140 --> 01:30:03.140]  If someone wants to go to the Humboldt C.E.C.
[01:30:04.140 --> 01:30:05.140]  For a couple of days.
[01:30:06.140 --> 01:30:07.140]  I highly recommend that.
[01:30:08.140 --> 01:30:11.760]  I'm going to go to the Humboldt C.E.C.
[01:30:12.760 --> 01:30:13.760]  For a couple of days.
[01:30:14.760 --> 01:30:15.760]  And.
[01:30:16.760 --> 01:30:17.760]  Your.
[01:30:18.760 --> 01:30:19.760]  Your audio is cutting out.
[01:30:21.760 --> 01:30:22.760]  Can you hear me?
[01:30:23.760 --> 01:30:24.760]  Hello.
[01:30:25.760 --> 01:30:26.760]  Hello.
[01:30:27.760 --> 01:30:28.760]  You.
[01:30:29.760 --> 01:30:30.760]  Up.
[01:30:31.760 --> 01:30:32.760]  So the important thing.
[01:30:33.760 --> 01:30:34.760]  Is.
[01:30:35.760 --> 01:30:36.760]  Is.
[01:30:37.760 --> 01:30:38.760]  Is.
[01:30:39.200 --> 01:30:40.200]  Yeah, hold on.
[01:30:41.200 --> 01:30:42.200]  I think.
[01:30:43.200 --> 01:30:44.200]  I need.
[01:30:47.940 --> 01:30:48.940]  Yeah, that's what I thought was going on.
[01:30:49.940 --> 01:30:50.940]  OK.
[01:30:51.940 --> 01:30:52.940]  So I wasn't imagining he cut out.
[01:30:54.940 --> 01:30:55.940]  OK, we'll wait for him to come back.
[01:30:56.940 --> 01:30:57.940]  Yeah.
[01:30:58.940 --> 01:30:59.940]  So.
[01:31:00.940 --> 01:31:01.940]  So.
[01:31:02.940 --> 01:31:03.940]  So.
[01:31:04.940 --> 01:31:05.940]  So.
[01:31:06.940 --> 01:31:07.940]  So.
[01:31:08.940 --> 01:31:09.940]  So.
[01:31:10.380 --> 01:31:11.380]  So.
[01:31:12.380 --> 01:31:13.380]  So.
[01:31:13.380 --> 01:31:14.380]  Yeah.
[01:31:15.380 --> 01:31:16.380]  That motor.
[01:31:16.380 --> 01:31:17.380]  That thing is savage.
[01:31:20.380 --> 01:31:21.380]  All right.
[01:31:22.380 --> 01:31:23.380]  We'll wait for him to come back.
[01:31:24.380 --> 01:31:25.380]  In the meantime I got super high.
[01:31:26.380 --> 01:31:27.380]  Up.
[01:31:28.380 --> 01:31:29.380]  Look who's back.
[01:31:29.380 --> 01:31:30.380]  All right.
[01:31:30.380 --> 01:31:31.380]  We're back.
[01:31:32.380 --> 01:31:33.380]  We're going to.
[01:31:35.380 --> 01:31:36.380]  All right.
[01:31:37.380 --> 01:31:38.380]  Make sure you.
[01:31:38.380 --> 01:31:39.380]  You don't want to get yourself
[01:31:39.380 --> 01:31:46.380]  I got you fuckers!
[01:31:46.380 --> 01:31:51.380]  Life's too short to not have fun!
[01:31:51.380 --> 01:31:56.380]  This fucker thought I got shocked!
[01:31:56.380 --> 01:31:59.380]  Anyways, check it out!
[01:31:59.380 --> 01:32:02.380]  She's rolling!
[01:32:02.380 --> 01:32:06.380]  Sorry, Cinda, I had to run.
[01:32:09.380 --> 01:32:12.380]  Oh, fuck it!
[01:32:12.380 --> 01:32:16.380]  I'll just turn it over real quick.
[01:32:16.380 --> 01:32:22.680]  Here's the washing machine!
[01:32:22.680 --> 01:32:27.080]  Put the timer on, it's been about a minute.
[01:32:27.080 --> 01:32:31.080]  And you keep it at kind of the same pace, right?
[01:32:31.080 --> 01:32:35.080]  Same pace, brother!
[01:32:35.080 --> 01:32:38.080]  And it's not really beating it up so hard,
[01:32:38.080 --> 01:32:41.080]  where it's topping it up, you know what I mean?
[01:32:41.080 --> 01:32:44.080]  It's just moving it up a little bit faster,
[01:32:44.080 --> 01:32:47.080]  and it's getting it done for myself,
[01:32:47.080 --> 01:32:51.080]  instead of me beating it up with the oar, you know?
[01:32:51.080 --> 01:32:54.080]  So, I'm gonna put this back up here,
[01:32:54.080 --> 01:32:59.080]  I'm gonna assist it a little bit with the oar, just because...
[01:32:59.080 --> 01:33:05.080]  I can't believe these fuckers fell for it!
[01:33:05.080 --> 01:33:07.080]  What'd you say?
[01:33:07.080 --> 01:33:11.080]  How long are you doing it for?
[01:33:11.080 --> 01:33:13.080]  How many minutes?
[01:33:13.080 --> 01:33:16.080]  I'm gonna run this about 10 more minutes.
[01:33:16.080 --> 01:33:18.080]  10 more minutes, and then...
[01:33:18.080 --> 01:33:21.080]  Yeah, 10 more minutes, you get the camera, right?
[01:33:21.080 --> 01:33:24.080]  And it's been like 2 minutes so far?
[01:33:24.080 --> 01:33:27.080]  I'm gonna run it 10 minutes, and then I'm gonna look through it with my...
[01:33:27.080 --> 01:34:00.660]  That's correct.
[01:34:00.660 --> 01:34:04.660]  Quite honest with you, Peter, I like better washing outside in,
[01:34:04.660 --> 01:34:08.660]  when it's freaking 30-something degrees, 40 degrees outside,
[01:34:08.660 --> 01:34:11.660]  than in this close quarters, man, I'm kinda claustrophobic,
[01:34:11.660 --> 01:34:15.660]  I'm big in nature, and I'm just not that bored of walking around here, man.
[01:34:15.660 --> 01:34:19.660]  I mean, poor Zunda, he's gotta walk around the whole time like this!
[01:34:19.660 --> 01:34:24.930]  Ha ha ha, shit!
[01:34:24.930 --> 01:34:31.930]  You're only happy running naked through the cannabis fields.
[01:34:31.930 --> 01:34:34.930]  Yeah, buddy!
[01:34:34.930 --> 01:34:37.930]  So, surfing, Peter, do you surf?
[01:34:37.930 --> 01:34:46.360]  A little bit, not much, I grew up on the water in Rhode Island.
[01:34:46.360 --> 01:34:50.360]  I grew up south of Port of the Yard, a little town called Milwaukee,
[01:34:50.360 --> 01:34:54.360]  in the state of Jalisco, right on the beach, my parents moved out there in 83,
[01:34:54.360 --> 01:34:58.360]  bought a little restaurant right on the beach, and I grew up literally right on the beach surfing,
[01:34:58.360 --> 01:35:03.360]  and I love surf, I love tanja,
[01:35:03.360 --> 01:35:08.360]  it was the thing to do, you know, I was the one Peter that didn't like to go to rodeos and play soccer, bro,
[01:35:08.360 --> 01:35:11.360]  I listened to reggae, instead of that,
[01:35:14.360 --> 01:35:21.360]  I just never was to my thing, man, you know, so, it was just, plus, girls like surfers in my town.
[01:35:21.360 --> 01:35:31.880]  Ha ha! Sorry, baby!
[01:35:31.880 --> 01:35:34.880]  So the stand is pretty good, man,
[01:35:34.880 --> 01:35:40.880]  I kind of, my guy did this on Saturday, I put it together so I could bring it inside,
[01:35:40.880 --> 01:35:46.880]  normally I have a set up where I do this outside, I have a couple of 4x4s that I kind of do my little jimmy rig,
[01:35:46.880 --> 01:35:52.880]  and I put the set up outside, but I had to get all this new hardware so we could bring this inside,
[01:35:52.880 --> 01:35:55.880]  to do the wash inside.
[01:35:56.880 --> 01:36:01.880]  Wait, but you're saying, so normally, like, in years past, you would do this outside?
[01:36:02.880 --> 01:36:08.880]  Yes, I like to do my washes outside, I know a lot of people are like,
[01:36:08.880 --> 01:36:12.880]  yeah, this fucking guy is a dumbass, yeah, I just don't have a walk-in cooler,
[01:36:12.880 --> 01:36:17.880]  I wish I had a walk-in cooler environment, I wish I had that environment, but I don't,
[01:36:17.880 --> 01:36:21.880]  so I work with what I have, I don't know if anybody knows,
[01:36:21.880 --> 01:36:24.880]  but we've been getting hail fucking storms here in Garden Grove,
[01:36:24.880 --> 01:36:29.880]  past winter, a couple of winters ago, we've been getting hail storming, guess what?
[01:36:29.880 --> 01:36:35.880]  I'm out here washing, well, you know, everybody's out there playing in the little, I'm out there washing,
[01:36:35.880 --> 01:36:42.880]  so I get my fishing gear, I have, geez, I forgot what the brand is,
[01:36:42.880 --> 01:36:47.880]  but anyways, I got fishing gear that I use when I go fishing tuna,
[01:36:47.880 --> 01:36:50.880]  and I put boots in, and I wash in the rain.
[01:36:50.880 --> 01:36:59.810]  So, somewhere right there, guys, is a magnifying glass and a little flat case,
[01:36:59.810 --> 01:37:01.810]  oh, no, it's right here, never mind.
[01:37:01.810 --> 01:37:15.300]  So, check it out, Peter, and viewers, I like to use this little Rower's Edge magnifying glass 30 times,
[01:37:15.300 --> 01:37:24.170]  I like to look at the stuff that I'm washing to see if it needs a little bit more beat down or not,
[01:37:24.170 --> 01:37:32.170]  Like I said, I only grow once per season, I don't grow indoor, I don't grow night div, I don't grow anything like that,
[01:37:32.170 --> 01:37:41.170]  I have one chance to grow all the medicine that I need for me, my wife, and some close friends that we share medicine.
[01:37:41.170 --> 01:37:45.170]  So, I really like to maximize and get everything I can.
[01:37:45.170 --> 01:37:50.170]  If that means that I'm going to get a little bit of flat matter by beating the shit out of this,
[01:37:51.170 --> 01:37:54.170]  I'm going to, instead of boxing it, obviously.
[01:37:54.170 --> 01:38:00.170]  But, I'm going to try to get some milk, I'm going to try to, and I think we did.
[01:38:00.170 --> 01:38:13.170]  My wife is telling me I've got five minutes, so I better hurry up.
[01:38:14.170 --> 01:38:30.980]  Check it out, Peter, just like if you're looking at trichromes on the tree structure,
[01:38:30.980 --> 01:38:47.760]  you're going to look in here, and for the look of it, there's still some heads on there.
[01:38:47.760 --> 01:39:06.150]  There's still a lot of stalks as well, I see a lot of stalks.
[01:39:06.150 --> 01:39:09.150]  So, does that mean that you go harder or longer?
[01:39:09.150 --> 01:39:16.300]  I'm going to wait a little longer, bro.
[01:39:16.300 --> 01:39:19.300]  I'm going to try to maximize my yield on the second wash.
[01:39:19.300 --> 01:39:22.300]  Normally, the second wash is the one that dumps the most.
[01:39:22.300 --> 01:39:27.300]  The first wash is just very, like, a little cha-cha-cha real quick, you know.
[01:39:27.300 --> 01:39:32.300]  But, the second wash is more of a rough one for me, at least that's what I like to do.
[01:39:32.300 --> 01:39:35.300]  Did you just sneak in a little on-camera dancing?
[01:39:35.300 --> 01:39:37.300]  Yes, sir.
[01:39:37.300 --> 01:39:39.300]  Can we get some more?
[01:39:39.300 --> 01:39:47.300]  Actually, when you and your wife first danced, was she impressed with your dancing skills?
[01:39:47.300 --> 01:39:53.300]  Brother, when I was dancing, I was dancing like a little girl.
[01:39:53.300 --> 01:39:55.300]  I was dancing like a little girl.
[01:39:55.300 --> 01:39:59.300]  When you and your wife first danced, was she impressed with your dancing skills?
[01:39:59.300 --> 01:40:07.300]  Brother, it's funny.
[01:40:07.300 --> 01:40:12.300]  When me and my wife met, she was like, holy shit, there's this fucking beater that knows how to dance.
[01:40:12.300 --> 01:40:17.300]  Excuse my language, but I make fun of my own race, man.
[01:40:17.300 --> 01:40:19.300]  I hope you don't get offended, anybody out there.
[01:40:19.300 --> 01:40:21.300]  But, I dance, and she loves it.
[01:40:21.300 --> 01:40:25.300]  I serve. Can you imagine, there's a Mexican dude that serves?
[01:40:25.300 --> 01:40:27.300]  Holy shit, like, I've heard of him.
[01:40:27.300 --> 01:40:29.300]  Like, seriously?
[01:40:29.300 --> 01:40:33.300]  It was just like a gimme-gimme egg, man.
[01:40:33.300 --> 01:40:40.300]  We used to get along a lot, and our kids were a blessing.
[01:40:40.300 --> 01:40:45.300]  It's been a beautiful, beautiful ride.
[01:40:45.300 --> 01:40:47.300]  Good to know.
[01:40:48.300 --> 01:40:50.300]  So, this thing is going, man.
[01:40:50.300 --> 01:40:55.300]  You know what, Peter? I was listening to that one episode you had, the guy that was playing the blues, bro.
[01:40:55.300 --> 01:40:57.300]  Do you play guitar?
[01:40:57.300 --> 01:40:59.300]  Oh, yeah, no. Get out.
[01:40:59.300 --> 01:41:03.300]  Do you have your guitar?
[01:41:03.300 --> 01:41:05.300]  You could play us a song while we're waiting.
[01:41:05.300 --> 01:41:09.300]  Dude, I'm not ready for the stage right now, bro.
[01:41:09.300 --> 01:41:12.300]  I'm really not, but are you going to force me?
[01:41:12.300 --> 01:41:16.300]  No, let's save that for another episode, man.
[01:41:16.300 --> 01:41:20.300]  I'm not really set up right now.
[01:41:20.300 --> 01:41:22.300]  I do have two bands. I hooked up that thing.
[01:41:22.300 --> 01:41:26.300]  I don't know if anybody sent me pictures, but it's basically a five-string guitar.
[01:41:26.300 --> 01:41:28.300]  It's tuned to open G.
[01:41:28.300 --> 01:41:30.300]  I think there's a post on my page.
[01:41:30.300 --> 01:41:33.300]  I love the blues band. I love to play 12-bar blues.
[01:41:33.300 --> 01:41:41.300]  Anything Johnson, anything Sunhouse, anything Willie Dixon, anything that's got a lot of power.
[01:41:41.300 --> 01:41:43.300]  Willie Dixon, anything old.
[01:41:43.300 --> 01:41:45.300]  Lead Belly.
[01:41:45.300 --> 01:41:49.300]  Yeah, little Robert Johnson.
[01:41:49.300 --> 01:41:53.300]  Some Love and Vain.
[01:41:53.300 --> 01:41:55.300]  Robert Johnson, bro.
[01:41:55.300 --> 01:41:59.300]  Oh, yeah, Love and Vain, bro.
[01:41:59.300 --> 01:42:03.300]  Yeah, everyone now wants you to play.
[01:42:03.300 --> 01:42:09.150]  Go get the guitar. Go get the slide.
[01:42:10.150 --> 01:42:12.150]  We have to do the costumes first.
[01:42:12.150 --> 01:42:14.150]  We have to take it off.
[01:42:14.150 --> 01:42:16.150]  You ain't going to fuck with my ass.
[01:42:23.150 --> 01:42:26.150]  Anyway, the story behind that guitar.
[01:42:26.150 --> 01:42:33.150]  We were driving down to another park, and we saw this guy lift his guitar at the top of the park, and he drove away.
[01:42:34.150 --> 01:42:48.150]  He dropped the guitar in the middle of the street, and I picked up the guitar, and all that was left, it was five tuning pegs.
[01:42:48.150 --> 01:42:53.150]  So I looked up, what can I do with five tuning pegs?
[01:42:54.150 --> 01:43:03.150]  Keith Richards has a guitar that has only five strings, and it's tuned to open G, and he plays blues with it.
[01:43:03.150 --> 01:43:07.150]  He just took the low E string out, and he fucking rocked it.
[01:43:07.150 --> 01:43:12.150]  As a matter of fact, was it Stripes?
[01:43:12.150 --> 01:43:15.150]  What's his name? I'm having a brain fart.
[01:43:15.150 --> 01:43:17.150]  Oh, shit.
[01:43:17.150 --> 01:43:20.150]  The White Stripes?
[01:43:21.150 --> 01:43:24.150]  White Stripes. He inspired me, bro.
[01:43:24.150 --> 01:43:28.150]  When I saw that video, when he fucking hooked up that pickup to that fucking stick.
[01:43:28.150 --> 01:43:33.150]  Guess what, man? I put a pickup on this thing, and we electrified this fucking stick, and it came out.
[01:43:33.150 --> 01:43:41.150]  And you know what's surprising me? I leave that fucking guitar for a whole year, it sits, and it holds tune for a whole year.
[01:43:41.150 --> 01:43:48.550]  Anyways, these heads are mostly out.
[01:43:48.550 --> 01:43:51.550]  Check it out, bro.
[01:44:00.550 --> 01:44:03.550]  See them? See the socks?
[01:44:03.550 --> 01:44:07.550]  So it looks like most of the heads have fallen off the socks.
[01:44:07.550 --> 01:44:11.550]  I'm going to give it two more minutes just for shits and giggles, and this is coming out.
[01:44:11.550 --> 01:44:21.000]  And we got to rethread all of our bags, so maybe you want to bring the bags, start with the white one, please?
[01:44:21.000 --> 01:44:32.440]  Keep shit.
[01:44:32.440 --> 01:44:43.280]  The shit we got to do for exposure, right?
[01:44:43.280 --> 01:44:50.280]  So, as you can notice, water is not really that saturated with so much ice.
[01:44:50.280 --> 01:44:57.280]  Letting the water flow in there freely, but there's plenty of ice, enough to keep the water cold enough in temperature.
[01:44:57.280 --> 01:45:04.280]  But it's not completely saturated, so it's giving all those, you know, room in there for the stuff to come off.
[01:45:04.280 --> 01:45:07.280]  So, here we go.
[01:45:07.280 --> 01:45:10.280]  1073, yes.
[01:45:10.280 --> 01:45:13.280]  We only got one, thank you.
[01:45:13.280 --> 01:45:16.280]  I guess, black.
[01:45:16.280 --> 01:45:21.120]  Thank you.
[01:45:21.120 --> 01:45:26.120]  So right now we're threading the bags back into place, Peter, and we're getting ready to dump the second wash.
[01:45:26.120 --> 01:45:30.120]  Hopefully we don't take up so much time. I know a lot of people need to work tomorrow.
[01:45:30.120 --> 01:45:35.120]  I got to work tomorrow, so, man, I hope we can get it done.
[01:45:36.120 --> 01:45:39.120]  Now we go with the 120.
[01:45:39.120 --> 01:45:42.120]  We're all cheering you on.
[01:45:42.120 --> 01:45:45.120]  Vote for Pedro.
[01:45:45.120 --> 01:45:54.120]  Dude, when that movie came out, bro, during my birthday, like, I got like six presents that were all the same fucking shit that said, vote for Pedro.
[01:45:54.120 --> 01:45:57.120]  It was fucking hilarious.
[01:45:57.120 --> 01:46:00.120]  He's talking about Napoleon Dynamite.
[01:46:00.120 --> 01:46:07.530]  Yeah.
[01:46:10.930 --> 01:46:23.930]  Luckily, my assistant knows some hash-making skills here, and he can put his threads on me talking over here, and I don't have to really focus so much on what he's doing, because he knows what he's doing.
[01:46:23.930 --> 01:46:37.930]  Although he is, he's learning from me whatever he can learn from me, but he knows a lot more of hash, kind of, sort of, taste-wise, and all the other stuff more than that.
[01:46:38.930 --> 01:46:45.100]  He has more experience than I do. I'm just here in my cave, so.
[01:46:45.100 --> 01:46:53.100]  So, the thing we're going to do different here, guys, we're going to be using the big bag.
[01:46:53.100 --> 01:46:57.100]  All right? I'm going to turn this off without getting chocked this time.
[01:46:57.100 --> 01:47:00.100]  Oh, shit.
[01:47:00.100 --> 01:47:03.100]  Sorry, Sunda.
[01:47:03.100 --> 01:47:06.100]  All right.
[01:47:06.100 --> 01:47:09.100]  See this, guys?
[01:47:09.100 --> 01:47:12.100]  This is a fruit-match bag.
[01:47:12.100 --> 01:47:35.610]  We're going to pour this.
[01:47:35.610 --> 01:47:40.610]  So, these bags were made to fit around a 55-gallon drum.
[01:47:40.610 --> 01:47:47.610]  Or at least, this particular bag still looks like it's going to fit, but it should.
[01:47:47.610 --> 01:47:51.610]  This is a brand-new bag.
[01:47:51.610 --> 01:47:54.610]  There.
[01:47:55.610 --> 01:47:58.610]  All right.
[01:47:58.610 --> 01:48:00.610]  You guys see that, Peter?
[01:48:00.610 --> 01:48:02.610]  Yeah.
[01:48:02.610 --> 01:48:04.610]  Yeah.
[01:48:04.610 --> 01:48:06.610]  I think we might have.
[01:48:06.610 --> 01:48:07.610]  All right.
[01:48:07.610 --> 01:48:09.610]  Here we go.
[01:48:09.610 --> 01:48:13.610]  So, I'm going to take this plant matter out.
[01:48:13.610 --> 01:48:16.610]  I'm going to run it right through that bag.
[01:48:17.610 --> 01:48:23.890]  All right.
[01:48:23.890 --> 01:48:26.890]  So, I'm going to throw this entire pile out there.
[01:48:26.890 --> 01:48:29.890]  And we'll have some winter plants.
[01:48:29.890 --> 01:48:34.890]  And I will give these to my friends, those friends that are growing.
[01:48:34.890 --> 01:48:37.890]  And they'll do some light dip and stuff like that.
[01:48:37.890 --> 01:48:41.890]  I don't do it myself, but they grow some stuff, so let's do it.
[01:48:41.890 --> 01:48:45.890]  Here we go.
[01:48:46.890 --> 01:48:51.890]  So, I'm just going to add more of everything over in.
[01:48:51.890 --> 01:48:58.320]  Into this drum.
[01:48:58.320 --> 01:49:15.260]  BC Bubble Man, if you're listening, bro, help me up with a set of bags, bro.
[01:49:15.260 --> 01:49:20.980]  Seriously, I'm always rocking your gear, man.
[01:49:21.980 --> 01:49:29.320]  Dude, if anybody asks me what kind of bags do I use, I always tell them bubble bags.
[01:49:29.320 --> 01:49:31.320]  Why?
[01:49:31.320 --> 01:49:36.320]  Because I've only bought this one set or these two sets, this 20-gallon and 5-gallon.
[01:49:36.320 --> 01:49:38.320]  And I haven't had the need to buy another set.
[01:49:38.320 --> 01:49:41.320]  So, I'm not knocking on anybody else's stuff.
[01:49:41.320 --> 01:49:46.320]  I just haven't used anybody else's stuff because I haven't had the need to.
[01:49:46.320 --> 01:49:49.320]  So, what up, Marcus?
[01:49:50.320 --> 01:49:52.320]  What up, Marcus?
[01:49:52.320 --> 01:49:55.320]  Hook it up, bro.
[01:49:55.320 --> 01:50:02.320]  Marcus is an hour and 50 minutes deep in the replay of this conversation.
[01:50:02.320 --> 01:50:05.320]  But yeah, I'll reach out to him.
[01:50:05.320 --> 01:50:08.320]  I'll see if he'll send you some.
[01:50:08.320 --> 01:50:12.320]  Baby needs new shoes.
[01:50:12.320 --> 01:50:15.320]  Asking you shall receive.
[01:50:15.320 --> 01:50:18.320]  Seeking you shall find.
[01:50:18.320 --> 01:50:19.320]  Oh, shit.
[01:50:19.320 --> 01:50:21.320]  I'm getting up in the fucking philosophical here.
[01:50:21.320 --> 01:50:46.840]  Did we lose you?
[01:50:58.200 --> 01:50:59.200]  Pedro.
[01:51:02.200 --> 01:51:03.200]  You're back.
[01:51:04.200 --> 01:51:05.200]  Yo.
[01:51:05.200 --> 01:51:06.200]  You're back.
[01:51:06.200 --> 01:51:07.200]  Talk to me.
[01:51:07.200 --> 01:51:08.200]  Yep.
[01:51:08.200 --> 01:51:09.200]  I lost you there.
[01:51:09.200 --> 01:51:11.200]  You're back.
[01:51:11.200 --> 01:51:12.200]  I'm back.
[01:51:12.200 --> 01:51:13.200]  I'm back.
[01:51:13.200 --> 01:51:17.110]  We've been having connection problems.
[01:51:17.110 --> 01:51:18.110]  Sorry, Peter.
[01:51:18.110 --> 01:51:20.110]  No worries.
[01:51:20.110 --> 01:51:23.110]  Well, for the first, like, half an hour, I thought it was on my end.
[01:51:23.110 --> 01:51:24.110]  So, I was like.
[01:51:24.110 --> 01:51:28.110]  All right.
[01:51:28.110 --> 01:51:29.110]  Check it out, man.
[01:51:29.110 --> 01:51:34.110]  So, this is where I like to gently move my material.
[01:51:34.110 --> 01:51:37.110]  Right in this bag.
[01:51:37.110 --> 01:51:39.110]  Just gently.
[01:51:40.110 --> 01:51:44.110]  You can see by the color of the water that this particular wash is going to be
[01:51:44.110 --> 01:51:47.110]  dumping for sure.
[01:51:47.110 --> 01:52:00.280]  See that?
[01:52:00.280 --> 01:52:04.280]  I'm going to gently just continue to roll this material back and forth.
[01:52:04.280 --> 01:52:06.280]  Just gently.
[01:52:06.280 --> 01:52:07.280]  Not so crazy.
[01:52:07.280 --> 01:52:11.280]  Because, I mean, this is bigger mesh than a 220.
[01:52:11.280 --> 01:52:15.280]  So, some plant matter is still going to go through, which I'm going to be able
[01:52:16.280 --> 01:52:20.280]  to, just like, fill up.
[01:52:20.280 --> 01:52:24.280]  And then that will be enough to fill up on the 220 coming up here in the next
[01:52:24.280 --> 01:52:26.280]  set of builders.
[01:52:26.280 --> 01:52:28.280]  So, maybe you want to do me a favor?
[01:52:28.280 --> 01:52:29.280]  Sorry.
[01:52:29.280 --> 01:52:31.280]  We need that.
[01:52:31.280 --> 01:52:33.280]  Actually, no.
[01:52:33.280 --> 01:52:34.280]  We need that other barrel.
[01:52:34.280 --> 01:52:36.280]  One more barrel.
[01:52:36.280 --> 01:52:38.280]  Sorry, guys.
[01:52:38.280 --> 01:52:44.800]  We're going to go get one more barrel outside.
[01:52:44.800 --> 01:52:45.800]  Peter!
[01:52:45.800 --> 01:52:49.240]  There he goes.
[01:52:49.240 --> 01:52:52.560]  I may go get another beer while we're waiting.
