[00:00.000 --> 00:02.000]  We just started
[03:00:48.310 --> 03:00:53.310]  I got released and I missed a couple when I was on the halfway house, but when I got
[03:00:53.310 --> 03:00:57.430]  back around the way and was able to like see a TV again, I was like, Oh, that's
[03:00:57.430 --> 03:00:58.030]  pretty cool.
[03:00:58.030 --> 03:00:59.110]  And I kept up with it.
[03:00:59.710 --> 03:01:02.630]  I watch Walking Dead up to a point and I got like.
[03:01:03.630 --> 03:01:10.630]  Fucking stupid, and then I tried to catch up on it to see if it got on state and it
[03:01:10.630 --> 03:01:15.470]  never did, but the one dude I liked on it, you know, he was still alive, so let's
[03:01:15.470 --> 03:01:20.590]  check in time to time just to see if he's alive, you know, and he is so.
[03:01:22.390 --> 03:01:24.990]  Yeah, that's where I'm at.
[03:01:25.990 --> 03:01:26.910]  That's all I got to say.
[03:01:27.390 --> 03:01:29.790]  My last biz watch was Cobra Kai, though.
[03:01:30.070 --> 03:01:32.390]  I'm a sucker for the karate kid, man.
[03:01:33.590 --> 03:01:38.110]  You know, my buddy Bumbles, man, he was texting me earlier.
[03:01:38.550 --> 03:01:40.510]  Yeah, he's he's really into that shit, too.
[03:01:41.150 --> 03:01:42.590]  It's surprisingly good.
[03:01:42.830 --> 03:01:46.950]  The new Game of Thrones that just came out or is out now.
[03:01:46.990 --> 03:01:50.230]  That's actually really good to House of the House of the Dragon or whatever.
[03:01:50.550 --> 03:01:54.350]  Yeah, fucking it's it's better than the original Game of Thrones.
[03:01:54.630 --> 03:01:57.870]  And the dragon lady was fucking hot, man.
[03:01:57.990 --> 03:01:59.910]  Oh, yes.
[03:01:59.950 --> 03:02:00.750]  Yes, she was.
[03:02:03.190 --> 03:02:03.870]  I'm sorry, guys.
[03:02:03.950 --> 03:02:04.390]  It is.
[03:02:05.590 --> 03:02:07.750]  You ain't got to apologize for coughing, man.
[03:02:08.150 --> 03:02:09.350]  Got to cough to get off.
[03:02:09.350 --> 03:02:09.950]  You know what I mean?
[03:02:09.990 --> 03:02:10.590]  Yes.
[03:02:10.670 --> 03:02:11.150]  Oh, yeah.
[03:02:11.630 --> 03:02:11.990]  Yeah.
[03:02:13.030 --> 03:02:13.510]  Yeah.
[03:02:14.630 --> 03:02:16.750]  I can't wait to come January.
[03:02:17.350 --> 03:02:18.870]  May fall on panic attack.
[03:02:18.870 --> 03:02:22.950]  Man, I decided to, man, I'm just going to go all in for it.
[03:02:22.950 --> 03:02:24.870]  I might have some silver haze, so I can none.
[03:02:25.550 --> 03:02:26.950]  I'm just going to go all in for it.
[03:02:26.950 --> 03:02:31.510]  I'm going to mix up that some Gany together and just fucking go for it
[03:02:31.510 --> 03:02:35.110]  and peek out the windows and be paranoid and all fucked up.
[03:02:35.470 --> 03:02:36.590]  Just get it out the way.
[03:02:38.110 --> 03:02:41.230]  You can't you can't sheets to fit your windows.
[03:02:42.190 --> 03:02:43.110]  Fuck, yeah, dude.
[03:02:43.590 --> 03:02:44.710]  What do you think those are?
[03:02:45.670 --> 03:02:45.950]  Yeah.
[03:02:48.750 --> 03:02:49.590]  Shit.
[03:02:50.590 --> 03:02:54.830]  Now I bought some blackout curtains and fucking they were in like a black
[03:02:54.830 --> 03:02:59.750]  like packaging, so I assume they'd be black and then open them up
[03:02:59.750 --> 03:03:00.950]  and they were like silver.
[03:03:00.950 --> 03:03:02.870]  And I was like, huh.
[03:03:02.870 --> 03:03:03.310]  All right.
[03:03:04.070 --> 03:03:05.510]  So fuck it.
[03:03:06.750 --> 03:03:07.270]  Words.
[03:03:07.830 --> 03:03:09.030]  Yeah, it's hard.
[03:03:09.150 --> 03:03:12.990]  It's hard to find an actual true blackout fucking curtain, though.
[03:03:12.990 --> 03:03:13.990]  I've tried many.
[03:03:14.710 --> 03:03:14.950]  Yeah.
[03:03:15.430 --> 03:03:18.430]  Yeah, man, because that sunshine definitely wakes me up.
[03:03:19.270 --> 03:03:20.550]  You got to meet yourself.
[03:03:20.550 --> 03:03:21.590]  Brad cough.
[03:03:22.030 --> 03:03:22.510]  It's good.
[03:03:23.830 --> 03:03:24.510]  You get them in.
[03:03:24.830 --> 03:03:25.710]  You get them into the.
[03:03:26.910 --> 03:03:27.990]  Call me out for it.
[03:03:27.990 --> 03:03:28.710]  That was great.
[03:03:31.510 --> 03:03:32.630]  So I can get it in.
[03:03:33.630 --> 03:03:35.350]  Trying to be all professional.
[03:03:35.470 --> 03:03:38.430]  No, this is a professional show.
[03:03:38.910 --> 03:03:40.430]  No, no, man.
[03:03:40.630 --> 03:03:43.790]  Like, I mean, I know you got a lot of followers and all that, but
[03:03:44.310 --> 03:03:50.070]  I think at the end of the day, man, they're just a bunch of staters, too.
[03:03:50.310 --> 03:03:51.030]  You know what I mean?
[03:03:51.750 --> 03:03:53.750]  There might be a spot.
[03:03:53.830 --> 03:03:57.710]  There might be a couple of soccer moms, Tina, but they're probably into that.
[03:03:57.750 --> 03:04:00.230]  They're probably like, look at that fucking guy's hair.
[03:04:00.430 --> 03:04:03.390]  Like I need to find out what what he's got going on.
[03:04:03.790 --> 03:04:05.230]  What's what's the secret?
[03:04:05.230 --> 03:04:07.430]  We. Yeah, I want to know the secret.
[03:04:07.510 --> 03:04:10.870]  You know, we we did hemp shampoo.
[03:04:10.910 --> 03:04:12.390]  H.P.Z.
[03:04:12.910 --> 03:04:19.230]  And see if you add a Z on anything that is I'm saying you're in there.
[03:04:19.510 --> 03:04:19.990]  Yeah.
[03:04:20.470 --> 03:04:23.070]  Hemp's that's that's the shampoo and conditioner.
[03:04:23.870 --> 03:04:24.590]  I see.
[03:04:24.590 --> 03:04:27.150]  I could have thought you were more of a mane and tail guy.
[03:04:30.310 --> 03:04:30.870]  I know.
[03:04:32.230 --> 03:04:38.350]  Herbal essence shampoo conditioner mix the coconut tropical smelling shit.
[03:04:38.870 --> 03:04:41.950]  You remember those commercials back in the day when the women used to come
[03:04:42.150 --> 03:04:46.950]  they were like semi erotic, they were like, oh, we're like, yeah.
[03:04:47.750 --> 03:04:48.350]  Yes.
[03:04:48.990 --> 03:04:53.190]  The herbal essence commercials, man, that's like National Geographic to a teenager.
[03:04:53.230 --> 03:04:54.510]  Straight up, dude.
[03:04:54.510 --> 03:04:55.590]  Straight up, man.
[03:04:55.590 --> 03:04:58.910]  They were getting off up in the shower and they're like, what's going on?
[03:04:58.950 --> 03:05:00.990]  You know, it's like, oh, just watching my hair.
[03:05:01.430 --> 03:05:03.350]  But yeah, OK. Yeah.
[03:05:04.350 --> 03:05:06.110]  Uh huh. Yeah.
[03:05:07.110 --> 03:05:08.030]  That's for an hour.
[03:05:08.030 --> 03:05:09.230]  Showerhead. Yeah.
[03:05:09.230 --> 03:05:11.150]  Yeah. With that new showerhead.
[03:05:11.150 --> 03:05:13.430]  No. OK. Yeah.
[03:05:13.590 --> 03:05:15.910]  Yeah. Detachable.
[03:05:15.910 --> 03:05:17.870]  Although I won't lie. It's never mind.
[03:05:19.750 --> 03:05:23.430]  How about OK, how about that old school song Detachable Penis?
[03:05:23.750 --> 03:05:25.430]  Can you get plastic?
[03:05:25.430 --> 03:05:26.910]  Yes. Yeah.
[03:05:26.910 --> 03:05:28.790]  Detachable penis is good.
[03:05:28.790 --> 03:05:32.550]  Yeah. Found it next to the toaster oven on the dude's fucking towel.
[03:05:33.030 --> 03:05:34.870]  Who did that now?
[03:05:34.870 --> 03:05:36.390]  King Missile King.
[03:05:36.390 --> 03:05:38.230]  OK. King Missile King Missile.
[03:05:38.230 --> 03:05:39.510]  You nailed it, man.
[03:05:39.510 --> 03:05:41.150]  Oh, yeah. Oh, yeah.
[03:05:41.150 --> 03:05:44.430]  You're talking down to 12 bucks.
[03:05:44.430 --> 03:05:49.150]  Yeah. Yeah.
[03:05:49.950 --> 03:05:53.230]  By the way, like how many like are people actually watching this?
[03:05:53.270 --> 03:05:59.150]  Like it's a good we've lost about half of the people watching in the last hour,
[03:05:59.550 --> 03:06:02.110]  but there's still 120 people watching.
[03:06:02.630 --> 03:06:05.750]  Hey, so you 120 people. Cheers.
[03:06:07.190 --> 03:06:09.670]  Welcome. Yes, you're awesome.
[03:06:09.670 --> 03:06:13.270]  You see, you know, y'all hang out for the for the good shit, you know.
[03:06:14.470 --> 03:06:16.070]  The other ones. Yeah.
[03:06:16.070 --> 03:06:16.950]  See the other ones.
[03:06:16.950 --> 03:06:19.390]  You know, they're the people that pop two or three seeds.
[03:06:19.750 --> 03:06:22.030]  You know, I mean, these people are there.
[03:06:22.030 --> 03:06:23.310]  They're popping the whole pack.
[03:06:23.310 --> 03:06:24.790]  They're in it for the long run.
[03:06:24.790 --> 03:06:27.470]  You know what I mean? Yes. Yeah, for sure.
[03:06:28.470 --> 03:06:32.630]  You're either fully committed or you need to be committed
[03:06:32.870 --> 03:06:35.390]  for still listening at this point.
[03:06:36.030 --> 03:06:37.630]  Exactly. Exactly.
[03:06:37.630 --> 03:06:38.990]  Get it. Yeah.
[03:06:38.990 --> 03:06:40.870]  And like I dig that, man.
[03:06:40.870 --> 03:06:44.710]  Like I like I like weird people, you know, because it makes me feel
[03:06:45.350 --> 03:06:47.910]  like more normal. Yeah, exactly.
[03:06:47.910 --> 03:06:50.390]  So I'm all about it.
[03:06:50.390 --> 03:06:52.910]  Yeah. Yeah. Sure.
[03:06:53.470 --> 03:06:57.590]  Yeah, I mean, we could start talking about who built the pyramids.
[03:06:57.670 --> 03:07:01.030]  I mean, who really built the pyramids? Right.
[03:07:01.030 --> 03:07:04.030]  But so if you want to get an alien strad,
[03:07:04.710 --> 03:07:07.230]  so I'm renovating the spot.
[03:07:07.230 --> 03:07:10.630]  So like if you're ever like, you know, wanting to come down
[03:07:10.630 --> 03:07:15.190]  southern Colorado, dude, we can trip on these fucking mushrooms.
[03:07:15.190 --> 03:07:16.670]  My body grows.
[03:07:16.670 --> 03:07:18.750]  They're fucking gnarly, man.
[03:07:18.750 --> 03:07:20.110]  They're fucking great.
[03:07:20.110 --> 03:07:23.390]  But whether or not we trip or not, I got night vision, right?
[03:07:23.550 --> 03:07:25.670]  And night vision fucking goggles, dude.
[03:07:26.070 --> 03:07:30.030]  We can fucking go out in the backyard and you can watch them fucking aliens.
[03:07:31.030 --> 03:07:33.590]  So him and my other boy,
[03:07:34.070 --> 03:07:37.470]  they both came out and like we camped out, do a little thing
[03:07:37.790 --> 03:07:40.070]  and I was showing them, they're like, what the fuck?
[03:07:40.830 --> 03:07:42.910]  And I was like, yeah, man, fucking aliens.
[03:07:43.310 --> 03:07:46.710]  So I'm thinking about like recording it through the night vision
[03:07:46.710 --> 03:07:48.870]  and sending it in to the dude with the hair.
[03:07:49.870 --> 03:07:52.430]  The yes. Aliens.
[03:07:52.430 --> 03:07:55.270]  Yeah. And I want to be on the episode, you know what I mean?
[03:07:55.270 --> 03:07:57.910]  And be like, yeah, bro, like you come out here
[03:07:58.350 --> 03:08:02.790]  and I'll just like be tripping my balls off all like low key, like only all right
[03:08:02.790 --> 03:08:07.470]  now, you know, and be like, yeah, dude, you see that shit fucking aliens.
[03:08:07.990 --> 03:08:11.790]  And, you know, what we need.
[03:08:12.230 --> 03:08:15.390]  We need a crop circle in a field of weed.
[03:08:15.390 --> 03:08:18.470]  There we go. Who else would do that other than aliens
[03:08:18.830 --> 03:08:20.870]  and put a Z right in the middle?
[03:08:23.870 --> 03:08:26.030]  Crop slippers. Yeah.
[03:08:26.030 --> 03:08:28.910]  Rippers. No.
[03:08:30.710 --> 03:08:32.390]  Colorado's got some crazy.
[03:08:32.390 --> 03:08:35.630]  They've got a lot of military bases out there, though.
[03:08:35.630 --> 03:08:36.990]  Is that is that what you're seeing?
[03:08:36.990 --> 03:08:39.590]  Are you seeing the top secret projects flying at night?
[03:08:39.830 --> 03:08:42.790]  Sort of. Right. So like, you know,
[03:08:42.790 --> 03:08:45.510]  my work back in the day, like I've worked like
[03:08:46.870 --> 03:08:50.070]  so I would just say, like, I've worked in some interesting places. Right.
[03:08:51.070 --> 03:08:54.270]  So I know like the particular area that I live in.
[03:08:55.710 --> 03:08:58.790]  There are some things that that happen around here.
[03:08:59.270 --> 03:09:01.350]  What? I don't know, man.
[03:09:01.350 --> 03:09:03.390]  Like, this is pretty sketchy.
[03:09:03.390 --> 03:09:09.190]  And you ever heard about the shit where the cows got fucking lasered up?
[03:09:09.190 --> 03:09:11.590]  Yeah. It's like three miles down the road.
[03:09:11.990 --> 03:09:14.070]  Wow. So like, dude, you can come here.
[03:09:14.070 --> 03:09:16.190]  You can stay here and the whole shit, dude.
[03:09:16.190 --> 03:09:19.590]  Fucking well, we'll eat mushrooms and watch fucking aliens.
[03:09:20.790 --> 03:09:22.590]  You live in South Park.
[03:09:22.590 --> 03:09:25.710]  It's fucking. I live in South Colorado, dude.
[03:09:25.710 --> 03:09:27.990]  Like almost in New Mexico.
[03:09:28.310 --> 03:09:30.470]  Like damn close to. Oh, I've never been.
[03:09:30.470 --> 03:09:32.070]  I've never been there.
[03:09:32.070 --> 03:09:36.750]  It's it's it's it's it's it's it's it's it's it's it's it's it's it's it's it's
[03:09:36.750 --> 03:09:39.950]  been there. Hey, it's it's pretty cool.
[03:09:40.990 --> 03:09:42.790]  Denver. Yeah.
[03:09:42.830 --> 03:09:44.790]  This ain't Denver for sure.
[03:09:44.790 --> 03:09:46.350]  Like, you dig it, man.
[03:09:46.350 --> 03:09:50.470]  It's like when you like we don't make any noise like you hear nothing.
[03:09:50.470 --> 03:09:53.710]  All you hear is the ringing in your ears from all the concerts
[03:09:53.710 --> 03:09:56.270]  and shooting guns and explosions.
[03:09:56.270 --> 03:09:59.510]  Yeah. Tonight is funny.
[03:09:59.830 --> 03:10:03.150]  That's harsh. Professional musician here.
[03:10:03.150 --> 03:10:06.110]  My hearing is recovering the tonight.
[03:10:06.110 --> 03:10:08.110]  Tinnitus is getting better
[03:10:08.330 --> 03:10:09.890]  but
[03:10:09.890 --> 03:10:15.010]  Dude in pitch like that's why I have a hard time camping sometimes because when it's absolutely silent
[03:10:15.450 --> 03:10:17.850]  Yeah, you hear the ringing dude, dude
[03:10:18.850 --> 03:10:20.970]  Man, yeah, I feel you dude
[03:10:20.970 --> 03:10:26.090]  I have an exhaust fan in the bathroom that runs like through the night just to give me
[03:10:26.090 --> 03:10:31.270]  Yeah, something to block out the ringing or drive me fucking nuts, man. Yeah, I have a fan
[03:10:31.270 --> 03:10:34.090]  I've had a fan running 24 7 for decades
[03:10:35.050 --> 03:10:42.570]  Yeah, yeah, you gotta do it man or else like can't fucking sleep right man to the point I was talking the other day
[03:10:42.570 --> 03:10:46.150]  It's like I got to remember to pack a fan in my suitcase to bring to Mexico
[03:10:46.650 --> 03:10:53.470]  Yeah, yeah, as you should little clip on deal. Yeah. Yep. I do. I'm gonna bring a little one with me. Oh shit
[03:10:53.470 --> 03:10:57.970]  I should bring my grow one that fucking oscillates and clips on to get thinking
[03:10:58.410 --> 03:11:00.970]  Yeah, I'm glad we stayed on. Oh, yeah
[03:11:01.890 --> 03:11:03.890]  great ideas
[03:11:04.090 --> 03:11:06.090]  I
[03:11:07.970 --> 03:11:11.130]  Later it gets the better they are. Oh, yeah
[03:11:11.130 --> 03:11:17.850]  I'm like said like beer number three going down like so if I get three more in I might give you like, you know
[03:11:18.690 --> 03:11:25.970]  Some solutions to like some astrophysical fucking questions, man. You're gonna tell me how to have a levitate. I
[03:11:27.170 --> 03:11:28.930]  Mean I could
[03:11:28.930 --> 03:11:31.170]  But you don't wanna know how to do that, man
[03:11:34.090 --> 03:11:39.610]  Imagine the shit you'd get into if he was levitating you'd be locked up so fast
[03:11:41.450 --> 03:11:43.450]  Have you seen those parkour guys
[03:11:43.970 --> 03:11:49.930]  That like fucking run like scale a three-story building hop off the fire escape three roofs
[03:11:49.930 --> 03:11:53.130]  It does are like a backflip onto a swing set. Oh, yeah
[03:11:53.930 --> 03:11:56.530]  Imagine the shit you could pull off if you were that guy
[03:11:57.410 --> 03:11:59.710]  Yeah, like Wow
[03:11:59.710 --> 03:12:01.630]  Know this chick
[03:12:01.630 --> 03:12:08.430]  She she had like a punk rock fucking band out in like Vegas and all that. She knew Chris Angel
[03:12:08.830 --> 03:12:10.830]  okay, and
[03:12:11.030 --> 03:12:14.190]  Yeah, I found out so much funny shit about Chris Angel
[03:12:14.870 --> 03:12:17.110]  That like he had like all this
[03:12:17.430 --> 03:12:22.710]  Liposuction and plastic surgery on the upper part of his body and he ran out of money
[03:12:22.950 --> 03:12:27.950]  So like he had this like fit upper half and he had like a fat guy lower half for a while
[03:12:28.230 --> 03:12:33.470]  He's like short and shit too. So he's all weird looking and then he finally got the rest of it done
[03:12:35.150 --> 03:12:40.150]  Yeah, and all it was like weird weird little tricks and shit I thought I was kind of funny
[03:12:40.990 --> 03:12:42.670]  Yeah
[03:12:42.670 --> 03:12:47.110]  He does a lot of a lot of that Vegas like Street
[03:12:47.790 --> 03:12:53.670]  Magic, I mean, it's really freakin famous. So he does more than that. But that's usually where I always see him
[03:12:53.670 --> 03:12:57.310]  It's always a video clip of him like blowing someone's mind on the street
[03:12:58.190 --> 03:13:00.190]  freak
[03:13:01.630 --> 03:13:03.790]  Was that actually a show yeah
[03:13:05.830 --> 03:13:07.830]  Your mind free
[03:13:07.830 --> 03:13:13.110]  Like a really good magic trick. So like how many people are watching so like a hundred
[03:13:13.350 --> 03:13:19.030]  We still got a hundred and seventeen people that are just amazingly awesome and enjoying this
[03:13:19.030 --> 03:13:24.150]  All right, 117 people. I'm gonna turn you I'm gonna turn y'all on to a magic trick, right?
[03:13:24.350 --> 03:13:27.470]  This will like blow fucking people's minds
[03:13:28.350 --> 03:13:32.790]  Now you are gonna need to be around like an ashtray, right?
[03:13:33.070 --> 03:13:39.890]  Whether you're smoking cigarettes or whatever, you know, and you're gonna prep this trick up
[03:13:40.750 --> 03:13:47.630]  Before it's even delivered because like most magic tricks already set before the trick even even begins, right?
[03:13:47.950 --> 03:13:52.630]  So what you're gonna do is, you know, you got your right hand you got your left hand
[03:13:52.790 --> 03:13:57.030]  So on your left hand on your on your on your pointer finger
[03:13:57.150 --> 03:14:02.590]  You're gonna go in and you're gonna get some fucking cigarette ash or going ash or whatever
[03:14:02.830 --> 03:14:05.710]  You're gonna get it, you know on the tip of your finger
[03:14:06.310 --> 03:14:07.750]  now
[03:14:07.750 --> 03:14:09.750]  When the time is right
[03:14:09.750 --> 03:14:11.990]  You're gonna say like hey Chad
[03:14:13.430 --> 03:14:18.350]  We'll see a fucking magic trick man. You're gonna be like, oh, yeah, of course
[03:14:18.710 --> 03:14:20.950]  Like it's sticky hands out man
[03:14:21.550 --> 03:14:24.950]  Anyway, you're gonna stick your hands out and I'm gonna reach in and touch them
[03:14:25.030 --> 03:14:29.950]  So anyway, the cigarette ash right it's gonna put it on the palm
[03:14:30.710 --> 03:14:34.950]  Because you know, you're gonna you're gonna be grabbing the grabbing the hand like that
[03:14:35.750 --> 03:14:38.950]  You're gonna already have it have it right fucking there
[03:14:39.710 --> 03:14:44.110]  So what you're gonna do is once you got like the hands out like that and you're holding them
[03:14:44.670 --> 03:14:46.190]  The
[03:14:46.190 --> 03:14:50.510]  Ash is already there. So what you're gonna do is you're gonna be like, alright
[03:14:50.510 --> 03:14:53.670]  I want you to ball up your hands like this and
[03:14:55.230 --> 03:15:01.350]  What you're gonna do is you're gonna tell them to take the hand that you didn't plant the ash in
[03:15:01.350 --> 03:15:04.110]  You're gonna get them to open it up and you're gonna say yeah
[03:15:04.110 --> 03:15:10.110]  I'm gonna put some cigarette ash in your palm and you're gonna roll it up and you're gonna get them to do this guy here
[03:15:10.550 --> 03:15:15.550]  Then you're gonna open it up and you're gonna wipe it off and then you're gonna do this, you know
[03:15:15.550 --> 03:15:17.230]  You're gonna hold their hands like, you know
[03:15:17.230 --> 03:15:23.030]  Forcing them back and forth and then you're gonna hit them together and like he can do a little fancy on that do that
[03:15:23.030 --> 03:15:28.310]  You know and tell them to open their hand and that cigarette ash is gonna be there and you're gonna blow their minds
[03:15:28.470 --> 03:15:30.470]  And you're gonna be the mind freak
[03:15:31.590 --> 03:15:33.590]  Classic diversion. Yeah
[03:15:33.750 --> 03:15:41.310]  Yeah, really good, yeah, it's it's outstanding so it works really good in bars and you know
[03:15:42.110 --> 03:15:44.110]  It really impresses the ladies
[03:15:46.030 --> 03:15:50.190]  Then you can tell them be like hey you want to see another chick and make something disappear
[03:15:53.470 --> 03:15:56.910]  So so so if you if you don't have this shirt and
[03:15:57.230 --> 03:15:58.950]  You're going out looking for ladies
[03:15:58.950 --> 03:16:02.310]  You need to know that magic trick cuz it's one or the other if you've got them both
[03:16:02.710 --> 03:16:09.910]  You're saying like you're in like Flynn. You're good. Yeah, you're good to go your money back guaranteed
[03:16:10.950 --> 03:16:17.470]  Yeah, just about you know, like I mean you like, you know, you could always say something stupid and completely blow it
[03:16:17.470 --> 03:16:19.470]  I always sound like less is more
[03:16:19.910 --> 03:16:27.430]  So, you know, yeah, it's like open-ended questions and let them talk a lot and then you know, yeah
[03:16:27.430 --> 03:16:32.470]  Yeah, you know just talk more about them. Don't talk about yourself because you know, you'll scare them
[03:16:37.270 --> 03:16:40.070]  Have you ever been to the UFO Watchtower
[03:16:41.350 --> 03:16:47.350]  So now that they do down the road for me. Yeah as his own fucking
[03:16:47.710 --> 03:16:51.830]  Observatory where he looks in outer space and like takes pictures and shit
[03:16:52.470 --> 03:16:58.190]  Does he also have very like large antennas like on his car is he like one of the CB people
[03:16:59.950 --> 03:17:03.230]  There we go, yeah, okay. Yeah. Yeah, exactly
[03:17:03.430 --> 03:17:07.350]  I don't know why those two are always connected, but it seems like they are
[03:17:07.910 --> 03:17:10.310]  Yeah, they're lonely people man
[03:17:10.310 --> 03:17:16.430]  I like to be able to talk to other like-minded people and if you're talking to somebody over ham radio
[03:17:16.430 --> 03:17:18.550]  Then you know, you're already in the zone
[03:17:19.550 --> 03:17:21.550]  Right
[03:17:21.670 --> 03:17:29.270]  Imagine using technology to talk to people far away from you that you don't even ever get to like meet or see how lame
[03:17:29.270 --> 03:17:31.270]  I know, right?
[03:17:34.070 --> 03:17:36.870]  Russians over the fucking ham radio like oh, yeah
[03:17:38.830 --> 03:17:40.830]  I
[03:17:40.870 --> 03:17:43.110]  Discovered there's a rad website it basically
[03:17:43.750 --> 03:17:47.750]  Anywhere in the world that lets you listen to whatever radio station they have there
[03:17:47.750 --> 03:17:53.070]  I love listening to just so like pick somewhere in Europe just like listen to their radio station for a while
[03:17:53.070 --> 03:17:58.230]  Yeah, you're gonna find some good music that way. Yeah, man. Yeah, it's pretty cool, man
[03:17:58.430 --> 03:18:04.190]  The Irish radio is a pretty pretty rocking man. I got some pretty interesting shit going on over there
[03:18:04.430 --> 03:18:08.390]  I've been on Irish radio before DJ set. Yeah
[03:18:08.590 --> 03:18:10.590]  Yeah
[03:18:10.590 --> 03:18:12.790]  Yeah, I can't remember the the call
[03:18:13.470 --> 03:18:18.750]  Hey your numbers right now. Yeah, I'm trying to remember the guy's name is is
[03:18:20.350 --> 03:18:23.450]  So he did DJ a DJ a something
[03:18:24.430 --> 03:18:29.830]  This is a good 20 years ago Wow a class DJ a class. That's what it was
[03:18:30.350 --> 03:18:35.910]  I gotta Google this now see if I can find that set. Holy shit DJ. That's awesome
[03:18:36.550 --> 03:18:41.350]  It's like one of the few countries that like will allow me through its borders to visit
[03:18:44.190 --> 03:18:50.870]  Ireland it's a good place to visit. Yeah, definitely. I definitely want to check it out for sure. I
[03:18:52.070 --> 03:18:54.350]  Would yeah, I would love to go my sister's
[03:18:54.990 --> 03:18:59.350]  Husband was from there. So they've been a few times and they've got family but
[03:19:00.550 --> 03:19:02.550]  Never been myself
[03:19:03.190 --> 03:19:07.030]  Yeah, I've only only been to Amsterdam
[03:19:08.910 --> 03:19:15.310]  That's that's my travels but I keep going back there so I'm like they got weed what what what else do you need
[03:19:15.310 --> 03:19:20.350]  They got old stuff. They got museums. They got good food cool people. Yeah, please
[03:19:20.390 --> 03:19:24.510]  They got that too, they're trying to push it out they're trying to get rid of that but
[03:19:25.150 --> 03:19:31.990]  That's they were also they just also this last week voted on whether they would allow still allow tourists into the coffee shops
[03:19:31.990 --> 03:19:33.990]  Which they will but
[03:19:34.630 --> 03:19:37.950]  Amsterdam is is going backwards
[03:19:37.950 --> 03:19:42.630]  I mean they had the chance to be like the world capital of cannabis and they were for a while
[03:19:42.630 --> 03:19:47.550]  But then America started legalizing and we just have better weed
[03:19:47.550 --> 03:19:51.950]  Because they never bothered to legalize it there it's still illegal until it gets into the coffee shop
[03:19:51.950 --> 03:19:53.950]  So the coffee shops are cool to sell it
[03:19:53.950 --> 03:19:59.390]  But you still have to be super clandestine with growing and if you've been over there
[03:19:59.390 --> 03:20:06.710]  You know that every place is like little it's damn the electrical system is not you're not throwing up fucking
[03:20:07.590 --> 03:20:09.590]  20,000 waters, you know, yeah
[03:20:09.590 --> 03:20:14.990]  So talking to Adam done about you know, cuz you know, I was talking to him
[03:20:14.990 --> 03:20:19.790]  You know cuz like you left from here you went over there you're doing your thing and it was like
[03:20:20.350 --> 03:20:26.950]  Dude, everything's so tiny and the amperage that's run the places is so tiny
[03:20:27.510 --> 03:20:30.430]  So I was like, it's really it's challenging, you know
[03:20:31.350 --> 03:20:37.670]  My favorite one and I just learned this there's um, so Mila Jansen. She's that Mila's a hash queen
[03:20:38.550 --> 03:20:40.550]  She resides in Amsterdam
[03:20:40.670 --> 03:20:46.910]  And she was a pretty big grower back in the day and she's the one that invented the bubble bag
[03:20:47.590 --> 03:20:53.830]  Did the pollinators? Yeah. Yep. Yep. Yep. Yep the pollinator and and I had the chance to talk with her recently
[03:20:54.230 --> 03:21:00.270]  And she was telling me about one grow cuz I made a joke of how the roofs are always you know, and in the in the
[03:21:00.270 --> 03:21:03.870]  Europe it's always the guy who gets busted because the snow melted off the roof
[03:21:05.350 --> 03:21:09.310]  And she went into the woods and she was like, oh, I'm gonna go in the woods
[03:21:09.470 --> 03:21:15.710]  and she went into this story about a bridge that was in Amsterdam like in the city proper and
[03:21:16.350 --> 03:21:21.470]  Apparently like during the war, you know, it was like a safe place to go. It had electricity
[03:21:21.470 --> 03:21:22.790]  I had all of this stuff
[03:21:22.790 --> 03:21:29.350]  but it was unused and like her and her crew figured that out and basically broke in and we're just
[03:21:29.670 --> 03:21:35.470]  Majorly large-scale growing in this place. I'm just like awesome. So badass
[03:21:35.470 --> 03:21:37.470]  Dude like yeah
[03:21:38.950 --> 03:21:40.950]  Under a bridge in the middle of the city
[03:21:43.670 --> 03:21:45.670]  That is
[03:21:45.710 --> 03:21:51.470]  Yeah long I mean, you know a long time ago too. She is an amazing person like she
[03:21:52.390 --> 03:21:55.630]  She sent me her book to which I'm starting to kind of read through now
[03:21:57.790 --> 03:22:04.470]  Talk about someone who likes to just live man and not like really just she just went for it man
[03:22:04.470 --> 03:22:07.110]  she just went for it in a lot of situations and it's like
[03:22:07.670 --> 03:22:12.390]  There's so many humans alive that don't have your balls. Let alone, you know a
[03:22:13.030 --> 03:22:14.310]  female
[03:22:14.310 --> 03:22:16.310]  Especially back in those days
[03:22:17.270 --> 03:22:24.070]  And you don't have fucking regrets, you know, like you get out there and you fucking just do it, you know and
[03:22:25.110 --> 03:22:30.550]  You have such such a fulfilling life that way, you know, it's like yeah
[03:22:30.550 --> 03:22:36.870]  Like everybody's got fucking regrets or whatever, but you know, you get out there and do it like you got like way less regrets
[03:22:37.390 --> 03:22:44.350]  Yeah, yeah, you know, I might regret like getting locked up or whatever, but I'd regret not knowing a whole hell of a lot more
[03:22:44.750 --> 03:22:46.750]  win some lose some but
[03:22:46.950 --> 03:22:51.550]  You get out there and you fucking do it make the most of it and like, you know
