[00:00.000 --> 00:01.000]  How you doing?
[01:16:37.810 --> 01:16:43.010]  the runway is gone. Like people are willing to blow the runway on a lot. And that's part of the
[01:16:43.010 --> 01:16:49.330]  problem. It's the excitement. It is. It's how you hook. It's how you hook the money is you show them
[01:16:49.490 --> 01:16:54.530]  you're going to get paid big, quick. Right. And the problem is that that's how they set the
[01:16:54.530 --> 01:17:00.690]  project up to begin with. Instead of saying, look, this is our seven year plan. These are the numbers
[01:17:00.690 --> 01:17:05.250]  we're going to run through a course of time. Here's our, here's our first year, which we need
[01:17:05.250 --> 01:17:11.970]  to succeed in. So let's succeed. That'll give faith and trust, faith and trust can multiply.
[01:17:11.970 --> 01:17:16.530]  Instead it's, we promise these people, we're going to blow this up. Someone tell me, he goes,
[01:17:17.170 --> 01:17:21.250]  I got my plan to play Kev. He goes, I'm going to, I have to nail four pounds of light
[01:17:21.970 --> 01:17:29.970]  to make it work. And I said, the whole facility, I said, homie, I said, you're putting yourself in
[01:17:29.970 --> 01:17:35.650]  a really tough position. And he's like, yeah, but I, I ran a plant, you gave me. And when I,
[01:17:35.650 --> 01:17:40.610]  when I extrapolated the data from that plant, it could give me that through a whole fucking
[01:17:40.610 --> 01:17:47.250]  facility. And I said, that's not quite the risk that I was trying to push you into too.
[01:17:48.130 --> 01:17:54.050]  You have to be able to, to have that honesty in the beginning with the money and what it does,
[01:17:54.050 --> 01:17:58.610]  it gives you a buffer. And so whenever you're, that's what I try to give advice to people when
[01:17:58.610 --> 01:18:02.690]  they're speaking about investment or they're trying to gather someone to fund the operation
[01:18:02.690 --> 01:18:07.730]  is fucking be honest, sit down and lay out the facts. And if they accept your business plan,
[01:18:07.810 --> 01:18:13.250]  accept it. And if they don't, they don't, you're not going to get to do the med men shit and look
[01:18:13.250 --> 01:18:20.770]  at Mowglan, they're fucking going after his house. Exactly. So he's not out of the clear either. So
[01:18:20.770 --> 01:18:25.490]  he's got himself some problems because of what occurred and I don't know them. I've never met
[01:18:25.490 --> 01:18:30.290]  them. And so it's nothing personal, but it's, it's, it's something that other people copied
[01:18:30.290 --> 01:18:35.250]  and said, we're going to copy that model. And the problem is it doesn't work at all for anybody
[01:18:35.330 --> 01:18:39.810]  who's trying to do legitimate cannabis production. If you desire us to be a cannabis producer and
[01:18:39.810 --> 01:18:44.690]  you intend to do this for time, it's not some get rich quick screen because you jumped out of
[01:18:44.690 --> 01:18:49.970]  fucking pet rocks and, and mink coats, you know, you got two chillers in your basement, any of
[01:18:49.970 --> 01:18:55.170]  these little fat ass things, it's the same thing. It's, it's, it's gotta be legitimate work and it's
[01:18:55.170 --> 01:19:01.170]  gotta be legitimate progress. And you just have to be able to start at a level that you can actually
[01:19:01.250 --> 01:19:08.850]  achieve. And I see some of these operations and I'm just like, holy shit. How do you possibly
[01:19:08.850 --> 01:19:15.890]  light up something this big without any prior experience? Yep. And then, and then,
[01:19:16.850 --> 01:19:20.450]  yeah. And then dysfunctionally stick into the calendar when it's not working. They don't want
[01:19:20.450 --> 01:19:25.810]  to stop the conveyor belt to fix the core issues, you know, they don't want to stop and go, this
[01:19:25.810 --> 01:19:29.810]  isn't working. You know, there's always someone saying, we got to stick to timeline. We got to
[01:19:30.770 --> 01:19:35.890]  stick to timeline. And it's like, let's just pause and take a deep breath. You know, I've heard Eric
[01:19:35.890 --> 01:19:40.770]  say that a lot of time, give really practical advice. Like let's just stop the bleeding. Let's
[01:19:40.770 --> 01:19:46.930]  take a deep breath. Let's focus on what is working and let's multiply that. Like, you know, there's,
[01:19:46.930 --> 01:19:50.690]  you know, you, you just got quoted on a phone call I had yesterday about a farm that's been
[01:19:50.690 --> 01:19:55.810]  having some problems. They want to increase and is like, do you want to multiply your problems?
[01:19:55.810 --> 01:19:59.250]  Why are you doing that right now? Like, why would you expand something that's
[01:20:00.130 --> 01:20:05.010]  not being lucrative? Why? Yeah. I mean, do you want to expand problems? Like,
[01:20:05.010 --> 01:20:09.170]  yeah. And the critical point that you brought up a minute ago is the data that's being created. So
[01:20:09.170 --> 01:20:15.410]  if people are creating data off one plant, you know, like, you know, that data point says I got
[01:20:15.410 --> 01:20:20.530]  a plant from Kevin Jodery. Right. You know what I mean? And that particular plant I got from this
[01:20:20.610 --> 01:20:27.490]  guy at this level can scale up to this and people in the investment side need data in order to,
[01:20:28.450 --> 01:20:34.370]  you know, really be hooked. And so we got people creating data on one light, one plant, one homie
[01:20:34.370 --> 01:20:40.530]  or whatever. And it turns into this portfolio of how we can hit it and crush it. And then the poor
[01:20:40.530 --> 01:20:45.890]  person sitting there, go ahead. I got four pounds per light to perform. And well, it's just like,
[01:20:45.890 --> 01:20:52.770]  fuck, dude, that kind of backfired on you. Well, that's 800 lights. Yeah. Yeah. Like,
[01:20:52.770 --> 01:20:58.290]  come on. I can't sleep at night even thinking about it. I mean, I will say that's the one
[01:20:58.290 --> 01:21:03.490]  beauty of metric and track and trace is that there's no fooling that shit. And it's like you.
[01:21:03.490 --> 01:21:08.450]  So there's a big asterisk about, you know, we run in this a lot because you're starting to see a lot
[01:21:08.450 --> 01:21:13.170]  of salt guys getting into living soils because the returns on Rosin and extract and they're not
[01:21:13.170 --> 01:21:18.050]  motivated to do it. They just want that extra 30, 40 percent of resident. And they always want
[01:21:18.850 --> 01:21:21.810]  well, how many can you get per light? How many can you get per light? And it's like,
[01:21:21.810 --> 01:21:27.010]  what are you basing that off of? Buck down nugs that fully trimmed? Is that bag bag without shape?
[01:21:27.010 --> 01:21:31.730]  Is that bagged as per metric? Like what's that? What's that three even mean? What's that for even
[01:21:31.730 --> 01:21:36.610]  mean? Yeah. Yeah. Where is that guidepost? And what is it? You know, because I don't know,
[01:21:36.610 --> 01:21:41.570]  man, I've seen a whole lot of metric reports. I've been in some hydro facilities that claim
[01:21:41.570 --> 01:21:47.330]  three and a half, four, and then they shoot you the metric printout. And it's more like one and
[01:21:47.330 --> 01:21:51.410]  three quarter to two and an eighth type thing, you know, which ain't bad if you can consistently do
[01:21:51.410 --> 01:21:55.330]  that without failing to a light's great consistently without failing. But like,
[01:21:56.050 --> 01:21:59.490]  you know, you can't be saying I did three a light counting stems, you know?
[01:22:00.930 --> 01:22:06.690]  No. And the thing is, I'm glad that you're getting biomass, but if nobody wants to buy the product,
[01:22:06.850 --> 01:22:14.770]  smoke it, who cares? I'm like, it's the same thing with trends where, you know, every, every,
[01:22:14.770 --> 01:22:19.650]  every large operation group, I had a guy talked to, he said, you know, I have 800 unique cultivars.
[01:22:19.650 --> 01:22:23.650]  And I said, No, you won't have like 20, right, multiplied by fucking 40.
[01:22:26.370 --> 01:22:32.050]  That's really what you got. And he was like, I said, it's, it's, it's, let's just be reasonable.
[01:22:32.050 --> 01:22:38.610]  And let's admit what we have. And start to try to work on, you know, your direction, what is it
[01:22:38.610 --> 01:22:43.730]  you're trying to achieve? And if some of these giant operations with the economy of scale,
[01:22:43.730 --> 01:22:49.490]  they need to take the lower price market, they want to produce it cheap, but sell it for hot
[01:22:49.490 --> 01:22:56.130]  level prices. And it doesn't work. And the poor guys on the small end, they have to get premium
[01:22:56.130 --> 01:23:01.250]  pricing because they don't have the scale. Yeah. And so you can't you can't be small and
[01:23:01.250 --> 01:23:06.530]  capitulate. And it's tough because you're you're over a table financially. And the bigger guys just
[01:23:06.530 --> 01:23:10.850]  got to realize that there's nothing wrong with with allowing people to get you know, with your
[01:23:10.850 --> 01:23:17.250]  numbers, you can achieve, you're selling it at the store for $27, you'll make money, and your brand
[01:23:17.250 --> 01:23:24.930]  will survive. And you'll gather market share. And you didn't build an $80 million facility in this
[01:23:24.930 --> 01:23:30.530]  form to grow craft exquisite cannabis. They're not the same animal. And there's no shame in it.
[01:23:30.530 --> 01:23:35.410]  But no one wants to admit little guys want to say that they're big. I got 8000 square feet. I'm big.
[01:23:36.290 --> 01:23:39.970]  And guys that got 400,000 square feet want to say to craft. Right?
[01:23:43.090 --> 01:23:46.530]  Just admit it. It's okay. I'm fucking five, seven. I'm short.
[01:23:47.010 --> 01:23:56.850]  I'm pretty. Yeah, I've never been pretty either. It's, it's what it is. And that way you can work
[01:23:58.530 --> 01:24:04.450]  and it just works. And that's, that's where we're having to come into is that
[01:24:04.450 --> 01:24:09.650]  a lot of the stuff that you know, you're putting out is is like, you know, you and Eric, both you
[01:24:09.650 --> 01:24:13.890]  give enough information out to give people concepts and ideas to go move forward where
[01:24:13.890 --> 01:24:18.930]  they start to realize, hey, I'm using these tools, I'm not having an effect. What am I doing wrong?
[01:24:18.930 --> 01:24:24.050]  Maybe I need to research. And so the educational process happens, but it's amazing how fast it
[01:24:24.050 --> 01:24:30.370]  happens with owner operators versus investment teams. The investment team is you got to get this
[01:24:30.370 --> 01:24:35.810]  fucking meeting together, and then you got to zoom six guys. And, and there's one guy who doesn't
[01:24:35.810 --> 01:24:40.450]  want to listen. And he's the only guy that makes the fucking decision. So you got to get this dude
[01:24:40.530 --> 01:24:45.330]  to come into your world and understand that you're actually trying to fucking help them.
[01:24:46.130 --> 01:24:51.650]  And I watched this and I it's such an education. So I'm like, how the fuck did they build all these
[01:24:51.650 --> 01:24:57.490]  industries in the world if all of them were built like this? Did they basically just fuck up until
[01:24:57.490 --> 01:25:03.890]  they solved it? Is that how all projects are done? Maybe it's an education in reality that I never
[01:25:03.890 --> 01:25:09.410]  expected. I never thought back out of your way. So no, I mean, do you just want more room? Oops,
[01:25:09.410 --> 01:25:14.130]  sorry. I was hitting the mute, but yeah, 100% man, that's one of the things, you know, no
[01:25:14.130 --> 01:25:18.450]  disrespect to this, some of the money guys, but like, that's one of the things that I always crack
[01:25:18.450 --> 01:25:24.210]  up. Like, is if this is how you make decisions, how did you get the money to build this facility?
[01:25:24.210 --> 01:25:28.130]  Well, I think there was more universities, there was more things, there were studies,
[01:25:28.130 --> 01:25:32.370]  there was more, there was more to it. And this just came out of nowhere. Like we just pulled
[01:25:32.370 --> 01:25:35.890]  this shit out of the woods. And here you go. I mean, look at the way things are going.
[01:25:36.850 --> 01:25:43.250]  It wasn't long ago that we were worried about, you know, getting in trouble. And now it's essential
[01:25:43.250 --> 01:25:53.490]  business. Yeah, I mean, holy fuck. Yeah, that was a quick transition. I know. Jesus, that was it.
[01:25:53.490 --> 01:25:57.010]  That was a hard pill for my family to swallow. I'm working and they're not they've been judging
[01:25:57.010 --> 01:26:05.810]  for a decade. Trap kid. It's like, Oh, I'm never gonna make any. Yeah, it's crazy.
[01:26:06.530 --> 01:26:14.930]  Yeah. So just quickly a random, I want to get into some of the business stuff and kind of like
[01:26:14.930 --> 01:26:18.930]  cultivate, like I think Kevin stuff you're seeing in the market trends and stuff. But
[01:26:19.650 --> 01:26:28.290]  Scott, you had a post where you were talking about extracts. Are you moving more towards
[01:26:28.290 --> 01:26:34.050]  extracts versus compost teas? And then can you talk a little bit about extracts versus teas and
[01:26:34.130 --> 01:26:41.490]  kind of for sure, your mindset? For sure. So I think really, you know, kind of the confusion
[01:26:41.490 --> 01:26:45.650]  that's happened is, you know, there's Dr. Laningham who's who came up with all these methods. And,
[01:26:46.290 --> 01:26:49.890]  you know, she's kind of known for saying tea, saying tea, saying tea, compost,
[01:26:49.890 --> 01:26:57.330]  tea, compost, tea, compost tea. And what happens is people then go just do any version of what
[01:26:57.330 --> 01:27:06.450]  they define as tea. So there's a extreme variation between what Dr. Laningham defines as compost tea
[01:27:06.450 --> 01:27:13.490]  and what the market does across the board. I can't think of anything that's more varied in any
[01:27:14.370 --> 01:27:20.130]  thing I've ever done in my entire life. And so the two major obstacles with compost tea is
[01:27:21.090 --> 01:27:26.130]  you're doing, you're doing animal husbandry, you're growing animals, and you're growing
[01:27:26.130 --> 01:27:31.730]  life in a tank. And, and you either are or are not quantifying those organisms.
[01:27:32.530 --> 01:27:39.810]  Most of the people that possess a microscope, just kind of look through, which isn't bad,
[01:27:39.810 --> 01:27:44.770]  but there's a lot that you can't see if you're just looking through. In the early years, there
[01:27:44.770 --> 01:27:50.290]  was a lot of really bad information as far as organism identification. So I feel like an entire
[01:27:51.010 --> 01:27:56.290]  community went chasing after the wrong goal because of a couple key people. I think that's
[01:27:56.290 --> 01:28:01.010]  starting to get sorted out a little bit now that Dr. Laningham's courses are far more accessible.
[01:28:01.890 --> 01:28:10.850]  But essentially what we ran into in the workplace is, you know, really the first few jobs I got
[01:28:10.850 --> 01:28:16.610]  were to teach people how to brew tea. And what that would look like is I would go to the facility,
[01:28:16.610 --> 01:28:21.650]  we would set up a recipe, I would verify with the microscope that it was what it needed to be.
[01:28:21.650 --> 01:28:26.050]  And then we would replicate it over multiple days. So I could leave them with a compost tea recipe.
[01:28:27.090 --> 01:28:31.090]  Through that first year, it became really apparent the problems with that, because what ends up
[01:28:31.090 --> 01:28:36.530]  happening is the climate changes, the temperature changes, the conditions change for that life. And
[01:28:36.530 --> 01:28:43.170]  I don't think, you know, the market at wide really understands how varied those results of compost
[01:28:43.170 --> 01:28:48.290]  tea brewing can be. And when we start to communicate to people these obstacles, and we
[01:28:48.290 --> 01:28:55.810]  say you need to be checking, and it kind of turns into this like class warfare emotions, like people
[01:28:55.810 --> 01:29:01.810]  get offended, like I'm saying, you're not qualified to do this. But I mean, technically, that's what's
[01:29:01.810 --> 01:29:06.930]  happening. And if you want to brew tea, you should become proficient at identifying organisms to
[01:29:06.930 --> 01:29:11.250]  actually quantify them, because you're either brewing life or you're either brewing disease.
[01:29:11.970 --> 01:29:15.730]  And we went from facility to facility and facility, and we just kept tracking
[01:29:16.290 --> 01:29:23.010]  the issues with people brewing tea. Around that same time, like from like 2014 to 2016,
[01:29:23.010 --> 01:29:30.610]  I think Dr. Lane really started switching more to the extract model. And so the benefits of tea is
[01:29:30.610 --> 01:29:35.330]  you excite organisms and they produce glues, and they stick to surfaces. That's great if you're
[01:29:35.330 --> 01:29:39.650]  covering leaves. If you're trying to penetrate to roots, they never get to the roots, they stick to
[01:29:39.650 --> 01:29:47.490]  the soil surface. So Dr. Lane was seeing a benefit to adding compost extract to the soil versus
[01:29:47.490 --> 01:29:53.250]  compost tea because the compost extract, you're dislodging organisms into water, and then those
[01:29:53.250 --> 01:29:58.770]  organisms will travel as far as the water does. And so you actually get to the desired result
[01:29:58.770 --> 01:30:05.490]  quicker using a compost extract versus a compost tea. Now the downside of the compost extract is
[01:30:05.490 --> 01:30:12.610]  you use more compost. But the upside is there's almost no volatility. There's almost no detriment
[01:30:12.610 --> 01:30:17.730]  that could come with it as long as your compost doesn't have detrimental aspects to it. And so
[01:30:17.730 --> 01:30:21.970]  at the small scale, you can brew some compost tea. But as we started to get bigger and bigger and
[01:30:21.970 --> 01:30:28.210]  bigger, we ran into remarkable obstacles at scale. I don't necessarily say this publicly because then
[01:30:28.210 --> 01:30:33.490]  I get nasty emails and things from people that manufacture tea equipment. But the larger the
[01:30:33.490 --> 01:30:39.090]  tank you go, the worse it gets. The last thing that you want, in my opinion, is a 500,000 gallon
[01:30:39.090 --> 01:30:44.530]  tea brew. And I apologize to the people, but that's the math of it. And so there's a lot of
[01:30:44.530 --> 01:30:48.370]  obstacles to brewing tea because you're trying to do it on a timeline. Like you're trying to
[01:30:50.050 --> 01:30:54.690]  you're trying to reproduce rabbits on a perfect time scale that fits into the commercial space.
[01:30:54.690 --> 01:31:00.210]  And it doesn't work. It doesn't work. And so if you start a tea brew that has a 24-hour life cycle,
[01:31:00.210 --> 01:31:05.810]  and you come in next morning, but then you discover an irrigation leak and you get occupied
[01:31:05.810 --> 01:31:10.530]  for four hours. Well, now that tea that may have would have been healthy is now full of disease and
[01:31:10.530 --> 01:31:17.250]  problematic. And then you put that onto your plants. So there's a lot of issues with tea at scale.
[01:31:18.290 --> 01:31:23.650]  Compost extract is far lower volatility. Again, we start moving up in scale. We're not working
[01:31:23.650 --> 01:31:28.690]  with technically trained people. We're working with agricultural employees sometimes. And so
[01:31:29.570 --> 01:31:36.290]  it's far easier to explain to a non-trained employee how to do a compost extract.
[01:31:36.290 --> 01:31:40.370]  I thought the fascinating part that you guys discovered was how the difference in high
[01:31:40.370 --> 01:31:43.650]  elevation and low elevation, lack of oxygen and those kind of things.
[01:31:43.650 --> 01:31:48.210]  Total nightmare. Yeah, it's a total nightmare. And that, you know, like I said, 2015, 2016,
[01:31:48.210 --> 01:31:53.490]  that was really the first jobs we got was teaching people how to brew tea because that's really all
[01:31:53.490 --> 01:31:57.090]  they knew from Dr. Lane. They knew that we were involved with Dr. Lane. They wanted to get in.
[01:31:57.090 --> 01:32:03.970]  And so now what my wife and I do is, you know, we show up with a couple of 55 gallon drums and a
[01:32:03.970 --> 01:32:10.930]  pump and a sump pump and 130 foot hose. And I mean, you know, the wife and I can apply compost
[01:32:10.930 --> 01:32:17.650]  extract to 30,000 square feet in a workday. Yeah. We just we just and it's and it's no volatility.
[01:32:17.650 --> 01:32:23.410]  It cleans out. You can rinse out the thing because what we also started working running into is you
[01:32:23.410 --> 01:32:28.130]  run into OSHA now, if you're trying to do a regulated facility, you got an OSHA person making
[01:32:28.130 --> 01:32:34.210]  sure you conform. You cannot have an employee climb up on a ladder to get into a 250 gallon
[01:32:34.210 --> 01:32:38.930]  tank in a regulated facility. And it's just not going to fly. And so now you've got to build a
[01:32:38.930 --> 01:32:43.810]  platform and it just you're multiplying problems to do something that we don't necessarily advocate.
[01:32:43.810 --> 01:32:52.050]  And, you know, for for Sarah and I, the real like profound aha moment that will by far go down
[01:32:52.050 --> 01:32:56.690]  is one of the most profound experiences I've had in any workplaces. We were trying to brew
[01:32:56.690 --> 01:33:02.610]  tea at a facility that hired us to treat two that were about 15 miles apart. And we were racing back
[01:33:02.610 --> 01:33:09.170]  and forth to set tea brews at both facilities. And we came to the one facility, it was getting dark,
[01:33:09.170 --> 01:33:14.210]  it was outside, we were running out of time. And at that time, we were using like 200, 300 gallon
[01:33:14.210 --> 01:33:19.250]  tanks. We'd put compost tea bags in there. We'd aerate it for 20, 30 minutes, we'd swap them out.
[01:33:19.250 --> 01:33:24.130]  We do that a couple times until we hit the targeted values. And we just didn't have enough
[01:33:24.130 --> 01:33:29.730]  time to do that. And so Sarah was like, well, I'll just hand extract the amount of compost into a
[01:33:29.730 --> 01:33:33.970]  five gallon bucket, we'll pour it into the top of the tea brewer and top it off and go home and get
[01:33:33.970 --> 01:33:41.730]  dinner. And the funny part about it was she did it faster than me. And she got better extraction
[01:33:41.730 --> 01:33:47.890]  rates because the hand extraction rate was more efficient than the aerated in the 300 gallon tank.
[01:33:48.530 --> 01:33:55.250]  And that we haven't looked back since people don't want to hear it. They're not impressed by that we
[01:33:55.250 --> 01:34:01.090]  there's a lot of jobs that don't hire us because they want these wizardy tea brewers. But, you know,
[01:34:01.090 --> 01:34:05.330]  proofs in the pudding, we haven't turned back since, you know, and it's far easier for me to
[01:34:05.330 --> 01:34:10.850]  show up to a facility with two blue barrels, blessed out the extract, wash it out, turn it
[01:34:10.850 --> 01:34:16.610]  upside down and get in. And, you know, that's, you know, previously, I used to advocate like 55
[01:34:16.610 --> 01:34:20.610]  gallon brewers and we were using these stainless steel ones and we'd have our facilities get them.
[01:34:20.610 --> 01:34:26.690]  Yeah, I'm a big guy that you remember when it fell on the employee. Yeah. So that tank fell on one of
[01:34:26.690 --> 01:34:32.690]  the employees because she saw me and I, I would always try to be really careful to not fill it up
[01:34:32.690 --> 01:34:37.890]  with water and move it. But I screwed up and I needed it to go like 30 feet to the left. And I'd
[01:34:37.890 --> 01:34:43.090]  already filled it up and I was just kind of end of day tired, stressed. And so I picked I was kind of
[01:34:43.090 --> 01:34:48.850]  dragging this tank down this concrete thing to the next row. Well, the non-English speaking
[01:34:48.850 --> 01:34:53.650]  agricultural employee that had to execute that task after I left did that same thing. And she
[01:34:53.650 --> 01:34:59.570]  pulled a 55 gallon stainless steel brewer on top of her. And that was the end of that game. I was,
[01:34:59.570 --> 01:35:05.970]  I was like, that's not going down at all. And so, you know, a lot of these workplace scenarios of
[01:35:05.970 --> 01:35:10.370]  practicality, like I think that's where Eric and I really are very similar in that we always want
[01:35:10.370 --> 01:35:15.730]  to find the most practical, low cost, easy solution. And, you know, people that make and
[01:35:15.730 --> 01:35:19.650]  sell brewers don't want to hear it. People that want to buy brewers don't want to hear it, but
[01:35:19.650 --> 01:35:25.730]  I'm telling you, we get remarkable results using small barrels. And most employees want to clock
[01:35:25.730 --> 01:35:31.570]  in and clock out. It's, you know, as much as everybody wants to be in cannabis and wants that
[01:35:31.570 --> 01:35:37.970]  job in it or whatever, a lot of people turn it into the clock in and clock out. And if you don't
[01:35:37.970 --> 01:35:46.050]  make it easy and somewhat desirable, it just becomes, you know, it becomes the next guy's job
[01:35:46.050 --> 01:35:51.090]  and the new guy, the next, and it just moves on. And so a lot of these jobs, you know, we're not
[01:35:51.090 --> 01:35:56.210]  saying everything's easy, there's work involved, but you have to make it safe, first of all. And
[01:35:56.210 --> 01:36:01.250]  if it's not safe, that's an issue. And secondly, if it's not something that people are like feeling
[01:36:01.250 --> 01:36:07.010]  passionate about, it drives down morale. Because you're working with a big team of people and
[01:36:07.010 --> 01:36:13.090]  all it takes is one, you know, seedling or one, you know, cell to start to have that,
[01:36:14.530 --> 01:36:18.850]  you know, uninspired attitude and it drags the whole bunch down. And a lot of these corporate
[01:36:18.850 --> 01:36:23.250]  facilities don't give a fuck about, you know, they're not there to make friends. So I mean,
[01:36:23.250 --> 01:36:27.010]  you can, they see that shit and you're gone quick. So I mean, at the end of the day,
[01:36:28.130 --> 01:36:33.170]  you know, making these facilities smooth and enticing for employees is important because
[01:36:33.170 --> 01:36:38.050]  again, once you start getting to that clock in, clock out, passion drives down and we're not
[01:36:38.050 --> 01:36:43.410]  actually leveling up at that point. Well, what kind of evolved us to the barrels is we were
[01:36:43.410 --> 01:36:49.410]  working on a large ag project. We don't just do cannabis, we do anything. And we did a farm that
[01:36:49.410 --> 01:36:57.170]  was 6,000 acres of corn and soy. And we had like six 250 gallon tea brewers that were in IBC totes,
[01:36:58.130 --> 01:37:01.570]  which kind of solves the problem at scale, but I have objections to as well. But nonetheless,
[01:37:01.650 --> 01:37:07.170]  we were running those. And so Sarah and I developed the SOP and determine how many minutes,
[01:37:07.170 --> 01:37:12.530]  how much compost, how much time, what process yields the appropriate result. And then we turn
[01:37:12.530 --> 01:37:17.970]  that over to employees. And as soon as the employees take over that job, we start having
[01:37:17.970 --> 01:37:22.770]  problems with the numbers on the extract. We start getting undesirable aspects to it. The quality
[01:37:22.770 --> 01:37:27.250]  goes down because they're not able to clean it. They're not super motivated to climb in that thing
[01:37:27.250 --> 01:37:31.650]  and scrub it like we do. So you start to lose repeatability. And so that's really where the
[01:37:31.650 --> 01:37:38.370]  55 gallon barrel excels is that it's small, it's compact, it's consistent. It keeps it even,
[01:37:38.370 --> 01:37:43.970]  it keeps it in small enough batches to go from space to space to space. And it's repeatable and
[01:37:43.970 --> 01:37:49.170]  it's easy to clean out. And we see this in other areas like Frenchie Cannoli doesn't make hash in
[01:37:49.170 --> 01:37:55.250]  a 400 gallon barrel. He makes it in the same damn size that the little washing machines are because
[01:37:55.250 --> 01:38:00.770]  you get better extraction rates and you get more consistency. And so we just tried to replicate
[01:38:00.770 --> 01:38:06.850]  that model. And like Eric says, is produce a standard operating procedure that's not painful
[01:38:06.850 --> 01:38:13.170]  to an employee that doesn't add undue process or headache or reasons to get yelled at or
[01:38:13.970 --> 01:38:19.410]  any of that thing. And the 55 gallon drum solves all those problems. It keeps the extract into a
[01:38:19.410 --> 01:38:25.570]  small container so you don't magnify variation. You get really consistent dispensing of organisms
[01:38:25.570 --> 01:38:30.370]  across the property from corner to corner. And most employees can rinse it out with a hose and
[01:38:30.370 --> 01:38:37.010]  turn it upside down and clean it properly, which is the actual goal. And that is one of the major
[01:38:37.010 --> 01:38:42.290]  components that's missing from the commercially produced tea brewers that is becoming very
[01:38:42.290 --> 01:38:47.570]  apparent in the regulated market. And we've worked with some facilities in Vegas, which has a
[01:38:47.570 --> 01:38:54.930]  remarkably difficult microbial things to navigate. And we tracked several facilities over the course
[01:38:54.930 --> 01:39:01.890]  of a year and saw microbial issues popping up with certain types of tea brewers in process. And again,
[01:39:02.690 --> 01:39:08.770]  you know, we moved away from a lot of types of equipment and, you know, as unsexy it is and as
[01:39:08.770 --> 01:39:14.130]  disappointing as it is, we by far get the best results using a couple of blue barrels and a
[01:39:14.130 --> 01:39:21.090]  hundred dollar pump from Home Depot. Yeah. Like if you if you listen to Dr. Ingham, so much of
[01:39:21.090 --> 01:39:26.610]  compost tea was really designed to do the glue binding was to bind the particles so that you
[01:39:26.610 --> 01:39:34.370]  start to have the ability to take soil that had inadequate tilth and increase it. And we started
[01:39:34.370 --> 01:39:39.890]  using it as these inoculants. And the thing was that as you start to learn, you're not qualified
[01:39:39.890 --> 01:39:44.370]  on the microscope. So you have no idea what you're brewing and you end up seeing pathogenic
[01:39:44.370 --> 01:39:51.090]  problems resulting from your work because you're kind of using voodoo science. And I think the
[01:39:51.090 --> 01:39:56.290]  compost extract is excellent because it's you're able to take what you want to take and put it in.
[01:39:56.290 --> 01:40:03.250]  But I think the compost tea designed for, you know, building ground that isn't ready for cultivation
[01:40:03.250 --> 01:40:08.530]  and preparing it, laying the cover crops in, binding the soil, gluing it together. I think
[01:40:08.530 --> 01:40:15.250]  that's the purpose of it more than the way we use it. Sure. Because I was I was a brewer, too. And
[01:40:15.250 --> 01:40:20.530]  I got to a size in brew tank where I was probably like 250. But it got to the size where it was.
[01:40:20.530 --> 01:40:25.650]  I got to climb up in the damn thing to clean it. It becomes a nightmare. You can't flip it. It
[01:40:25.650 --> 01:40:31.970]  starts to become too big to service. Yeah. And I didn't want to centralize monster tank to feed
[01:40:31.970 --> 01:40:35.970]  through because I'm like, you start leaving residue in the lines. You're starting to have
[01:40:35.970 --> 01:40:41.970]  pathogenic contamination because it has to be clean. And you start to realize you're doing the
[01:40:41.970 --> 01:40:45.410]  same thing. You're starting in a closet and you're trying to multiply it out to acreage.
[01:40:46.210 --> 01:40:52.930]  Yeah. And yeah. And also, too, it's it you know, what we do now is also a, you know,
[01:40:52.930 --> 01:40:58.770]  millions of square feet of evolution. And compost tea is a remarkably powerful tool.
[01:40:58.770 --> 01:41:03.810]  You know, one of our counterparts, Nick Tomasini, goes by Humankind Organ. He uses a lot of compost
[01:41:03.810 --> 01:41:09.650]  tea. And, you know, if you properly brew tea and you get it onto the plants, I mean, next morning,
[01:41:09.650 --> 01:41:14.850]  there's a new branch. It's some wild. I mean, if you do it right and you hit the numbers that Dr.
[01:41:14.850 --> 01:41:21.970]  Lane defines, it's pure witchcraft. But a lot of times the compost tea is a fourth quarter decision,
[01:41:21.970 --> 01:41:27.090]  not the way Nick uses it, but like to combat disease or whatever. So you're throwing a hail
[01:41:27.090 --> 01:41:31.010]  Mary at fourth quarter. And, you know, what my wife and I have done have gone was like,
[01:41:31.010 --> 01:41:35.730]  how do we circle back to the very beginning to circumvent problems, to not need a fourth
[01:41:35.730 --> 01:41:42.450]  quarter decision? And that strategy is getting back to a compost extract, starting at the beginning,
[01:41:42.450 --> 01:41:47.890]  starting with organisms that are distributed evenly from corner to corner, start with a tank
[01:41:47.890 --> 01:41:53.330]  that doesn't also bring disease and then monitor that process effectively and appropriately. So,
[01:41:53.970 --> 01:41:59.410]  you know, you can't you can avoid or excuse me, you can take a compost tea and you can knock out
[01:41:59.410 --> 01:42:04.050]  powdery mildew. We've done it before. We used to do it back in the earlier years, but it was just,
[01:42:04.050 --> 01:42:08.290]  it was too complicated as a business strategy. So we stopped doing it, but you can come up to
[01:42:08.290 --> 01:42:13.970]  a facility and stop a whole bunch of nightmares with a really good tea. But we can also go back
[01:42:13.970 --> 01:42:20.290]  to propagation, start fresh, start with a good extract, use the microscope to quantify your
