[00:03.840 --> 00:31.220]  Welcome back, podcast world!
[02:04:54.460 --> 02:04:58.420]  single episode of the podcast right there on the YouTube channel.
[02:04:58.420 --> 02:05:02.420]  Big thanks to everybody who has subscribed and left comments on the YouTube channel.
[02:05:02.420 --> 02:05:04.180]  I appreciate your love and support.
[02:05:04.180 --> 02:05:08.060]  I want to thank everybody once again for listening to a rambly podcast.
[02:05:08.060 --> 02:05:10.740]  I will be back in a few days with a fresh new episode.
[02:05:10.740 --> 02:05:14.100]  I want to give a huge shout out to my friend Mama Bear Dabs.
[02:05:14.100 --> 02:05:17.100]  Until next time, take a fat dab and give your mama a hug for me.
[02:05:19.260 --> 02:05:22.780]  All right, Podcast World, that concludes a long series of grow lessons.
[02:05:22.780 --> 02:05:25.500]  I want to thank everybody for listening to the grow lessons.
[02:05:25.500 --> 02:05:28.260]  I want to thank you again for listening to the repost episodes.
[02:05:28.260 --> 02:05:31.060]  I really hope you learned a lot from this grow series.
[02:05:31.060 --> 02:05:34.420]  I hope you gained some confidence and I also hope you're going to have more fun in your
[02:05:34.420 --> 02:05:38.220]  grow with the knowledge and confidence you have gained.
[02:05:38.220 --> 02:05:42.820]  If you feel like this episode or this grow series was educational, informative or entertaining
[02:05:42.820 --> 02:05:46.980]  and you would like to make a financial contribution to the podcast, I would greatly appreciate
[02:05:46.980 --> 02:05:47.980]  your support.
[02:05:47.980 --> 02:05:53.820]  You can support the show by going to patreon.com slash grow from your heart and all of the
[02:05:53.820 --> 02:05:58.060]  information you need to become a patron will be right there on the screen.
[02:05:58.060 --> 02:06:02.100]  Once again, that's patreon.com slash grow from your heart.
[02:06:02.100 --> 02:06:06.060]  Again, all of the information you need will be right there on the screen and I do appreciate
[02:06:06.060 --> 02:06:08.420]  all of the support of my Patreon contributors.
[02:06:08.420 --> 02:06:12.740]  All right, you guys, I'll be back in just a couple of days with fresh new content.
[02:06:12.740 --> 02:06:14.380]  I'm going to get back into the emails.
[02:06:14.380 --> 02:06:16.300]  I've got some great content put together.
[02:06:16.300 --> 02:06:20.100]  If you've got a question, if you've got a grow question, a cannabis industry question,
[02:06:20.100 --> 02:06:24.180]  a cannabis culture question, I would love to get that question on the podcast and answer
[02:06:24.180 --> 02:06:26.380]  that for you right here on the show.
[02:06:26.380 --> 02:06:29.340]  You can get that question to me by sending it to me via email.
[02:06:29.340 --> 02:06:35.740]  My email address is growfromyourheartathotmail.com and I do look forward to hearing from you.
[02:06:35.740 --> 02:06:37.580]  Ladies and gentlemen, that's all I've got for this episode.
[02:06:37.580 --> 02:06:41.340]  I want to say thank you once again for listening to the long series of grow lessons.
[02:06:41.340 --> 02:06:42.980]  I'll catch up with you guys in just a few days.
[02:06:42.980 --> 02:06:46.140]  I want to give a huge shout out to my friend, Love for the Plant.
[02:06:46.180 --> 02:06:49.300]  Until next time, take a fat dab and give your mom a hug for me.
[02:06:50.620 --> 02:06:56.780]  This is Doug Benson and you're listening to the Grow From Your Heart podcast.
[02:06:59.700 --> 02:07:01.060]  Welcome back, Cannabis World.
[02:07:01.060 --> 02:07:04.660]  It is time for episode 395 of the Grow From Your Heart podcast.
[02:07:04.860 --> 02:07:07.500]  This episode is brought to you by Oregon Elite Seeds.
[02:07:07.500 --> 02:07:08.820]  That's right, Oregon Elite Seeds.
[02:07:08.820 --> 02:07:13.540]  If you need new seeds for your garden, I highly recommend Oregon Elite Seeds and you can find
[02:07:13.580 --> 02:07:18.580]  them at www.oregoneliteseeds.com.
[02:07:18.580 --> 02:07:22.300]  You know I like to start the podcast off by letting you know what I'm smoking.
[02:07:22.300 --> 02:07:25.580]  Today, I've been taking dabs of Gelato Cake Batter.
[02:07:25.580 --> 02:07:27.820]  This is from our friends at Apothecary Farms.
[02:07:27.820 --> 02:07:34.340]  The label says it is 62.2% THC and 73.4% total cannabinoids.
[02:07:34.340 --> 02:07:36.340]  This stuff tastes delicious.
[02:07:36.340 --> 02:07:39.220]  It has a really unique, funky aroma.
[02:07:39.220 --> 02:07:41.340]  I can't find the right words to describe it.
[02:07:41.500 --> 02:07:47.740]  It is gross, it is funky, and it is sweet, spicy, and sour, and delicious all at the same time.
[02:07:47.740 --> 02:07:50.900]  I really can't get enough of the Gelato Cake Batter.
[02:07:50.900 --> 02:07:52.420]  The aroma is remarkable.
[02:07:52.420 --> 02:07:54.020]  The flavor is incredible.
[02:07:54.020 --> 02:07:55.700]  And the buzz is beautiful.
[02:07:55.700 --> 02:07:59.580]  It's got me nice and high and it's got my eyes kind of droopy and I've got the best
[02:07:59.580 --> 02:08:00.900]  cotton mouth right now.
[02:08:00.900 --> 02:08:01.900]  It is delicious.
[02:08:01.900 --> 02:08:05.580]  So, big shout out to all of my friends at Apothecary Farms.
[02:08:05.580 --> 02:08:08.420]  Thank you for the great Gelato Cake Batter.
[02:08:08.420 --> 02:08:10.260]  All right, Podcast World.
[02:08:10.300 --> 02:08:15.020]  If you have been following along, you know that I've been doing a long series of grow lessons.
[02:08:15.020 --> 02:08:18.220]  In a previous episode, I mentioned that those lessons were over.
[02:08:18.220 --> 02:08:19.980]  Well, I was wrong.
[02:08:19.980 --> 02:08:25.380]  Since that time, I realized I left out a very crucial part of our grow experience.
[02:08:25.380 --> 02:08:28.700]  We started off by making a solid plan for our grow.
[02:08:28.700 --> 02:08:30.020]  We thought out our equipment.
[02:08:30.020 --> 02:08:31.900]  We thought out our space very well.
[02:08:31.900 --> 02:08:33.420]  We thought out our genetics.
[02:08:33.420 --> 02:08:36.780]  Hopefully, we successfully ran a full garden cycle.
[02:08:36.780 --> 02:08:37.780]  We have harvested.
[02:08:37.780 --> 02:08:40.020]  We have dried and cured that product.
[02:08:40.060 --> 02:08:42.260]  We've got some beautifully trimmed up buds.
[02:08:42.260 --> 02:08:43.980]  You know the one thing I left out?
[02:08:43.980 --> 02:08:45.460]  We never smoked this product.
[02:08:45.460 --> 02:08:49.460]  So, this episode is going to be the smoke that shit episode.
[02:08:49.460 --> 02:08:50.780]  We've ran a full garden.
[02:08:50.780 --> 02:08:54.260]  Let's reward ourselves and enjoy our finished product.
[02:08:54.260 --> 02:08:56.540]  There's really nothing like smoking your own product.
[02:08:56.540 --> 02:08:59.500]  Any flowers that you've grown, harvested, trimmed, you spent a bunch of time with it,
[02:08:59.500 --> 02:09:01.300]  you've really got some attachment to it.
[02:09:01.300 --> 02:09:05.980]  There's really a rewarding feeling that comes with smoking a crop that you grew.
[02:09:05.980 --> 02:09:07.260]  I've been growing for quite a while.
[02:09:07.260 --> 02:09:09.780]  I've grown many, many small personal crops.
[02:09:09.820 --> 02:09:12.580]  I have grown many large commercial crops.
[02:09:12.580 --> 02:09:15.660]  I have done a lot of pheno hunts of plants that I have bred.
[02:09:15.660 --> 02:09:17.500]  I have grown a lot of plants.
[02:09:17.500 --> 02:09:22.780]  It is still very exciting to me to get to try the first little batch of smoke from each
[02:09:22.780 --> 02:09:23.780]  crop that I grow.
[02:09:23.780 --> 02:09:27.620]  There's something very rewarding and very satisfying and very fun.
[02:09:27.620 --> 02:09:28.860]  It feels like a kid inside.
[02:09:28.860 --> 02:09:30.380]  It's like a kid on Christmas morning.
[02:09:30.380 --> 02:09:32.020]  I get to try my new thing.
[02:09:32.020 --> 02:09:33.020]  Let's see what it's like.
[02:09:33.020 --> 02:09:36.020]  I spent all this time with it, and I finally get to enjoy it.
[02:09:36.020 --> 02:09:40.060]  Every time I do it, especially something that I've just bred and it's his first run
[02:09:40.060 --> 02:09:41.060]  with it.
[02:09:41.060 --> 02:09:45.020]  I bred something, I made some seeds, I grew those seeds out, I pheno hunted those seeds,
[02:09:45.020 --> 02:09:47.220]  and now I finally have a finished product.
[02:09:47.220 --> 02:09:49.260]  That is real satisfaction to me.
[02:09:49.260 --> 02:09:51.380]  There's nothing like that feeling.
[02:09:51.380 --> 02:09:54.500]  This may be your first time getting to enjoy this experience.
[02:09:54.500 --> 02:09:56.900]  I want this to be a great experience for you.
[02:09:56.900 --> 02:10:00.900]  I want every harvest to be a wonderful experience for you.
[02:10:00.900 --> 02:10:05.500]  There's one thing that can really ruin your experience when it comes to testing your cannabis
[02:10:05.500 --> 02:10:06.940]  for the first time.
[02:10:06.940 --> 02:10:10.540]  The one thing that can really fuck it up is by being impatient.
[02:10:10.540 --> 02:10:15.060]  If you cut down your plants too early, they aren't going to be the quality you deserve.
[02:10:15.060 --> 02:10:19.580]  If you dried and cured your plants in a rushing manner, you are not going to get the quality
[02:10:19.580 --> 02:10:21.060]  that you deserve.
[02:10:21.060 --> 02:10:24.300]  So make sure those plants got to finish.
[02:10:24.300 --> 02:10:26.260]  Make sure your plants were flushed.
[02:10:26.260 --> 02:10:30.900]  Make sure they were harvested, dried, and cured and trimmed correctly.
[02:10:30.900 --> 02:10:36.020]  Let's not try to smoke our first crop too early and put a bad taste in our mouth, literally,
[02:10:36.020 --> 02:10:37.020]  about our new crop.
[02:10:37.020 --> 02:10:40.380]  You're going to take a bud, you're going to dry it fast, you're going to try to smoke
[02:10:40.380 --> 02:10:43.540]  it, it's going to taste like shit, and you're going to feel like shit about your whole crop.
[02:10:43.540 --> 02:10:45.620]  You're going to have just a bad feeling about it.
[02:10:45.620 --> 02:10:50.380]  You spent all this time, be patient, let each bud be ready before you smoke them.
[02:10:50.380 --> 02:10:54.900]  So the first thing we need to test before we get down to smoking this product is, is
[02:10:54.900 --> 02:10:55.900]  it ready?
[02:10:55.900 --> 02:10:56.900]  Is it dry enough?
[02:10:56.900 --> 02:11:01.260]  Are we going to get dried and cured this product properly before we go putting it in a grinder
[02:11:01.260 --> 02:11:03.860]  and try to roll it up or put it in a pipe?
[02:11:03.860 --> 02:11:09.540]  It is acceptable for cured herb to be kind of sticky and a little bit moist.
[02:11:09.540 --> 02:11:11.700]  That is the way a lot of people like it.
[02:11:11.700 --> 02:11:15.140]  You don't get a lot of that in the Colorado area because we have what is known as the
[02:11:15.140 --> 02:11:16.500]  Colorado crunch here.
[02:11:16.500 --> 02:11:21.300]  And I do plan to do a podcast all about the Colorado crunch in the future, but let's stay
[02:11:21.300 --> 02:11:22.300]  focused.
[02:11:22.300 --> 02:11:24.700]  Let's talk about your dried and cured herb before we smoke it.
[02:11:24.700 --> 02:11:25.860]  It may be a little spongy.
[02:11:25.860 --> 02:11:27.340]  It may be a little sticky.
[02:11:27.340 --> 02:11:30.100]  If you have cured it properly, that is okay.
[02:11:30.100 --> 02:11:34.620]  You may need to take a couple of nugs out of the jar and set them on the table for three,
[02:11:34.620 --> 02:11:38.620]  four, maybe five or six hours before you decide to smoke.
[02:11:38.620 --> 02:11:45.220]  It is not uncommon to see a connoisseur smoker pull out his jar of nugs, crack the lid, take
[02:11:45.220 --> 02:11:49.560]  out three or four nuggets, set them on the table, seal the jar up, put it back in his
[02:11:49.560 --> 02:11:53.900]  little stash spot, and then leave those nuggets on the table throughout the day.
[02:11:54.100 --> 02:11:56.460]  And that's what we smoke on as the day goes by.
[02:11:56.460 --> 02:12:00.580]  They may be a little bit damp as soon as we pull them out of the jar, but as the day goes
[02:12:00.580 --> 02:12:05.780]  on, they're going to dry out perfectly to roll a fat joint and pack a couple of bowls.
[02:12:05.780 --> 02:12:12.740]  So make sure your herb is cured and dry enough to burn properly so you don't disappoint yourself
[02:12:12.740 --> 02:12:15.080]  with your first experience.
[02:12:15.080 --> 02:12:19.340]  Now if you're confident that your buds are dried and cured and ready for consumption,
[02:12:19.340 --> 02:12:23.620]  let's talk about taking that first taste test of our new crop.
[02:12:23.620 --> 02:12:28.220]  For me, testing a new product is sort of a combination between a science experiment
[02:12:28.220 --> 02:12:29.540]  and a ritual.
[02:12:29.540 --> 02:12:31.580]  I like to be in my environment.
[02:12:31.580 --> 02:12:33.460]  I like to use my equipment.
[02:12:33.460 --> 02:12:35.060]  I like to know what to expect.
[02:12:35.060 --> 02:12:36.960]  I like to take away variables.
[02:12:36.960 --> 02:12:40.620]  That way I can see what the actual product is telling me.
[02:12:40.620 --> 02:12:45.340]  Now I know that may sound weird to some people, but a lot of stoners are very ritualistic.
[02:12:45.340 --> 02:12:48.100]  And by ritualistic, I don't mean some fancy ceremony.
[02:12:48.100 --> 02:12:50.380]  I just mean I like to be in a certain place.
[02:12:50.380 --> 02:12:51.620]  I like to be right here.
[02:12:51.620 --> 02:12:53.580]  This is my comfortable smoking place.
[02:12:53.580 --> 02:12:57.420]  If you gave me a new concentrate, if you gave me some flour and you said, hey, I want
[02:12:57.420 --> 02:13:03.300]  you to judge this or rate this, this would be the best place for me to conduct that experiment
[02:13:03.300 --> 02:13:05.700]  so that I could give you a proper review.
[02:13:05.700 --> 02:13:06.940]  This is where I'm comfortable.
[02:13:06.940 --> 02:13:08.180]  I know that the door is locked.
[02:13:08.180 --> 02:13:09.780]  I know I can consume safely here.
[02:13:09.780 --> 02:13:11.520]  I know that nobody can bother me here.
[02:13:11.520 --> 02:13:13.280]  I can control the environment here.
[02:13:13.280 --> 02:13:14.940]  I can control the music here.
[02:13:14.940 --> 02:13:18.940]  This is a great place for myself to consume any type of cannabis product.
[02:13:18.940 --> 02:13:19.940]  I'm comfortable here.
[02:13:19.940 --> 02:13:20.940]  Nothing could go wrong.
[02:13:20.940 --> 02:13:21.940]  There's a couch over there.
[02:13:21.940 --> 02:13:23.180]  There's a bed about 50 feet away.
[02:13:23.780 --> 02:13:24.780]  There's snacks in the fridge.
[02:13:24.780 --> 02:13:25.780]  I'm set up here.
[02:13:25.780 --> 02:13:26.780]  I'm really comfortable.
[02:13:26.780 --> 02:13:27.780]  Also, I've got my little chair.
[02:13:27.780 --> 02:13:28.780]  This is my zone.
[02:13:28.780 --> 02:13:29.780]  I got my drinks right here in front of me.
[02:13:29.780 --> 02:13:31.980]  I got the computer so I could browse the internet.
[02:13:31.980 --> 02:13:35.260]  I've got my next step in this talk is my equipment.
[02:13:35.260 --> 02:13:38.500]  I've got all my favorite smoking equipment just to the right of me.
[02:13:38.500 --> 02:13:39.900]  My favorite pipe is here.
[02:13:39.900 --> 02:13:41.300]  My favorite dab rig is here.
[02:13:41.300 --> 02:13:45.980]  All my tools to keep those things in proper smoking condition, they're all right here.
[02:13:45.980 --> 02:13:48.780]  So part of the ritual is being in the right place.
[02:13:48.780 --> 02:13:50.340]  You've probably got that little place.
[02:13:50.340 --> 02:13:51.420]  It's your little chair.
[02:13:51.420 --> 02:13:53.160]  It's that little spot on your bed.
[02:13:53.160 --> 02:13:56.240]  Everybody's got that one little cozy spot where they want to chill and smoke.
[02:13:56.240 --> 02:13:58.160]  So get in your little cozy place.
[02:13:58.160 --> 02:13:59.160]  Get comfy.
[02:13:59.160 --> 02:14:00.160]  Put on the music that you like.
[02:14:00.160 --> 02:14:01.760]  Get the air the way you like it.
[02:14:01.760 --> 02:14:02.960]  Be in your right place.
[02:14:02.960 --> 02:14:04.980]  Also, get your favorite piece.
[02:14:04.980 --> 02:14:06.640]  Maybe you've got that favorite bong.
[02:14:06.640 --> 02:14:08.320]  Maybe you've got that favorite dab rig.
[02:14:08.320 --> 02:14:10.160]  Maybe you've got that favorite pipe.
[02:14:10.160 --> 02:14:11.400]  Find your favorite piece.
[02:14:11.400 --> 02:14:13.240]  Be in your comfort zone.
[02:14:13.240 --> 02:14:17.880]  Also, maybe there are certain people you do or don't like to smoke around.
[02:14:17.880 --> 02:14:21.920]  Do you want to smoke your crop for the first time by yourself or do you want to make it
[02:14:21.920 --> 02:14:25.640]  fun and bring your friends along and be like, bro, check out what I smoked.
[02:14:25.640 --> 02:14:27.480]  Let's try it together for the first time.
[02:14:27.480 --> 02:14:29.600]  It's always fun to have your friends around.
[02:14:29.600 --> 02:14:31.640]  Also, that puts you on the spot.
[02:14:31.640 --> 02:14:35.240]  Maybe you smoke it and it tastes like you just stuck your tongue in a light socket and
[02:14:35.240 --> 02:14:38.120]  everyone's going to get to smoke that with you and experience it.
[02:14:38.120 --> 02:14:39.120]  That's a learning experience.
[02:14:39.120 --> 02:14:40.320]  Just be honest.
[02:14:40.320 --> 02:14:41.700]  Go ahead and share it with your friends.
[02:14:41.700 --> 02:14:42.700]  See what everybody thinks.
[02:14:42.700 --> 02:14:46.000]  We're going to talk more about that reaction in just a minute.
[02:14:46.000 --> 02:14:50.000]  Another thing that is really fun to involve your friends in is if you do a pheno hunt.
[02:14:50.120 --> 02:14:54.480]  If you grew five seeds, you've probably got five different phenotypes or maybe two or
[02:14:54.480 --> 02:14:57.940]  three different phenotypes to select from out of those five.
[02:14:57.940 --> 02:15:02.240]  It's always fun to load up five bowls or roll five joints and label them somehow right on
[02:15:02.240 --> 02:15:03.240]  the end of the filter.
[02:15:03.240 --> 02:15:06.820]  Write number one, number two, or just remember and then smoke them with your friends and
[02:15:06.820 --> 02:15:10.920]  see if you guys like plant number one, plant number two, plant number three better.
[02:15:10.920 --> 02:15:14.700]  See if different people in the room like number one or number three better.
[02:15:14.700 --> 02:15:18.320]  Maybe everybody in the room says, bro, number five was amazing.
[02:15:18.320 --> 02:15:22.200]  It's always fun to bring your friends around to consume with you to see what you have just
[02:15:22.200 --> 02:15:23.200]  done.
[02:15:23.200 --> 02:15:25.600]  Do you want your first try, your ritual?
[02:15:25.600 --> 02:15:29.360]  Do you want that to happen with friends around or do you want that to be a little isolated
[02:15:29.360 --> 02:15:30.360]  situation?
[02:15:30.360 --> 02:15:31.360]  I could go both ways.
[02:15:31.360 --> 02:15:35.300]  In my little comfort zone right here, there are two chairs right in front of me where
[02:15:35.300 --> 02:15:36.840]  Mike is always invited.
[02:15:36.840 --> 02:15:38.400]  Kevin likes to take this spot right here.
[02:15:38.400 --> 02:15:40.240]  There are several other folks that come over and smoke.
[02:15:40.240 --> 02:15:41.520]  They're always invited.
[02:15:41.520 --> 02:15:42.520]  That's always fun to me.
[02:15:42.520 --> 02:15:44.800]  I've got a couple other chairs we can pull out if it gets crowded.
[02:15:44.800 --> 02:15:46.120]  I like to smoke with friends.
[02:15:46.120 --> 02:15:48.560]  I don't know if you want to smoke your first crop with friends.
[02:15:48.560 --> 02:15:49.560]  You may be timid.
[02:15:49.560 --> 02:15:50.560]  You may be shy.
[02:15:50.560 --> 02:15:52.840]  That may not be your thing, but think about that.
[02:15:52.840 --> 02:15:55.080]  Do you want some friends around?
[02:15:55.080 --> 02:15:59.280]  Another thing I recommend when you come to sampling your new product is make it your
[02:15:59.280 --> 02:16:02.220]  first smoke of the day.
[02:16:02.220 --> 02:16:03.840]  Don't smoke anything before that.
[02:16:03.840 --> 02:16:05.380]  Don't eat any edibles before that.
[02:16:05.380 --> 02:16:07.200]  Go in totally sober.
[02:16:07.200 --> 02:16:12.400]  Go in fresh so that you know exactly what your product has done to you.
[02:16:12.400 --> 02:16:13.640]  So let me back up a couple of steps.
[02:16:13.640 --> 02:16:14.840]  I've gotten ahead of myself.
[02:16:14.840 --> 02:16:17.600]  Let's start off by grinding up our product.
[02:16:17.600 --> 02:16:21.640]  Once you are in your comfortable spot with your people, with your music plan, with a
[02:16:21.640 --> 02:16:26.200]  drink on hand, and you're ready to rock, the first couple of things to consuming your new
[02:16:26.200 --> 02:16:28.740]  flowers are a visual inspection.
[02:16:28.740 --> 02:16:29.880]  Let's take a look at it.
[02:16:29.880 --> 02:16:31.120]  Let's look and see what we've done.
[02:16:31.120 --> 02:16:33.440]  Let's enjoy the beauty of this product.
[02:16:33.440 --> 02:16:34.960]  What colors do you see?
[02:16:34.960 --> 02:16:35.960]  Did you trim it well?
[02:16:35.960 --> 02:16:38.680]  Could you trim it better next time by looking at it?
[02:16:38.680 --> 02:16:39.920]  How do the trichomes look?
[02:16:39.920 --> 02:16:41.160]  Is that plant real frosty?
[02:16:41.160 --> 02:16:42.720]  Is it just kind of frosty?
[02:16:42.720 --> 02:16:43.840]  Give it a nice look.
[02:16:43.840 --> 02:16:44.840]  Enjoy it.
[02:16:44.840 --> 02:16:45.840]  Smell it.
[02:16:45.840 --> 02:16:46.840]  Hold it up to your face.
[02:16:46.840 --> 02:16:47.840]  Give it a nice smell.
[02:16:47.840 --> 02:16:48.840]  Enjoy that.
[02:16:48.840 --> 02:16:49.840]  It is yours.
[02:16:49.840 --> 02:16:50.840]  You put a lot of work into it.
[02:16:50.840 --> 02:16:53.000]  I think the next step is to give it a little bit of a squeeze.
[02:16:53.000 --> 02:16:54.840]  Yeah, you may break it up a little bit.
[02:16:54.840 --> 02:16:55.840]  That's fine.
[02:16:55.840 --> 02:16:57.200]  We're about to put this in a grinder and smoke it.
[02:16:57.200 --> 02:16:59.760]  We can destroy this, but it is yours.
[02:16:59.760 --> 02:17:00.760]  Enjoy it.
[02:17:00.760 --> 02:17:02.320]  So I'd give it a little squeeze.
[02:17:02.320 --> 02:17:03.320]  How moist is it?
[02:17:03.320 --> 02:17:04.860]  Do you think it's ready to smoke?
[02:17:04.860 --> 02:17:05.860]  Is that ready?
[02:17:05.860 --> 02:17:07.760]  Are you going to embarrass yourself by trying to put that in the pipe?
[02:17:07.760 --> 02:17:10.240]  Do you really need just another day or two of curing that?
[02:17:10.240 --> 02:17:12.740]  Or does it need to sit on the table for a couple of hours?
[02:17:12.740 --> 02:17:13.740]  Is it ready?
[02:17:13.740 --> 02:17:16.220]  It's your last chance before you grind it up in front of your friends.
[02:17:16.220 --> 02:17:17.220]  So make sure.
[02:17:17.220 --> 02:17:18.220]  How does it feel in your hand?
[02:17:18.220 --> 02:17:19.220]  Is it real sticky?
[02:17:19.220 --> 02:17:22.860]  Now that you've played with it a little bit, smell the inside of the bud.
[02:17:22.860 --> 02:17:23.860]  Smell your fingers.
[02:17:23.860 --> 02:17:24.900]  How does that smell?
[02:17:24.900 --> 02:17:29.700]  Try to absorb and enjoy all of this stuff, especially if it's your first crop.
[02:17:29.700 --> 02:17:33.660]  And if this is like your thousandth crop, slow down for a minute.
[02:17:33.660 --> 02:17:35.140]  Stop and smell the flowers.
[02:17:35.140 --> 02:17:38.060]  This is one of the most rewarding parts of the entire process.
[02:17:38.060 --> 02:17:39.380]  We've done a lot of work.
[02:17:39.380 --> 02:17:40.980]  Let's enjoy this stuff.
[02:17:40.980 --> 02:17:43.300]  Let's not think too much about how much did we harvest?
[02:17:43.860 --> 02:17:44.860]  What does it weigh?
[02:17:44.860 --> 02:17:45.860]  What is it worth?
[02:17:45.860 --> 02:17:48.220]  Let's enjoy the actual flowers that we have grown.
[02:17:48.220 --> 02:17:52.980]  Let's enjoy the effort we made that turned into a consumable product that is beautiful,
[02:17:52.980 --> 02:17:59.020]  that has a great aroma to it, that is a work of art and nature and science all put together
[02:17:59.020 --> 02:18:00.220]  that you did.
[02:18:00.220 --> 02:18:01.220]  Take a moment.
[02:18:01.220 --> 02:18:02.220]  Enjoy that shit.
[02:18:02.220 --> 02:18:03.500]  So smell it.
[02:18:03.500 --> 02:18:04.500]  Break it up.
[02:18:04.500 --> 02:18:05.540]  Smell your fingers.
[02:18:05.540 --> 02:18:08.300]  Now it is time to put it in a grinder.
[02:18:08.300 --> 02:18:12.220]  When you put it in the grinder and give it a couple of turns, if that grinder is really
[02:18:12.220 --> 02:18:15.340]  hard to spin, your buds may be too wet.
[02:18:15.340 --> 02:18:18.980]  When you open up that grinder, if it's a little moist in there, you'll be able to tell at
[02:18:18.980 --> 02:18:20.020]  this point.
[02:18:20.020 --> 02:18:23.940]  If that one bud is a little bit too wet, you still need to let the rest of the buds dry
[02:18:23.940 --> 02:18:26.380]  and cure just a little bit longer.
[02:18:26.380 --> 02:18:27.380]  Don't worry.
[02:18:27.380 --> 02:18:30.580]  You can dry them a little bit more and you will be just fine.
[02:18:30.580 --> 02:18:34.180]  Now if you feel like the bud that you have ground up is ready to consume, let's talk
[02:18:34.180 --> 02:18:35.380]  about consuming it.
[02:18:35.380 --> 02:18:36.500]  How do you want to smoke it?
[02:18:36.500 --> 02:18:37.620]  What is your favorite way?
[02:18:37.620 --> 02:18:39.780]  I spoke earlier about your favorite piece.
[02:18:39.780 --> 02:18:40.780]  Are you going to roll a joint?
[02:18:40.780 --> 02:18:42.420]  Are you a joint kind of a person?
[02:18:42.420 --> 02:18:44.060]  Are you a bong kind of a person?
[02:18:44.060 --> 02:18:45.060]  Are you a pipe kind of a person?
[02:18:45.060 --> 02:18:46.900]  Are you going to throw it in the vaporizer?
[02:18:46.900 --> 02:18:48.220]  How do you want to do it?
[02:18:48.220 --> 02:18:49.220]  That is up to you.
[02:18:49.220 --> 02:18:51.580]  Please, please, you can do it however you want.
[02:18:51.580 --> 02:18:55.320]  It's your herb, but please for me, don't wrap it up in a blunt wrap.
[02:18:55.320 --> 02:18:58.460]  You just spent so much time growing the most delicious herb.
[02:18:58.460 --> 02:18:59.460]  You dried it and cured it.
[02:18:59.460 --> 02:19:01.580]  Why are you going to wrap it up in a paper bag?
[02:19:01.580 --> 02:19:05.980]  I am all about smoking a fat joint, but I do not appreciate smoking a blunt.
[02:19:05.980 --> 02:19:08.500]  If you're going to roll it up, get yourself some good papers.
[02:19:08.500 --> 02:19:13.380]  Get something like some raws, some elements, something quality, but please for this first
[02:19:13.380 --> 02:19:16.100]  test, please don't roll it up in a blunt.
[02:19:16.100 --> 02:19:19.260]  Since we're on this subject, if you're going to pack a bowl, clean your pipe.
[02:19:19.260 --> 02:19:20.500]  You've got some fresh herb.
[02:19:20.500 --> 02:19:21.900]  You've got your friends over.
[02:19:21.900 --> 02:19:25.900]  You want to impress yourself and your friends the best you can with this new herb, so clean
[02:19:25.900 --> 02:19:26.900]  your pipe.
[02:19:26.900 --> 02:19:31.080]  If you're smoking through the bong, dude, clean the bong and change the bong water.
[02:19:31.080 --> 02:19:34.580]  You wouldn't believe how many places I go to smoke a bong load and the water looks like
[02:19:34.580 --> 02:19:36.780]  muck and I will not smoke a bowl.
[02:19:36.780 --> 02:19:40.660]  Just change the bong water, clean your piece, and everybody will enjoy it much more and
[02:19:40.660 --> 02:19:42.920]  it will make your product taste much better.
[02:19:42.920 --> 02:19:46.740]  We're trying to impress everybody, you guys, so let's do the best we can to make your product
[02:19:46.740 --> 02:19:48.540]  taste the best that it can.
[02:19:48.540 --> 02:19:50.220]  All right, so you ground up your herb.
[02:19:50.220 --> 02:19:51.860]  You've got a fat joint rolled.
[02:19:51.860 --> 02:19:53.380]  You've got a bong load packed.
[02:19:53.380 --> 02:19:55.340]  You've got a pipe loaded.
[02:19:55.340 --> 02:19:56.840]  Maybe you filled up the vaporizer.
[02:19:56.840 --> 02:19:58.660]  Maybe you've got a volcano bag going on.
[02:19:58.660 --> 02:20:04.820]  However you decided to do it, now it is time to take our first puff of our freshly dried
[02:20:04.900 --> 02:20:07.100]  and cured cannabis crop.
[02:20:07.100 --> 02:20:10.380]  Like I said earlier, I recommend this being your first puff of the day.
[02:20:10.380 --> 02:20:14.040]  That way you know exactly what your herb does to you.
[02:20:14.040 --> 02:20:17.660]  We have now come to my favorite part of the entire process.
[02:20:17.660 --> 02:20:23.740]  It is now time to smoke the first sample of our newly harvested crop.
[02:20:23.740 --> 02:20:26.500]  So if you rolled up a joint, now's the time to spark it up.
[02:20:26.500 --> 02:20:29.900]  If you packed up a bowl, now's the time to start taking a couple of puffs.
[02:20:29.900 --> 02:20:34.060]  If you've got the vaporizer going, now's the time to start taking a couple of pulls.
[02:20:34.060 --> 02:20:37.500]  Take a couple of pulls, a couple of draws, a couple of tokes off your new product and
[02:20:37.500 --> 02:20:41.980]  sit back for a couple of seconds and let it sit in and see what it does to you.
[02:20:41.980 --> 02:20:45.660]  I don't know how much you consume, but depending on your consumption level, you should probably
[02:20:45.660 --> 02:20:49.540]  be able to take two, three, maybe four good draws of whatever you're smoking on.
[02:20:49.540 --> 02:20:51.660]  If you're smoking a joint, maybe two or three good draws.
[02:20:51.660 --> 02:20:55.260]  If you're smoking a bowl, maybe two or three, maybe three or four good puffs off of that.
