[00:00.000 --> 00:01.000]  Let's do it.
[01:08:04.480 --> 01:08:07.200]  from about a mile and a half away this fucking
[01:08:08.040 --> 01:08:11.200]  120 by 30 foot greenhouse. I think it is
[01:08:11.920 --> 01:08:18.760]  Illuminates this purple blue spectrum and if you don't know what it is, it is the craziest looking fucking thing ever, dude
[01:08:18.760 --> 01:08:21.600]  It was all lit up last night when I was out there. That's crazy
[01:08:21.600 --> 01:08:26.400]  I was just driving past but I was on I-25 and as you look over like what the fuck
[01:08:26.400 --> 01:08:33.560]  It looks like aliens are landing bro. That would be a cool thing to like fucking really fucking wreck her and take her out
[01:08:35.560 --> 01:08:40.760]  So just go to the greener side dispensary and buy yourself hey, there you go can recreational cannabis it's on there open
[01:08:40.760 --> 01:08:45.480]  I'm so like a lot. You can go out there around 7 7 30 and I
[01:08:46.000 --> 01:08:48.000]  Don't recommend that but yeah
[01:08:48.240 --> 01:08:52.400]  You could probably call them and ask him what time the UFO lights come on and tell him that you want to come check out
[01:08:52.920 --> 01:08:57.000]  And they'll probably tell you what time those turn off because I they change there, you know, there it's a greenhouse
[01:08:57.000 --> 01:09:02.720]  So the schedule is gonna change. They're just trying to do it to keep the plants come visit into flower early fun people
[01:09:02.720 --> 01:09:09.720]  There's tons of fun stuff to do here. We got a Frisbee Golf Park. Look out disc golf disc golf are any good?
[01:09:09.720 --> 01:09:13.720]  No, I've never played my I miss I miss why I went out there and got really high
[01:09:15.160 --> 01:09:20.400]  Yeah, it's pretty much the point chase the Frisbee and fucking smokes and balls and they were like dude if you just bring a couple
[01:09:20.400 --> 01:09:24.120]  Joints, I'm sure and I went out there and I was like I got joints and they're like nah, dude
[01:09:24.120 --> 01:09:27.120]  We don't we don't want your weed and I'm I don't blame you
[01:09:30.560 --> 01:09:32.560]  Yeah, definitely who were these guys
[01:09:33.680 --> 01:09:39.960]  Back in fucking Tennessee, I don't know Tennessee stoners. Yeah, sounds like everybody had better weed than you in, Tennessee
[01:09:40.400 --> 01:09:45.400]  Everybody had better weed than me in Tennessee. Welcome to shout out rowdy. Shout out to Loke
[01:09:46.400 --> 01:09:52.520]  And your shitty weed for years and years in Tennessee, yeah, there's like 50 guys in Tennessee going here
[01:09:52.520 --> 01:09:55.320]  You just give me a shout out. No, no, no. All right
[01:09:58.080 --> 01:09:59.760]  So that's that
[01:09:59.760 --> 01:10:02.320]  Did you take a dab or did I just take one of these stingy?
[01:10:02.320 --> 01:10:06.600]  I don't fucking know if there's some left here. That means I didn't share it. Yeah, there's a little left here
[01:10:06.600 --> 01:10:10.080]  Oh, I didn't even see you take one. Yeah, I took it dude. That's
[01:10:10.680 --> 01:10:12.680]  You
[01:10:12.920 --> 01:10:16.520]  Nothing took a dab because it's the divers clean I must have
[01:10:19.200 --> 01:10:23.720]  You sure didn't just like drop off my side of your computer like a hundred and thirty seven percent sure
[01:10:24.700 --> 01:10:29.360]  Which is that's all right. That's a big percent. Yeah, I don't know if that exists
[01:10:29.360 --> 01:10:34.080]  There's some accountant out there pulling his hair out right now going. Fuck you. You can't have 137 percent
[01:10:34.520 --> 01:10:40.360]  Then again, they don't come to the agriculture podcast for statistics they haven't seen how many grams per watt I pull
[01:10:42.160 --> 01:10:49.020]  Hey listen to the podcast and you'll you might grow yourself and find out oh, oh, yeah grams per watt
[01:10:49.020 --> 01:10:55.560]  I heard this girl say she can pull two plus pounds of Kong per thousand watt light. She was using a 4x8
[01:10:56.360 --> 01:10:59.840]  fucking botanic hair trays on tables like elevated
[01:11:00.840 --> 01:11:05.560]  With fucking lights every 5000 watt lights every five feet and rows of five lights
[01:11:06.760 --> 01:11:09.760]  Yeah, that's a lot of details for the chicks room, but she's claiming that you pull
[01:11:09.760 --> 01:11:14.200]  I and I'm not doubting her but she's saying that she pulls fucking two plus pounds of Kong per fucking cycle
[01:11:14.960 --> 01:11:17.960]  Just to be funny a lot of details would have been like address
[01:11:18.720 --> 01:11:26.480]  When she's gonna be there, you know, that's a fucking that's a fat pool if she's doing that props. Yeah, hey, but then again
[01:11:27.480 --> 01:11:29.320]  Coming from
[01:11:29.320 --> 01:11:34.200]  East and just watching videos the only place you can watch videos of that nature
[01:11:34.760 --> 01:11:37.700]  Forms and YouTube and stuff like that a lot of people
[01:11:38.520 --> 01:11:40.520]  sometimes
[01:11:40.800 --> 01:11:42.040]  Exaggerate
[01:11:42.040 --> 01:11:48.520]  And I'm not saying she is I've seen some pictures that may that may do her juice. Hey, I want to see pictures
[01:11:48.520 --> 01:11:53.560]  You may have just ice. I need to she needs to send me the dick pics. You mean of the dick plants?
[01:11:53.560 --> 01:11:59.760]  Not like actually some dick pics because this is the internet age and if you go on a podcast saying someone needs to send me some
[01:11:59.760 --> 01:12:00.720]  dick pics
[01:12:00.720 --> 01:12:04.360]  Within fucking 44 seconds of this being released. Your Twitter is gonna go
[01:12:04.880 --> 01:12:08.640]  And you're gonna get dick. Hey, you know what you'll ask followers
[01:12:08.640 --> 01:12:12.280]  You'll ask for support for your family with cancer and people will ignore you. Yes
[01:12:12.280 --> 01:12:17.200]  We're a dick pic on a podcast fucking everybody in America is gonna flash you a dick pic. Hey fast
[01:12:18.200 --> 01:12:21.040]  You let me ask for what I want to ask for. Okay
[01:12:22.040 --> 01:12:26.880]  As long as you fucking clearly give you I'm tweeting everything to you
[01:12:28.680 --> 01:12:32.600]  Man guys if you're checking out the agro culture podcast Twitter, please
[01:12:33.560 --> 01:12:38.460]  Yeah, refrain from the cock pic. Yeah refrain. I like pictures of fat buds
[01:12:39.160 --> 01:12:43.260]  I'll go home and I'll make my wife's a Twitter account and you can send her
[01:12:44.880 --> 01:12:46.880]  She likes the penis
[01:12:47.840 --> 01:12:53.320]  Pretty sure that's the first she likes the penis reference on the podcast. It is surprised it wasn't from Wade
[01:12:56.080 --> 01:13:00.360]  It's pretty dope task rock song hip-hops it gets going is it time to end the podcast?
[01:13:00.360 --> 01:13:02.000]  We've been going at for an hour 13 minutes
[01:13:02.000 --> 01:13:05.680]  Anything cool to say or podcast you wanted to hang out and do a random episode?
[01:13:05.680 --> 01:13:09.440]  So I wanted to fucking kind of roll with that. I don't know if we got enough random man. It feels random
[01:13:09.440 --> 01:13:14.240]  I feel like I fucked up a girl lesson people count on me and I'm super high. So well ask for details
[01:13:14.240 --> 01:13:16.560]  So what do we do after we you got the leaves bucked off?
[01:13:16.560 --> 01:13:18.280]  You throw them in a bucket and let them sit there for a couple days
[01:13:18.280 --> 01:13:21.000]  Crisp up and then after that you put them in a jar and start curing
[01:13:21.240 --> 01:13:25.680]  That's from there is curing and I don't know if I want to get into curing yet. That's yeah
[01:13:25.680 --> 01:13:28.560]  I want to talk about this when I'm not wrecked
[01:13:28.560 --> 01:13:32.480]  So I'm gonna write that down and fucking in two or three episodes from now. Guess what?
[01:13:32.480 --> 01:13:39.240]  We'll do hearing here some weed. That's right. I mean, that's a I know we went way out of order because we're only in veg
[01:13:39.240 --> 01:13:41.300]  And that actual lessons, but I was trimming weed tonight
[01:13:41.660 --> 01:13:46.580]  Crispy and a lot of people don't even know you know, I'm saying I they'd literally think you dry it and that's it
[01:13:46.860 --> 01:13:51.440]  Now it's got to get cured a little bit from now. I mean you could I understand that you could if you're sending it out
[01:13:51.440 --> 01:13:52.780]  Of town right?
[01:13:52.780 --> 01:13:55.900]  But if you're gonna smoke yourself or with your homies or use it for medical purposes
[01:13:55.900 --> 01:13:57.900]  We got a cure right now. You want to be proud of it?
[01:13:58.820 --> 01:14:04.740]  You know, holy crap that edible is bubbling up in my stomach and made me burp all kinds and it tastes like fucking weed and
[01:14:05.100 --> 01:14:07.100]  fucking peanut butter
[01:14:08.100 --> 01:14:12.620]  Yeah, let's in this podcast up while we're still all sane by the way
[01:14:12.620 --> 01:14:17.020]  I ate 350 milligrams of cannabis edibles and I'm okay, but I don't recommend that you do that
[01:14:17.020 --> 01:14:20.740]  I can't advocate that type of use of recommend this package says 50 milligrams
[01:14:20.980 --> 01:14:23.300]  I'm gonna say start with 25 or 50 milligrams
[01:14:24.180 --> 01:14:27.240]  Technical I dared you to do it. So it's the dare you had to do it
[01:14:27.240 --> 01:14:31.180]  I know I'm fucking them but I'd done it without your daring. Sure. I like to eat a lot of edibles
[01:14:31.340 --> 01:14:37.000]  This thing got me high good. It comes in waves. Is it worth $11?
[01:14:38.100 --> 01:14:40.100]  To me. Yes
[01:14:40.900 --> 01:14:45.740]  It depends. See that's hard to say because some people like their spending habits are different
[01:14:45.740 --> 01:14:49.500]  Yeah, like where you choose to put your money I could understand that I'm this is a weird rant
[01:14:49.500 --> 01:14:54.180]  But my mom will say everything is expensive. How much is it? It's two pennies. I'm so expensive
[01:14:54.180 --> 01:14:57.220]  I'm like isn't that she's from back in the day when that was a quarter of a penny
[01:14:57.260 --> 01:14:59.900]  So now it's a fucking she just sees it. Oh my god
[01:14:59.900 --> 01:15:03.760]  So yeah, it's just so it's gonna hear but for me that was well worth 11 bucks
[01:15:03.760 --> 01:15:06.480]  Is my fucking really short answer of a lot of long words?
[01:15:07.840 --> 01:15:10.260]  I'm just saying usually things on that love
[01:15:10.800 --> 01:15:13.240]  Are a lot more if you will an edible
[01:15:13.240 --> 01:15:13.360]  Yeah
[01:15:13.360 --> 01:15:17.600]  An edible is 10 to 15 bucks maybe 20 bucks or something really potent if you're going to a concert or something and you want
[01:15:17.600 --> 01:15:21.360]  To get fucking high as fuck and not have to worry about smoking through it because that's why I like edibles
[01:15:21.360 --> 01:15:24.240]  I go to a comedy show and you can't smoke at the comedy works
[01:15:24.240 --> 01:15:28.200]  They will throw you the fuck out and you're highly visible in there. That place is tiny
[01:15:28.200 --> 01:15:32.160]  Yeah, so eat a fat edible and just sit in there and grin like a tard the whole night
[01:15:32.480 --> 01:15:36.460]  Yeah, fucking this would be beautiful for that someone likes to say pregame
[01:15:37.400 --> 01:15:39.200]  eat it about a
[01:15:39.200 --> 01:15:40.160]  fucking
[01:15:40.160 --> 01:15:45.320]  North end of Denver if you're driving up from Pueblo if I can eat that fucker stop and get gas at that one gas station
[01:15:45.320 --> 01:15:46.320]  There you go
[01:15:46.320 --> 01:15:50.680]  One big ass or whatever eat that fucker in the parking lot and then get back on the road and by the time you get to
[01:15:50.680 --> 01:15:53.360]  Comedy works, you'll have a smile on your face. Mmm
[01:15:53.960 --> 01:15:56.040]  You're going in Denver, you know, that's just my arm
[01:15:56.600 --> 01:15:58.460]  But this was yeah, it was worth 11 bucks
[01:15:58.460 --> 01:16:01.940]  So if you're going I was gonna go at least I want to go up there and get some weed
[01:16:01.940 --> 01:16:09.860]  And you know what that $11 included tax right there dispensary includes tax. So 11 bucks flat out the door. That is great
[01:16:11.660 --> 01:16:13.580]  If you're
[01:16:13.580 --> 01:16:18.700]  Like fucking vegan or something. I don't know what their option is for you because that's super chocolatey
[01:16:18.700 --> 01:16:20.780]  And if you're diabetic, you're gonna have to be careful with that
[01:16:21.540 --> 01:16:25.980]  But of course, you're not supposed to eat seven doses all at once like I did that's got me rambling
[01:16:26.740 --> 01:16:32.300]  Everything in moderation, I guess go big or go home on the agriculture podcast. That's right
[01:16:32.860 --> 01:16:37.620]  Alright guys, I really want to thank you guys for listening to me ramble. I hate the fucking edible
[01:16:37.620 --> 01:16:40.780]  So I'm gonna go find something super entertaining to do with myself now
[01:16:41.380 --> 01:16:42.940]  Once again, thanks to all the sponsors
[01:16:42.940 --> 01:16:48.140]  Thanks to natural mystic cannabis caregivers big high five across the table to Adam for coming and doing a fucking hour and a half
[01:16:48.140 --> 01:16:54.020]  Long podcast with me. It's quite entertaining. Sorry for dragging it on dude. It's awesome the fucking if you're having fun, they're having fun
[01:16:54.380 --> 01:16:59.060]  I'm having fun. I got task rock in my right ear quite loud. It's not as loud as everybody else
[01:16:59.060 --> 01:17:03.540]  Here's it. I got it bumped up a little more on my headphones. I got it going on over here. Yeah
[01:17:04.580 --> 01:17:12.100]  But uh guys go leave some comments, you know that I love fucking comments on Facebook on iTunes on Twitter on Instagram
[01:17:12.420 --> 01:17:17.860]  On stitcher, I didn't read any comments this time. I didn't even check to see if they were there. We're just trying to have fun
[01:17:19.020 --> 01:17:21.020]  Yeah, so now the show's over
[01:17:21.460 --> 01:17:23.100]  Go to iTunes. Oh, yeah
[01:17:23.100 --> 01:17:27.400]  I already said part of that search for I go culture find the review section give us a five-star rating after that type in a
[01:17:27.400 --> 01:17:30.740]  Comment let me know what you think about the show. I will read those comments
[01:17:30.740 --> 01:17:33.300]  I won't be as high when I read your comments so that they will make sense
[01:17:33.700 --> 01:17:37.980]  Don't forget that the show is available still available and always will be on iTunes stitcher
[01:17:37.980 --> 01:17:44.980]  So well that I am each episode is archived on I read genetics colorado.com. You should be checking that out anyway
[01:17:45.900 --> 01:17:47.900]  Shout out to Jesse Witten burn
[01:17:48.900 --> 01:17:54.660]  I'm shout out to my ninja Spence. Thanks for listening everybody. Take a fat dab. Give your mama hug for me
[01:17:59.360 --> 01:18:02.880]  We did it bro, and I'm dabbed the fuck out and that edible was awesome
[01:18:23.580 --> 01:18:30.820]  I got some new speakers for the outside of my car. No, I'm fucking pretty sure I could walk straight up that wall right now
[01:18:30.820 --> 01:18:32.820]  If I try dude watch
