[00:17.850 --> 00:20.410]  Welcome back cannabis community.
[43:33.620 --> 43:36.140]  You don't get to name something who expressed
[43:36.140 --> 43:38.940]  because you put Dr. Who and Pineapple Express
[43:38.940 --> 43:40.420]  in a fucking container together.
[43:40.420 --> 43:43.700]  I'm half serious, I'm half frustrated, half don't care.
[43:43.700 --> 43:45.900]  I think it's misleading to the industry.
[43:45.900 --> 43:48.060]  It's misleading to the medical patients.
[43:48.060 --> 43:49.300]  Because it's hard for them to know what strain.
[43:49.300 --> 43:50.140]  Yeah, now I'm like.
[43:50.140 --> 43:51.100]  You have to ask the bud tender.
[43:51.100 --> 43:51.940]  I know.
[43:51.940 --> 43:53.420]  I know that this is Dr. Who
[43:53.420 --> 43:54.900]  and probably Pineapple Express
[43:54.900 --> 43:56.000]  because I've been in this long enough,
[43:56.000 --> 43:57.460]  but it's called Who Express.
[43:58.740 --> 44:00.500]  If you're a medical patient and you're not hip
[44:00.500 --> 44:01.820]  and paying attention on Instagram,
[44:01.820 --> 44:03.340]  you don't know what the fuck that is.
[44:03.340 --> 44:04.800]  And maybe Dr. Who is your favorite,
[44:04.800 --> 44:07.220]  but maybe Pineapple Express gives you panic attacks.
[44:07.220 --> 44:12.220]  That could be OG and Tangy for all you know.
[44:12.260 --> 44:14.020]  They could name it whatever they want.
[44:14.020 --> 44:16.060]  Could be a handful of Who and the rest Express.
[44:16.060 --> 44:16.900]  And I understand.
[44:16.900 --> 44:17.980]  You don't know.
[44:17.980 --> 44:18.820]  You just don't know.
[44:18.820 --> 44:20.380]  Is it really 50-50 bland?
[44:20.380 --> 44:22.740]  Or is it why they don't even label it so?
[44:22.740 --> 44:24.420]  Right, and I'm not trying to be a hater on that.
[44:24.420 --> 44:26.060]  I just think that that's a little bit misleading.
[44:26.060 --> 44:26.900]  I understand that the-
[44:26.900 --> 44:27.860]  No, we've come to the point in technology
[44:27.860 --> 44:28.940]  in this cannabis industry
[44:28.940 --> 44:30.380]  where we're supposed to be stepping it up here
[44:30.380 --> 44:32.100]  in Colorado and everything else.
[44:32.100 --> 44:34.100]  We're the guys that are,
[44:34.100 --> 44:36.340]  these guys sitting at this table right now,
[44:36.340 --> 44:38.020]  among other growers here in Colorado
[44:38.020 --> 44:39.980]  are the ones that are sitting in the forefront
[44:39.980 --> 44:40.820]  for all the other states
[44:40.820 --> 44:42.660]  because they're all looking at this state going,
[44:42.660 --> 44:44.060]  how do we do this?
[44:44.060 --> 44:45.300]  And they're following in line.
[44:45.300 --> 44:46.820]  We're following our models.
[44:46.820 --> 44:47.640]  That's it.
[44:47.640 --> 44:48.480]  We're taking the lead.
[44:48.480 --> 44:51.020]  And it started ever since I've been in Colorado
[44:51.020 --> 44:53.380]  and we're proud to be a part of that.
[44:53.380 --> 44:57.740]  This particular company will only accept 1,000 gram runs.
[44:57.740 --> 44:59.440]  So I understand the need to mix shit
[44:59.440 --> 45:02.380]  because if you've got a pound of this and a pound of this,
[45:02.380 --> 45:04.500]  then you got a 1,000 gram run.
[45:04.500 --> 45:05.340]  A lot of shrimp.
[45:05.700 --> 45:07.220]  Yeah, a lot of shrimp, exactly.
[45:07.220 --> 45:08.980]  And they make a great product.
[45:08.980 --> 45:10.060]  I'm not gonna say their name or anything
[45:10.060 --> 45:11.020]  because I kind of just talk shit,
[45:11.020 --> 45:13.060]  but they do make a great product.
[45:13.060 --> 45:14.100]  I just find it frustrating
[45:14.100 --> 45:16.540]  and misleading almost to the market.
[45:16.540 --> 45:18.020]  Well, no, I mean, you're not really talking to,
[45:18.020 --> 45:21.540]  you're just giving them constructive criticism.
[45:21.540 --> 45:22.380]  That's all that is.
[45:22.380 --> 45:24.220]  I mean, if they can't label it,
[45:24.220 --> 45:25.660]  they should label it as so.
[45:25.660 --> 45:28.300]  I mean, then that makes them that much better.
[45:28.300 --> 45:29.140]  Exactly.
[45:30.780 --> 45:32.060]  No disrespect to the people
[45:32.060 --> 45:33.900]  that are forced to combine batches
[45:33.940 --> 45:36.260]  because metric makes you do certain shit.
[45:36.260 --> 45:41.140]  I get it, but I just wish it didn't have to be that way
[45:41.140 --> 45:42.260]  because as a breeder,
[45:42.260 --> 45:44.660]  I get to take Grateful Dog and Girl Scout cookies
[45:44.660 --> 45:47.340]  and put it together and call it doggy style.
[45:47.340 --> 45:49.820]  If two people do that to hash,
[45:49.820 --> 45:50.860]  I don't feel like, I don't know,
[45:50.860 --> 45:53.780]  they just grabbed two tubes and mixed my trim together
[45:53.780 --> 45:55.500]  and now they just made a new strain.
[45:55.500 --> 45:57.700]  And now I can't use the name that they just took
[45:57.700 --> 45:58.540]  because now everyone's back.
[45:58.540 --> 45:59.380]  Exactly what you mean.
[45:59.380 --> 46:00.660]  That's why this one right here, you see,
[46:00.660 --> 46:03.260]  I just call it the people that did it blend.
[46:03.540 --> 46:05.540]  Nice, that is really cool.
[46:05.540 --> 46:06.380]  I like that.
[46:06.380 --> 46:07.220]  I like how you labeled that.
[46:07.220 --> 46:09.100]  I wish I could say their names out loud right now.
[46:09.100 --> 46:10.980]  Probably could, but I don't know.
[46:10.980 --> 46:12.220]  Cool folks.
[46:12.220 --> 46:13.060]  Good people.
[46:13.060 --> 46:15.780]  I wish they were still sitting at this table right now.
[46:15.780 --> 46:16.980]  All right, so we've gotten to the point
[46:16.980 --> 46:19.180]  where we're pulling seeds out of the bud.
[46:19.180 --> 46:20.540]  We're curing buds, that's where we are.
[46:20.540 --> 46:21.740]  I try to keep tabs on where we are.
[46:21.740 --> 46:23.460]  I don't even have any notebook paper
[46:23.460 --> 46:24.700]  and I can still do a podcast.
[46:24.700 --> 46:26.100]  I'm kind of proud of myself.
[46:28.820 --> 46:29.820]  All right, we got to cure them.
[46:29.820 --> 46:31.300]  You say that here in Colorado,
[46:31.820 --> 46:33.340]  I only got to cure them for like three or four days.
[46:33.340 --> 46:34.180]  I agree with that.
[46:34.180 --> 46:36.540]  I didn't realize that in the swamp in the South
[46:36.540 --> 46:38.780]  that you had fucking soup for air.
[46:38.780 --> 46:40.300]  So that makes a lot more sense to me
[46:40.300 --> 46:42.940]  than to people that have argued that they need some cure time.
[46:42.940 --> 46:45.740]  My theory was that the seeds finish in the buds,
[46:45.740 --> 46:47.460]  in nature, the seeds would finish in the buds,
[46:47.460 --> 46:49.460]  the buds would kind of dry up and die
[46:49.460 --> 46:50.580]  and they would fall into the ground
[46:50.580 --> 46:52.300]  and they would sit in the ground all winter
[46:52.300 --> 46:54.500]  and that would be their natural cure time,
[46:54.500 --> 46:56.900]  which is part of why I keep my seeds in a cooler
[46:56.900 --> 46:58.780]  because I think that nature would keep them
[46:58.780 --> 47:01.540]  in the snow maybe, depending on where they are,
[47:01.540 --> 47:03.140]  maybe cold rain,
[47:03.140 --> 47:04.740]  and then that's what's also going to germinate them.
[47:04.740 --> 47:06.140]  The rains are going to come and germinate them
[47:06.140 --> 47:08.260]  in the spring and then they're going to start popping up.
[47:08.260 --> 47:11.060]  So I just figured that they would kind of be curing
[47:11.060 --> 47:12.940]  in the plant in nature.
[47:12.940 --> 47:16.620]  Yeah, they've actually been domesticated to the point now
[47:16.620 --> 47:17.580]  where there's only like,
[47:17.580 --> 47:19.900]  there's only certain regions of the world,
[47:19.900 --> 47:21.380]  there's like a handful of places in the world
[47:21.380 --> 47:23.060]  that weed actually grows just completely naturally,
[47:23.060 --> 47:24.700]  like actual weed, not hemp,
[47:25.700 --> 47:27.700]  actual cannabis that it grows naturally,
[47:28.500 --> 47:30.460]  you know, West Himalayan mountains, places like that.
[47:30.460 --> 47:32.500]  I'd love to go up there where I've seen Arjen
[47:32.500 --> 47:34.900]  and his crew go up and smoke some of that outdoor weed.
[47:34.900 --> 47:37.980]  Africa, yeah, Africa is full of a lot of old,
[47:37.980 --> 47:39.580]  like Malawi and places like that.
[47:39.580 --> 47:41.980]  They're just full of old land-raised genetics
[47:41.980 --> 47:44.260]  that are falling and dying and the same crops coming over
[47:44.260 --> 47:46.500]  and over and over again every year in the same spot.
[47:46.500 --> 47:47.740]  Those are heirloom genetics.
[47:47.740 --> 47:49.060]  We're going to keep talking about seeds,
[47:49.060 --> 47:51.860]  but I've got another random note that I want to interrupt
[47:51.860 --> 47:53.100]  because I've got some great people here
[47:53.100 --> 47:55.420]  that are great to have cannabis conversation with.
[47:55.460 --> 47:58.300]  Have you guys seen Arjen from Greenhouse Seeds?
[47:58.300 --> 48:01.220]  Arjen and Franco and Simon travel all around the world
[48:01.220 --> 48:02.500]  and they go to these places
[48:02.500 --> 48:04.500]  where they're growing land-raised genetics
[48:04.500 --> 48:06.740]  and they check it out and they ask the farmers for seeds
[48:06.740 --> 48:09.260]  and the farmers happily will give them a bag of seeds.
[48:09.260 --> 48:10.100]  Here's seeds, here you go.
[48:10.100 --> 48:11.780]  I've seen those, I've seen quite a few of them.
[48:11.780 --> 48:14.500]  Arjen then in return hands them packs
[48:14.500 --> 48:16.300]  of his colored greenhouse seeds
[48:16.300 --> 48:18.840]  because his seeds are rolled in colored coating
[48:18.840 --> 48:20.820]  because then he can tell what strain they are
[48:20.820 --> 48:22.420]  without having them in packaging.
[48:22.420 --> 48:24.360]  Yeah, they're rolled in some candy coating
[48:24.360 --> 48:26.440]  that also works as a fertilizer
[48:26.440 --> 48:28.120]  and helps your plants germinate.
[48:28.120 --> 48:32.040]  So he trades them these oftentimes feminized seeds.
[48:32.940 --> 48:36.040]  Do you guys feel that he is fucking up
[48:36.040 --> 48:37.880]  the land-raised genetics in these places
[48:37.880 --> 48:40.840]  by adulterating them with his seeds?
[48:40.840 --> 48:43.260]  I guess if they're planting them right out there
[48:43.260 --> 48:45.440]  with their land-raises and they're cross-pollinating
[48:45.440 --> 48:48.440]  and they just keep dying and regrowing
[48:48.440 --> 48:51.360]  and then eventually I guess it's going to be a different.
[48:51.360 --> 48:52.200]  Yeah, it does.
[48:52.200 --> 48:54.120]  It does fuck up the heirloom line,
[48:54.880 --> 48:56.360]  but at the same time I've seen a lot
[48:56.360 --> 48:58.120]  of those heirloom genetics and stuff like that
[48:58.120 --> 48:59.600]  and nothing to really brag home about.
[48:59.600 --> 49:00.680]  They look great on paper,
[49:00.680 --> 49:02.520]  but they look like some straight swag
[49:02.520 --> 49:04.900]  and they're finished dry and there's really nothing to them.
[49:04.900 --> 49:07.120]  So the hindsight is 50-50.
[49:07.120 --> 49:10.120]  I mean, he's going to bring a better yielding strains
[49:10.120 --> 49:13.080]  to places like Africa and places like that.
[49:13.080 --> 49:14.560]  But it was in Jamaica.
[49:14.560 --> 49:15.800]  We're actually saw him do this.
[49:15.800 --> 49:17.920]  Right, yeah, but like you're saying,
[49:19.140 --> 49:22.600]  it does, it's kind of a what cost kind of thing.
[49:22.600 --> 49:23.440]  Right.
[49:23.600 --> 49:26.280]  It's like, yeah, you're going to give them better genetics
[49:26.280 --> 49:29.320]  for their future and their kids and their kids
[49:29.320 --> 49:30.840]  and their kids are going to have better yielding,
[49:30.840 --> 49:32.000]  better plants and stuff like that,
[49:32.000 --> 49:33.640]  which is going to yield more profits for them.
[49:33.640 --> 49:34.960]  So they're going to be able to yield more food
[49:34.960 --> 49:36.680]  for their families and things like that.
[49:36.680 --> 49:39.320]  But at the same time, like you said,
[49:39.320 --> 49:40.160]  you're going to come in and you're going
[49:40.160 --> 49:42.560]  to completely disasterize those heirlooms,
[49:42.560 --> 49:45.720]  which that's thousands of generations of people
[49:45.720 --> 49:46.800]  that have been doing the same thing.
[49:46.800 --> 49:51.000]  It's history, but change is inevitable.
[49:51.000 --> 49:52.240]  All right, I like it.
[49:52.240 --> 49:53.360]  I'm torn on the subject.
[49:54.200 --> 49:56.920]  It is, you have to really kind of look 50, 50 at everything
[49:56.920 --> 49:57.960]  because life is a car better.
[49:57.960 --> 49:59.360]  It's going to have good and bad to it.
[49:59.360 --> 50:00.880]  Like Will said, someone's going to get in there
[50:00.880 --> 50:01.720]  at some point.
[50:01.720 --> 50:03.400]  Something at some point would, as I'm sure,
[50:03.400 --> 50:04.880]  over the thousands of years,
[50:04.880 --> 50:06.920]  there's been another type of cross that got in there
[50:06.920 --> 50:07.880]  on accident somehow.
[50:07.880 --> 50:08.720]  Right, true.
[50:08.720 --> 50:11.400]  It could have been somebody's Mexican weed from Florida
[50:11.400 --> 50:14.200]  or it could be greenhouse seeds, white widow.
[50:14.200 --> 50:17.200]  So I guess greenhouse seeds isn't so bad.
[50:17.200 --> 50:19.080]  You know, when he comes out.
[50:19.080 --> 50:21.560]  All right, we'll give him that much.
[50:21.600 --> 50:23.840]  All right, so now the seeds are cured.
[50:23.840 --> 50:26.440]  We've got a big ass bag or maybe a smaller portion
[50:26.440 --> 50:28.400]  of dried and cured seeds.
[50:29.360 --> 50:30.400]  How do we store them?
[50:32.080 --> 50:34.040]  Again, you can use dried rice.
[50:34.040 --> 50:35.960]  What I like to do is steal silicon packets
[50:35.960 --> 50:38.080]  out of electronics and things and things I get in the mail.
[50:38.080 --> 50:39.120]  Oh, so you keep all those?
[50:39.120 --> 50:41.600]  Yeah, those little silicon packs that you get
[50:41.600 --> 50:44.560]  like when you buy a new computer or your phone.
[50:44.560 --> 50:47.040]  Exactly, exactly.
[50:47.040 --> 50:49.440]  You take those, I collect all those.
[50:49.440 --> 50:50.280]  I save them.
[50:50.320 --> 50:51.480]  In Colorado, it's pretty dry.
[50:51.480 --> 50:53.080]  So I just grab them and throw them in the freezer
[50:53.080 --> 50:55.760]  as soon as, or freezer or refrigerator as soon as possible
[50:55.760 --> 50:57.120]  to keep moisture away from them.
[50:57.120 --> 50:57.960]  All right.
[50:57.960 --> 50:59.360]  And that way they prolong the life of them.
[50:59.360 --> 51:01.160]  You can kind of tell when they're good and when they're bad.
[51:01.160 --> 51:03.240]  And if they're nice and good and clear color, they're good.
[51:03.240 --> 51:05.120]  And if they turn like a dark or an amber color
[51:05.120 --> 51:07.520]  or a dark brown color, they're no longer useful.
[51:07.520 --> 51:09.320]  They've actually pulled moisture and bacteria
[51:09.320 --> 51:10.160]  and things out of the air,
[51:10.160 --> 51:11.640]  which gave them that color, they oxidized.
[51:11.640 --> 51:12.480]  Yeah, yeah.
[51:12.480 --> 51:14.280]  So they're no longer good.
[51:14.280 --> 51:15.480]  That's one good way to find out.
[51:15.480 --> 51:17.080]  When you crack it open, take a look.
[51:17.080 --> 51:19.400]  I always crack them open, put them all in a big jar
[51:19.400 --> 51:21.240]  and actually give them in my seed packages.
[51:21.240 --> 51:23.560]  Actually in our vials, we do a layer of beads
[51:23.560 --> 51:25.640]  that we do a layer and then we do a layer of cotton,
[51:25.640 --> 51:28.040]  then the seeds and the cotton, then the beads.
[51:28.040 --> 51:30.880]  That way it's like a 30 year storage vial.
[51:30.880 --> 51:31.720]  Nice.
[51:31.720 --> 51:33.320]  You can throw that in the refrigerator for 30 years
[51:33.320 --> 51:35.080]  and pull it out, pop those seeds.
[51:35.960 --> 51:36.800]  That's impressive.
[51:36.800 --> 51:37.640]  Yeah.
[51:37.640 --> 51:38.480]  It's simple.
[51:38.480 --> 51:39.320]  Now I have to up my game.
[51:39.320 --> 51:40.960]  It's simple but effective.
[51:40.960 --> 51:43.000]  Cause we got the mylar packaging,
[51:43.000 --> 51:44.960]  which in itself is a food saving package.
[51:44.960 --> 51:45.800]  Yeah.
[51:45.800 --> 51:48.200]  And then we had the vial inside and then we use those beads.
[51:48.200 --> 51:49.840]  A lot of the time girls would get them.
[51:49.840 --> 51:50.680]  If you don't get them,
[51:50.680 --> 51:53.000]  that's cause we didn't have any to get right at the moment.
[51:53.000 --> 51:54.880]  But either way you still get the cotton
[51:54.880 --> 51:56.600]  and the vial and everything else like that.
[51:56.600 --> 51:58.480]  But typically we always put beads in there with them.
[51:58.480 --> 51:59.840]  And people have asked me, what's that for?
[51:59.840 --> 52:01.920]  Testers have asked me, what are these beads for?
[52:01.920 --> 52:03.160]  You know, are the seeds in there?
[52:03.160 --> 52:04.880]  I've had one guy ask me, are the seeds in there?
[52:04.880 --> 52:06.640]  Cause he couldn't see them in the cotton.
[52:06.640 --> 52:07.640]  He couldn't see them in the cotton
[52:07.640 --> 52:09.920]  and there was just these little silicone beads in there.
[52:09.920 --> 52:12.480]  And you know, it also kind of throws them off
[52:12.480 --> 52:14.320]  if you're looking for them in the mail, things like that.
[52:14.320 --> 52:15.160]  That's helpful.
[52:15.160 --> 52:18.520]  But yeah, in a refrigerator store, not freezer.
[52:18.520 --> 52:20.160]  I would say you don't want to, you don't want a freezer.
[52:20.160 --> 52:22.960]  Cause once you get below freezing point,
[52:22.960 --> 52:25.760]  you're basically the water inside of the embryo
[52:25.760 --> 52:27.480]  is trying to expand.
[52:27.480 --> 52:28.680]  Right. You'll have more cracks.
[52:28.680 --> 52:30.000]  That's basically, you're basically creating
[52:30.000 --> 52:32.080]  a large earthquake inside of your embryo
[52:32.080 --> 52:34.600]  because it's trying to expand and crack outwards.
[52:35.560 --> 52:37.000]  And it has nowhere else to go.
[52:37.000 --> 52:38.520]  It's isolated in that shell.
[52:38.520 --> 52:40.680]  So all the water in there is going to crack and expand
[52:40.680 --> 52:43.080]  that embryo and destroy it.
[52:43.080 --> 52:45.240]  So you really want to stay anything above
[52:45.240 --> 52:46.920]  freezing temperature, 32 degrees, bro.
[52:46.920 --> 52:47.760]  All right.
[52:47.760 --> 52:48.960]  But now here's my favorite part.
[52:48.960 --> 52:50.400]  Once you've got a whole bunch of seeds,
[52:50.400 --> 52:52.320]  you've got your herbs separated.
[52:52.320 --> 52:53.420]  Do something with that herb.
[52:53.420 --> 52:54.740]  We're going to move on to talk about seeds.
[52:54.740 --> 52:57.240]  My favorite part, grow a bunch of the things.
[52:57.240 --> 52:58.080]  That's right.
[52:58.080 --> 52:59.080]  Get as many as you can.
[52:59.080 --> 52:59.920]  That's right.
[52:59.920 --> 53:01.320]  And figure out how much space you've got
[53:01.320 --> 53:04.280]  and then grow, plant more seeds than that.
[53:04.280 --> 53:05.120]  Because you're going to have-
[53:05.120 --> 53:06.680]  Even if you're not a large scale breeder
[53:06.680 --> 53:08.360]  and you have 500 seeds, you know,
[53:08.360 --> 53:10.560]  give them to your friends and do your own testing.
[53:10.560 --> 53:12.000]  You know, that's the way to do it.
[53:12.120 --> 53:13.080]  Give them to guys like me.
[53:13.080 --> 53:14.160]  Give them to guys like Will.
[53:14.160 --> 53:15.000]  That's right.
[53:15.000 --> 53:15.820]  You never take some.
[53:15.820 --> 53:16.660]  We'll grow them.
[53:16.660 --> 53:17.500]  We're not afraid.
[53:17.500 --> 53:18.320]  You might have some amazing shit.
[53:18.320 --> 53:19.160]  That's right.
[53:19.160 --> 53:20.280]  We'll grow 10 of them for you.
[53:20.280 --> 53:23.200]  I got some in from California called Silver Widow
[53:23.200 --> 53:26.120]  and it's a super silver haze white widow cross.
[53:26.120 --> 53:28.520]  That's going to take 112 days to finish.
[53:28.520 --> 53:29.920]  Yeah.
[53:29.920 --> 53:31.160]  Some of the pictures look great.
[53:31.160 --> 53:33.800]  And you know, there's some good phenotypes.
[53:33.800 --> 53:35.000]  I know that are there.
[53:35.000 --> 53:35.820]  They're there.
[53:35.820 --> 53:36.660]  You have to find them, but-
[53:36.660 --> 53:37.500]  Oh yeah.
[53:37.500 --> 53:38.320]  It's a search.
[53:38.320 --> 53:39.160]  Yeah.
[53:39.160 --> 53:40.000]  It's a search.
[53:40.000 --> 53:40.820]  You know, you just,
[53:40.820 --> 53:41.660]  and if there's nothing there,
[53:42.320 --> 53:43.160]  you know, you just go in and that's just how it works.
[53:43.160 --> 53:45.860]  Afterwards we smoke it and blast it, whatever we do.
[53:45.860 --> 53:49.260]  And you know, it goes going on to the next project.
[53:49.260 --> 53:51.180]  You know, you got to have a passion for doing what you do.
[53:51.180 --> 53:52.820]  And that's a lot of it too.
[53:52.820 --> 53:55.300]  And that's another thing we're looking for at testers.
[53:55.300 --> 53:56.700]  That's passion.
[53:56.700 --> 53:57.540]  Passion.
[53:57.540 --> 53:59.860]  That's how many people dedicated to what they do
[53:59.860 --> 54:01.340]  just because they do it anyway.
[54:01.340 --> 54:03.300]  What percentage of your breeding project
[54:03.300 --> 54:04.420]  gets totally scrapped?
[54:04.420 --> 54:05.860]  So you breed, you make seeds,
[54:05.860 --> 54:06.900]  you take a few of those seeds,
[54:06.900 --> 54:08.740]  you grow out so many of them and then you go,
[54:09.700 --> 54:11.420]  how many times have you just completely
[54:11.420 --> 54:12.940]  flushed a bag of seeds down the toilet
[54:12.940 --> 54:14.740]  because the project wasn't worth a shit?
[54:14.740 --> 54:17.300]  I'd say at least 30, 40% of the time.
[54:17.300 --> 54:18.980]  That's a good breeder right there.
[54:18.980 --> 54:19.820]  I'd say literally.
[54:19.820 --> 54:22.460]  I just actually went through my box like two weeks ago, man,
[54:22.460 --> 54:25.380]  and just threw away like handfuls and handfuls of stuff.
[54:25.380 --> 54:26.220]  Yep.
[54:26.220 --> 54:27.260]  A lot of stuff from Michigan,
[54:27.260 --> 54:28.980]  a lot of stuff I did back in Florida.
[54:28.980 --> 54:31.700]  A lot of the old stuff I had, just tossing it.
[54:31.700 --> 54:33.700]  As a breeder, it's important that you don't
[54:33.700 --> 54:35.380]  get your ego stuck on a strain.
[54:35.380 --> 54:38.180]  You might really think that this cross you've got
[54:38.180 --> 54:39.940]  and this male you've got is gonna make
[54:39.940 --> 54:41.900]  the next fucking hype.
[54:41.900 --> 54:44.220]  And if it doesn't, don't be afraid to throw it away.
[54:44.220 --> 54:45.060]  Go ahead and toss it.
[54:45.060 --> 54:47.460]  We don't want those shitty seeds out on the market.
[54:47.460 --> 54:50.420]  You can breed again, you can make something way better,
[54:50.420 --> 54:51.780]  and then you're not gonna be known as that guy
[54:51.780 --> 54:53.580]  that made that hermaphroditic weak shit.
[54:53.580 --> 54:55.820]  You might be that guy that made that next flame.
[54:55.820 --> 54:56.900]  You never know.
[54:56.900 --> 54:57.740]  And we wanna know.
[54:57.740 --> 54:59.460]  We wanna know if you got problems with the seeds.
[54:59.460 --> 55:01.220]  We wanna know if you do a great garden
[55:01.220 --> 55:03.220]  and you're automatically having hermaphroditic problems
[55:03.220 --> 55:04.060]  and things like that.
[55:04.060 --> 55:05.940]  We want to know these things.
[55:05.940 --> 55:06.780]  That's a lot of it.
[55:06.780 --> 55:07.700]  Some breeders don't wanna know,
[55:08.220 --> 55:09.660]  some breeders are too big to give a shit.
[55:09.660 --> 55:11.820]  But we're not those guys.
[55:12.780 --> 55:14.340]  I know that for a fact.
[55:14.340 --> 55:15.980]  We're always down to answer questions
[55:15.980 --> 55:17.900]  and that's why we're here right now.
[55:17.900 --> 55:19.460]  Yeah, well thanks for coming for a few, man.
[55:19.460 --> 55:20.300]  I appreciate it.
[55:20.300 --> 55:21.140]  What else do you think we should cover?
[55:21.140 --> 55:22.580]  We got all the way down to growing them,
[55:22.580 --> 55:23.420]  giving them back to your friends.
[55:23.420 --> 55:24.540]  I think we got some start to finish.
[55:24.540 --> 55:26.060]  Grow them, that's the next step.
[55:26.060 --> 55:26.900]  Take careful notes.
[55:26.900 --> 55:27.740]  The last thing you can do is grow them.
[55:27.740 --> 55:29.660]  Find the keepers, give them to your friends to grow.
[55:29.660 --> 55:30.620]  Phenohunt.
[55:30.620 --> 55:33.460]  Then make F2s because F2 is where shit gets really fun.
[55:33.460 --> 55:34.300]  Oh yeah.
[55:34.300 --> 55:37.300]  Then you get recessive segregation.
[55:37.540 --> 55:38.780]  Transgressive segregation?
[55:38.780 --> 55:39.620]  Yeah, that's it.
[55:39.620 --> 55:40.540]  Transgressive segregation.
[55:40.540 --> 55:42.820]  That's where your offspring will show better traits
[55:42.820 --> 55:44.140]  than its parents.
[55:44.140 --> 55:45.460]  It'll outperform each parent.
[55:45.460 --> 55:47.540]  So yeah, you'll see some cool shit happening there.
[55:47.540 --> 55:49.620]  Don't believe in too much hype that you hear on things.
[55:49.620 --> 55:52.020]  Either try it for yourself and make your own determination.
[55:52.020 --> 55:52.860]  True, yeah.
[55:52.860 --> 55:54.260]  Don't be afraid to get in there and grow some stuff.
[55:54.260 --> 55:56.180]  I've had F6 Lavenders from someone.
[55:56.180 --> 55:57.580]  Every one of them is Hermie.
[55:57.580 --> 55:59.620]  Ooh, wow, man.
[55:59.620 --> 56:03.460]  I mean, so you really...
[56:03.460 --> 56:04.780]  Would you attribute that to the way
[56:04.780 --> 56:06.780]  that he makes his pollen sometimes?
[56:07.580 --> 56:10.820]  He does and then he also does a lot of rottalization.
[56:10.820 --> 56:12.020]  I know that for a fact.
[56:12.020 --> 56:13.180]  He's written articles on it.
[56:13.180 --> 56:15.340]  I've read from him that he's done a lot of rottalization,
[56:15.340 --> 56:18.460]  which is basically taking a plant past its harvest point
[56:18.460 --> 56:20.660]  to the point where it's creating a female banana
[56:20.660 --> 56:22.340]  then harvesting a female banana,
[56:22.340 --> 56:24.140]  which basically is a hermaphroditic banana.
[56:24.140 --> 56:24.980]  Yep.
[56:24.980 --> 56:27.980]  And he also will light a fire
[56:27.980 --> 56:30.300]  and almost put the plant on fire.
[56:30.300 --> 56:31.540]  So it goes into a panic mode
[56:31.540 --> 56:33.460]  and that panic mode makes it do the same thing.
[56:33.460 --> 56:36.380]  It makes it spit out herb flowers, which have herb pollen.
[56:36.820 --> 56:37.660]  You can also do it light stress.
[56:37.660 --> 56:38.500]  Yeah, yeah.
[56:38.500 --> 56:41.740]  So he does a lot of old school funky shit that...
[56:41.740 --> 56:42.580]  Shout out to Soma.
[56:42.580 --> 56:43.420]  Overwatering and stuff.
[56:43.420 --> 56:44.260]  He's done a lot of great things.
[56:44.260 --> 56:45.500]  No, no, he has some of his strains
[56:45.500 --> 56:46.380]  are some of the greatest ones
[56:46.380 --> 56:47.620]  and still to this day, like lavender,
[56:47.620 --> 56:49.300]  I mentioned that's a legendary strain.
[56:49.300 --> 56:51.300]  And when you get good phenotypes out of them,
[56:51.300 --> 56:52.140]  they taste amazing.
[56:52.140 --> 56:53.140]  That's so Gouda.
[56:53.140 --> 56:55.460]  Man, some of the best concentrates
[56:55.460 --> 56:57.380]  that lavender is on point, you know.
[56:57.380 --> 56:59.460]  But there's a lot of these old school strains.
[56:59.460 --> 57:01.860]  And Soma was one of the guys, if it wasn't for him,
[57:01.860 --> 57:04.020]  the New York City diesel really wouldn't be as hot
[57:04.020 --> 57:05.140]  today as it is.
[57:05.180 --> 57:07.020]  I really liked his...
[57:07.020 --> 57:08.940]  Oh man, the G13 Hayes.
[57:08.940 --> 57:11.460]  There's a G13 Hayes that I picked up a while back
[57:11.460 --> 57:13.140]  from Soma that was amazing.
[57:13.140 --> 57:14.780]  I loved the flavor of that shit.
[57:14.780 --> 57:16.280]  Some of the stuff is still hit and miss,
[57:16.280 --> 57:18.740]  but when you find the good keepers, they're keepers.
[57:18.740 --> 57:19.580]  You know what I'm saying?
[57:19.580 --> 57:20.700]  They're keepers, but you got a lot of run,
[57:20.700 --> 57:22.260]  a lot of his gear to find those keepers.
[57:22.260 --> 57:24.540]  It reminds me of like DJ Shorts the same way.
[57:24.540 --> 57:27.100]  And that's not to get you DJ, but hey, you know.
[57:28.460 --> 57:29.700]  Quit breeding girl weed.
[57:29.700 --> 57:34.700]  But DJ breeds specifically for what he wants.
[57:34.740 --> 57:35.580]  He doesn't give a shit about the market.
[57:35.580 --> 57:36.740]  He's a sativa lover.
[57:36.740 --> 57:37.580]  That's it.
[57:37.580 --> 57:39.160]  He's a sativa lover and that's what he breeds.
[57:39.160 --> 57:40.140]  And that's his thing, you know,
[57:40.140 --> 57:41.340]  but he has to understand, you know,
[57:41.340 --> 57:44.860]  there's, he does pay for a lot of his advertising.
[57:44.860 --> 57:46.740]  He gets great advertising, let me tell you that dude.
[57:46.740 --> 57:48.540]  And he's got some bad-ass advertising guys.
[57:48.540 --> 57:49.460]  I like his book.
