[00:03.900 --> 00:31.030]  Welcome back, Podcast World!
[03:00:12.660 --> 03:00:16.340]  If you're using a double ended Govita, you need to stay even further away.
[03:00:16.340 --> 03:00:20.500]  So plan for that when you're planning your flowering time.
[03:00:20.500 --> 03:00:23.900]  Now a good thing to think of when you were new at growing and you haven't grown a lot
[03:00:23.900 --> 03:00:28.660]  of crops and you want to prepare for flowering time and have enough space is prepare for
[03:00:28.660 --> 03:00:31.420]  your plants to double in height.
[03:00:31.420 --> 03:00:36.540]  If you were growing a sativa strain or something, a sativa hybrid with a lot of sativa genetics
[03:00:36.540 --> 03:00:41.100]  in there, it could double in height throughout the flowering phase.
[03:00:41.100 --> 03:00:45.220]  So if you vege your plant and the plant is three feet tall, you initiate flower.
[03:00:45.220 --> 03:00:50.580]  By the time it is done, you can expect a six foot tall plant if you're not doing anything
[03:00:50.580 --> 03:00:53.140]  to control that vertical growth.
[03:00:53.140 --> 03:00:56.020]  So in that case, I would plan to flower that plant.
[03:00:56.020 --> 03:00:59.580]  If you have got, if your light is six feet tall, we're going to say if your light is
[03:00:59.580 --> 03:01:02.500]  seven feet tall because we need some space.
[03:01:02.500 --> 03:01:06.380]  If your light is seven feet off the ground, I would veg those plants the first time I
[03:01:06.380 --> 03:01:07.380]  grow them.
[03:01:07.380 --> 03:01:09.940]  I would veg them until they are three feet tall.
[03:01:09.940 --> 03:01:12.860]  Once they are three feet tall, initiate the flower phase.
[03:01:12.860 --> 03:01:14.060]  They're going to double in height.
[03:01:14.060 --> 03:01:15.580]  They'll end about six feet tall.
[03:01:15.580 --> 03:01:19.380]  You'll still have that one foot of space between the light and the canopy.
[03:01:19.380 --> 03:01:20.880]  Now this is not a rule.
[03:01:20.880 --> 03:01:22.520]  This is just a guide.
[03:01:22.520 --> 03:01:25.760]  If you have not grown your strain before, if you don't know what these genetics are
[03:01:25.760 --> 03:01:29.860]  going to do, allow yourself room for these plants to double.
[03:01:29.860 --> 03:01:33.940]  Of course, if you've got plants with big, obvious fat white indica leaves, you may not
[03:01:33.940 --> 03:01:35.540]  get that doubled growth.
[03:01:35.540 --> 03:01:37.300]  You may only get a little bit of growth.
[03:01:37.300 --> 03:01:41.300]  You're going to get stretch for about three weeks and then they'll slow down on the stretching
[03:01:41.300 --> 03:01:43.820]  and the bud sets will really set in.
[03:01:43.820 --> 03:01:47.820]  But try to plan ahead for too much headspace.
[03:01:47.820 --> 03:01:53.100]  There's nothing worse than having a big, giant, beautiful top cola that is just beefy and
[03:01:53.100 --> 03:01:58.180]  covered in trichomes and then it starts murdering itself by growing directly into your lights.
[03:01:58.180 --> 03:01:59.340]  It starts touching the light.
[03:01:59.340 --> 03:02:00.460]  It starts burning itself.
[03:02:00.460 --> 03:02:01.700]  It starts getting ugly colors.
[03:02:01.700 --> 03:02:04.060]  You have to think about, do I want to bend that bud over?
[03:02:04.060 --> 03:02:05.860]  Do I actually want to cut part of that off?
[03:02:05.860 --> 03:02:07.540]  What do I do at this point?
[03:02:07.540 --> 03:02:08.780]  That is really heartbreaking.
[03:02:08.780 --> 03:02:12.820]  So plan ahead and try to give yourself plenty of headspace.
[03:02:12.820 --> 03:02:14.620]  Also keep in mind spacing.
[03:02:14.620 --> 03:02:17.480]  You don't want the plants touching each other too much.
[03:02:17.480 --> 03:02:21.060]  Just think about if you and I and another couple of dudes were hanging out in a room,
[03:02:21.060 --> 03:02:24.500]  if we all just started spreading our arms around, just touching each other all weird,
[03:02:24.500 --> 03:02:25.500]  you're going to get kind of weirded out.
[03:02:25.500 --> 03:02:27.060]  You're like, bro, why are you touching me?
[03:02:27.060 --> 03:02:28.940]  And you're going to want your own space.
[03:02:28.940 --> 03:02:30.820]  The plants are very similar.
[03:02:30.820 --> 03:02:34.540]  When one plant feels another plant touch it, it indicates to itself, I probably shouldn't
[03:02:34.540 --> 03:02:37.660]  grow much further that way because I'm already touching a limit.
[03:02:37.660 --> 03:02:39.180]  And the other plant says the same thing.
[03:02:39.180 --> 03:02:42.100]  So now you've got two plants that have just stopped out branching and they're going to
[03:02:42.100 --> 03:02:43.400]  start growing up.
[03:02:43.400 --> 03:02:46.300]  So allow your plants plenty of space.
[03:02:46.300 --> 03:02:47.460]  Spread them out a little bit.
[03:02:47.460 --> 03:02:50.180]  Yes, we do want to maximize canopy space.
[03:02:50.180 --> 03:02:54.780]  We do want to maximize the space of our grow, but we don't want to crush them in so much
[03:02:54.780 --> 03:02:56.280]  we can't get airflow.
[03:02:56.280 --> 03:02:59.160]  We don't want to crush them in so much that they're uncomfortable.
[03:02:59.160 --> 03:03:02.960]  We need a little bit of airflow and we don't want leaves stacking on top of each other
[03:03:02.960 --> 03:03:05.260]  because that's where you start causing problems.
[03:03:05.260 --> 03:03:09.120]  So give them some space, space your plants out, give them some breathing room, give them
[03:03:09.120 --> 03:03:10.620]  some growing room.
[03:03:10.620 --> 03:03:14.640]  And keep in mind that when you put your plants into the flowering phase, they are only halfway
[03:03:14.640 --> 03:03:15.840]  through their life cycle.
[03:03:15.840 --> 03:03:17.560]  They still need to bush out a little bit.
[03:03:17.560 --> 03:03:18.840]  They're going to grow much taller.
[03:03:18.840 --> 03:03:20.560]  You're only halfway there.
[03:03:20.560 --> 03:03:23.800]  So allow that extra space for flowering.
[03:03:23.800 --> 03:03:27.680]  Now if you're running a screen of green or a trellis system, I suggest you veg until
[03:03:27.680 --> 03:03:30.480]  you kind of fill out most of that screen system.
[03:03:30.480 --> 03:03:34.800]  The idea is to try to get one little branch coming through each of those squares in your
[03:03:34.800 --> 03:03:35.800]  trellis system.
[03:03:35.800 --> 03:03:40.160]  If you can maximize that, that's when you really start cranking out as much bud as you
[03:03:40.160 --> 03:03:42.340]  can produce in your space.
[03:03:42.340 --> 03:03:47.680]  So I suggest you fill that canopy up and fill that screen up before you flower because you're
[03:03:47.680 --> 03:03:49.040]  spreading it out nice and wide.
[03:03:49.040 --> 03:03:51.720]  It's not going straight up like the guys without the screen.
[03:03:51.720 --> 03:03:55.400]  If you're spreading it out, you've still got all that vertical growth left for you.
[03:03:55.400 --> 03:03:58.760]  So you can spread it out, then put it into flower and it's going to grow vertically for
[03:03:58.760 --> 03:03:59.760]  you.
[03:03:59.760 --> 03:04:02.960]  So I recommend you use all of that screen space to the best of your ability.
[03:04:02.960 --> 03:04:07.000]  All right, I feel like that is a good explanation of when to flower the plants.
[03:04:07.000 --> 03:04:09.800]  You want to give yourself about double the space.
[03:04:09.800 --> 03:04:13.200]  You want to allow some space between the lights and the plants.
[03:04:13.200 --> 03:04:17.000]  You also want to give the plants some space so they can breathe and so they can stretch
[03:04:17.000 --> 03:04:18.000]  out.
[03:04:18.000 --> 03:04:22.880]  If you haven't done any topping, I would definitely recommend 10 to 14 days of recovery time before
[03:04:22.880 --> 03:04:24.640]  you move the plants into flower.
[03:04:24.640 --> 03:04:29.600]  So plan ahead, do all of your topping plenty of time in advance so the plants can heal,
[03:04:29.600 --> 03:04:31.600]  so they can redistribute the hormones.
[03:04:31.600 --> 03:04:34.700]  That way the plant can produce big fat chunky top buds.
[03:04:34.700 --> 03:04:38.720]  If you top a plant and move it into flower too soon, you'll notice those top buds don't
[03:04:38.720 --> 03:04:41.320]  really produce the colas that we're expecting.
[03:04:41.320 --> 03:04:45.120]  So give your plant time to recover from topping, let those hormones move around and it will
[03:04:45.240 --> 03:04:48.520]  make a huge difference in the productivity of your plant.
[03:04:48.520 --> 03:04:52.160]  So I feel like that is a pretty good before flower checklist.
[03:04:52.160 --> 03:04:53.600]  Make sure the plants are healthy.
[03:04:53.600 --> 03:04:57.180]  Make sure you understand how to find males, females, and hermaphrodites.
[03:04:57.180 --> 03:05:01.960]  Make sure you're pest free and make sure you've got a good idea of when to flower those plants.
[03:05:01.960 --> 03:05:06.600]  Try to set a schedule, try to stick to it as long as you are pest free.
[03:05:06.600 --> 03:05:10.440]  I would suggest that you keep twisting and popping the stems, making those stalks nice
[03:05:10.440 --> 03:05:12.900]  and robust until it's time to flower.
[03:05:12.900 --> 03:05:15.260]  Keep pulling off any yellow or funky leaves.
[03:05:15.260 --> 03:05:17.060]  Keep the plants looking nice and healthy.
[03:05:17.060 --> 03:05:18.060]  Keep them thriving.
[03:05:18.060 --> 03:05:22.940]  And when it's time to flower, flip that timer to 12-12, make a note of what day you did
[03:05:22.940 --> 03:05:26.260]  it and now you are in the flowering phase.
[03:05:26.260 --> 03:05:29.160]  Several people have asked me when flowering starts.
[03:05:29.160 --> 03:05:33.400]  Does flowering start the day you change the timer to 12-12 or does flowering start the
[03:05:33.400 --> 03:05:35.400]  day you start seeing buds set?
[03:05:35.400 --> 03:05:39.900]  If you are looking at a package of seeds and it says these seeds will take 8-10 weeks to
[03:05:39.900 --> 03:05:46.260]  flower, that 8-10 weeks starts the day you change your timer to 12-12.
[03:05:46.260 --> 03:05:49.860]  The day you do the flip is the beginning of your flowering phase.
[03:05:49.860 --> 03:05:55.540]  That's when that new schedule, that new calendar, the new countdown, that is when that begins.
[03:05:55.540 --> 03:06:01.580]  So if you were running 24 hours or 20 on and 4 off or 18 and 6 in veg, you just go in and
[03:06:01.580 --> 03:06:07.060]  you change that timer to 12 hours on and 12 hours off and that is day one of your flowering
[03:06:07.060 --> 03:06:08.060]  phase.
[03:06:08.380 --> 03:06:12.620]  In about 10-12 days, you'll start seeing pre-flower, the plants will start showing you sex, you
[03:06:12.620 --> 03:06:16.140]  need to go through and start pulling out all of the boys by this point.
[03:06:16.140 --> 03:06:21.260]  By day 14, the boys will be very obvious, they will be getting ready to pollinate if
[03:06:21.260 --> 03:06:23.620]  they have not already dropped pollen.
[03:06:23.620 --> 03:06:26.800]  Pay close attention to the boys and get them out of there.
[03:06:26.800 --> 03:06:31.500]  For the first 2 or 3 weeks of flowering, you're going to focus heavily on looking for male
[03:06:31.500 --> 03:06:37.200]  plants and plants with hermaphrodite traits and removing them from the garden safely.
[03:06:37.200 --> 03:06:41.700]  So again, I suggest that you start now doing some research on understanding what a male
[03:06:41.700 --> 03:06:46.240]  and a female and a hermaphrodite cannabis plant look like so that when you are 8, 10,
[03:06:46.240 --> 03:06:51.120]  12 or 14 days into flower, you are certain what you see and you are confident so that
[03:06:51.120 --> 03:06:54.720]  you can make the correct decision to keep your garden in top shape.
[03:06:54.720 --> 03:06:58.560]  All right, I feel like that is a great place to stop because my next lesson is going to
[03:06:58.560 --> 03:07:03.280]  be about phenohunting and sexing the plants and selecting a mother plant from that phenohunt
[03:07:03.280 --> 03:07:04.280]  process.
[03:07:04.480 --> 03:07:08.880]  Then we're going to work our way into the flowering stage of the grow lesson.
[03:07:08.880 --> 03:07:12.960]  That's right, it is almost time to flower the hypothetical plants in the grow lesson.
[03:07:12.960 --> 03:07:15.360]  So that is coming up very soon.
[03:07:15.360 --> 03:07:20.480]  I will talk in depth about probably 3 week chunks of the flowering phase.
[03:07:20.480 --> 03:07:25.760]  We'll probably do week 1 through 3 and then we'll do 4 through 6 and then we'll do 7 through
[03:07:25.760 --> 03:07:26.760]  9.
[03:07:26.760 --> 03:07:28.460]  That was hard for my brain to process that quickly.
[03:07:28.460 --> 03:07:30.640]  But that is my idea for the flowering phase.
[03:07:30.640 --> 03:07:34.440]  I'm going to break it down into 3, 3 week chunks and then we'll talk about finishing
[03:07:34.440 --> 03:07:35.480]  the plants up.
[03:07:35.480 --> 03:07:36.860]  So that is coming up very soon.
[03:07:36.860 --> 03:07:39.680]  So I feel like this is a great place to wrap up this episode.
[03:07:39.680 --> 03:07:41.360]  I want to thank everybody for listening.
[03:07:41.360 --> 03:07:42.400]  Thank you for all of the support.
[03:07:42.400 --> 03:07:46.520]  I have been getting a lot of interaction on social media and it really means a lot to
[03:07:46.520 --> 03:07:47.520]  me.
[03:07:47.520 --> 03:07:49.960]  It means a lot that people are listening, that you're enjoying and that you are learning
[03:07:49.960 --> 03:07:50.960]  from the podcast.
[03:07:50.960 --> 03:07:52.200]  That means the world to me.
[03:07:52.200 --> 03:07:54.600]  So thank you for all of that support.
[03:07:54.600 --> 03:07:59.200]  If you would like to support the show financially, you can do so by going to a website called
[03:07:59.200 --> 03:08:00.200]  Patreon.
[03:08:00.200 --> 03:08:03.280]  That is patreon.com slash growfromyourheart.
[03:08:03.280 --> 03:08:06.760]  All of the information that you need to sign up and help the show will be right there on
[03:08:06.760 --> 03:08:07.760]  the screen.
[03:08:07.760 --> 03:08:11.160]  And again, I want to send a giant thank you shout out to everybody who has helped on the
[03:08:11.160 --> 03:08:15.300]  Patreon campaign so far and everybody who will help in the future.
[03:08:15.300 --> 03:08:16.300]  Thank you guys.
[03:08:16.300 --> 03:08:18.040]  It does not go unnoticed.
[03:08:18.040 --> 03:08:21.040]  I would also appreciate it if you follow me on social media.
[03:08:21.040 --> 03:08:22.400]  You can find me on Facebook.
[03:08:22.400 --> 03:08:25.580]  Simply search for the Grow From Your Heart podcast on Twitter.
[03:08:25.580 --> 03:08:27.400]  It's at GFYH podcast.
[03:08:27.400 --> 03:08:31.040]  If you want to follow my personal Twitter account, it's at Rasta Jeff 420.
[03:08:31.040 --> 03:08:34.160]  I also encourage you to follow my Instagram feed.
[03:08:34.160 --> 03:08:37.080]  On Instagram, I'm irie underscore genetics.
[03:08:37.080 --> 03:08:38.960]  Irie Genetics is my seed breeding company.
[03:08:38.960 --> 03:08:41.720]  I post a lot of great cannabis photography there.
[03:08:41.720 --> 03:08:43.640]  I think you would enjoy it.
[03:08:43.640 --> 03:08:46.800]  If you'd like to reach out to me and you are not into the social media, you can send me
[03:08:46.800 --> 03:08:47.800]  an email.
[03:08:47.800 --> 03:08:52.120]  My email address is growfromyourheart at hotmail.com and I would love to hear from you.
[03:08:52.120 --> 03:08:55.800]  Maybe I will answer your questions on a future episode.
[03:08:55.800 --> 03:08:59.000]  Ladies and gentlemen, boys and girls, smokers and growers, I want to thank you again for
[03:08:59.000 --> 03:09:01.880]  listening to another episode of the Grow From Your Heart podcast.
[03:09:01.880 --> 03:09:04.760]  I'll be back in just a few days with another fun episode.
[03:09:04.760 --> 03:09:08.320]  I want to give a huge shout out to my friend Ashley in New Mexico.
[03:09:08.320 --> 03:09:11.480]  Everybody better step up their game because there's a young girl grower in New Mexico
[03:09:11.480 --> 03:09:14.120]  coming to take all the cannabis cups.
[03:09:14.120 --> 03:09:18.320]  Big shout out to Ashley and until next time, take a fat dab and give your mom a hug for
[03:09:18.320 --> 03:09:19.320]  me.
[03:09:19.320 --> 03:09:20.660]  Welcome to the show, cannabis community.
[03:09:20.660 --> 03:09:24.440]  It's time for episode 376 of the Grow From Your Heart podcast.
[03:09:24.440 --> 03:09:27.340]  This episode is brought to you by the Hella Dank Seed Company.
[03:09:27.340 --> 03:09:31.840]  If you need new seeds for your garden, I highly recommend the Hella Dank Seed Company and
[03:09:31.840 --> 03:09:38.240]  you can find them at www.dankseed.store.
[03:09:38.240 --> 03:09:41.680]  It has become a tradition that I start the podcast off by letting you know what I am
[03:09:41.680 --> 03:09:42.680]  smoking.
[03:09:42.680 --> 03:09:46.960]  I just took a dab of some strawberry diesel batter from Apothecary Farms.
[03:09:46.960 --> 03:09:53.600]  The label says it is 61.9% THC with a total of 73.7% cannabinoids.
[03:09:53.760 --> 03:09:56.960]  This stuff has a really funky, sort of a sour strawberry smell to it.
[03:09:56.960 --> 03:10:00.840]  It's definitely got the strawberries with a hint of diesel coming through the background.
[03:10:00.840 --> 03:10:04.360]  It tasted like strawberry incense and I really liked the flavor.
[03:10:04.360 --> 03:10:06.040]  The flavor is just hanging out on my tongue.
[03:10:06.040 --> 03:10:10.080]  I could use a drink, but I don't want to drink anything to wipe that strawberry flavor off
[03:10:10.080 --> 03:10:11.080]  of my tongue.
[03:10:11.080 --> 03:10:12.720]  I want to let that linger as long as it can.
[03:10:12.720 --> 03:10:15.080]  So I'm really digging the flavor and the high is nice.
[03:10:15.080 --> 03:10:16.520]  It goes straight to the brain.
[03:10:16.520 --> 03:10:18.400]  It's a nice high energy sort of a buzz.
[03:10:18.400 --> 03:10:22.200]  I really like the strawberry diesel batter from Apothecary Farms.
[03:10:22.920 --> 03:10:24.560]  All right, let's get right into the podcast.
[03:10:24.560 --> 03:10:26.960]  You guys, this is going to be another grow lesson.
[03:10:26.960 --> 03:10:31.000]  If you've been following along, you know I've been doing a long series of grow lessons.
[03:10:31.000 --> 03:10:33.960]  This episode is going to be about pheno hunting.
[03:10:33.960 --> 03:10:37.960]  So far in my series of grow lessons, we have talked about setting a goal for our grow.
[03:10:37.960 --> 03:10:39.640]  We have chosen a wise spot for the grow.
[03:10:39.640 --> 03:10:42.120]  We have selected and purchased the proper equipment.
[03:10:42.120 --> 03:10:43.120]  We have set it up.
[03:10:43.120 --> 03:10:44.120]  We've tested it.
[03:10:44.120 --> 03:10:45.360]  We have actually sprouted seeds.
[03:10:45.360 --> 03:10:46.700]  We've acquired clones.
[03:10:46.700 --> 03:10:48.120]  We've got little baby plants going.
[03:10:48.120 --> 03:10:51.320]  We potted those into our three or five, maybe seven gallon pots.
[03:10:51.440 --> 03:10:54.120]  We are currently in the veg phase in my grow lessons.
[03:10:54.120 --> 03:10:55.240]  We have topped our plants.
[03:10:55.240 --> 03:10:56.480]  We've been doing lollipopping.
[03:10:56.480 --> 03:10:57.840]  We've been doing popping and twisting.
[03:10:57.840 --> 03:11:00.440]  We've got some canopy control techniques happening.
[03:11:00.440 --> 03:11:03.680]  We're almost ready to flower in my grow lessons.
[03:11:03.680 --> 03:11:07.960]  Before we get to the flowering phase, I feel like there are a few things we should understand.
[03:11:07.960 --> 03:11:10.240]  We need to know how to sex our plants.
[03:11:10.240 --> 03:11:13.760]  If you are growing from seed, you've got the opportunity to find males.
[03:11:13.760 --> 03:11:17.080]  Those plants won't reveal their sex until we are early in flower.
[03:11:17.080 --> 03:11:21.000]  We need to be able to identify the male plants so that we can remove them from the garden
[03:11:21.040 --> 03:11:23.520]  before they pollinate our females.
[03:11:23.520 --> 03:11:26.080]  Another thing we're going to talk about is selecting mother plants.
[03:11:26.080 --> 03:11:28.720]  We're going to do that through a phenohunt.
[03:11:28.720 --> 03:11:33.740]  Let's jump right in to talking about a phenohunt and what a phenohunt is and what is the purpose
[03:11:33.740 --> 03:11:35.680]  of phenohunting.
[03:11:35.680 --> 03:11:37.880]  Now what do I mean by a phenohunt?
[03:11:37.880 --> 03:11:43.760]  When I say a phenohunt, I am referring to finding a desired phenotype from a package
[03:11:43.760 --> 03:11:44.920]  of seeds.
[03:11:44.920 --> 03:11:49.240]  Now let's say you acquired a package of seeds from the Helladank Seed Company.
[03:11:49.280 --> 03:11:51.640]  I would recommend 10 seeds for a phenohunt.
[03:11:51.640 --> 03:11:53.120]  I do sell packs of five.
[03:11:53.120 --> 03:11:56.720]  I sell packs of five to make them attainable so that everybody can afford them.
[03:11:56.720 --> 03:11:59.280]  I understand not everybody can buy a 10-pack of seeds.
[03:11:59.280 --> 03:12:01.800]  I would recommend 10 seeds for a phenohunt.
[03:12:01.800 --> 03:12:04.440]  In this situation, we're going to run 10 seeds.
[03:12:04.440 --> 03:12:06.760]  You just got a fresh 10-pack of a rise.
[03:12:06.760 --> 03:12:07.980]  You don't know what's in there.
[03:12:07.980 --> 03:12:13.080]  We need to find that phenotype that works best for you and your garden.
[03:12:13.080 --> 03:12:15.840]  Sifting through those seeds is a phenohunt.
[03:12:15.840 --> 03:12:19.400]  You're going to grow them out and you're going to find the phenotype that works best
[03:12:19.400 --> 03:12:23.160]  for you, the phenotype that works best for your patients or your customers.
[03:12:23.160 --> 03:12:26.680]  Also, you need the phenotype that works best for your garden.
[03:12:26.680 --> 03:12:31.480]  The goal here is to find a custom tailored phenotype out of this pack of seeds.
[03:12:31.480 --> 03:12:34.000]  Let's talk about a little bit how to do that.
[03:12:34.000 --> 03:12:37.760]  Doing a phenohunt is one of my favorite things to do in a grow environment.
[03:12:37.760 --> 03:12:39.400]  I get to do a lot of observation.
[03:12:39.400 --> 03:12:40.880]  I get to find surprises.
[03:12:40.880 --> 03:12:42.520]  I may find the next best thing.
[03:12:42.520 --> 03:12:44.240]  I may find that next chem dog.
[03:12:44.240 --> 03:12:45.720]  I may find the next golden goat.
[03:12:45.800 --> 03:12:47.240]  I may find the next gorilla glue.
[03:12:47.240 --> 03:12:49.880]  I may find the next Girl Scout cookies.
[03:12:49.880 --> 03:12:52.600]  You never know what you could come up with in a phenohunt.
[03:12:52.600 --> 03:12:54.320]  That is one of my favorite parts.
[03:12:54.320 --> 03:12:55.720]  It's like opening Christmas presents.
[03:12:55.720 --> 03:12:58.040]  You never know what is in that box.
[03:12:58.040 --> 03:13:02.160]  Suddenly, I want to make a Forrest Gump reference because you never know what you're going to
[03:13:02.160 --> 03:13:03.160]  get.
[03:13:03.160 --> 03:13:04.760]  So this is how I would do a phenohunt.
[03:13:04.760 --> 03:13:06.840]  I would get a 10-pack of seeds.
[03:13:06.840 --> 03:13:09.040]  I would germinate those 10 seeds.
[03:13:09.040 --> 03:13:14.280]  I would carefully make sure that every one of those plants is treated the exact same.
[03:13:14.280 --> 03:13:17.080]  I would put them all in the same medium, the same pot.
[03:13:17.080 --> 03:13:18.440]  I would feed them the same thing.
[03:13:18.440 --> 03:13:22.160]  They would go under the same light, and they would be all in the same environment because
[03:13:22.160 --> 03:13:24.400]  I don't want any variation.
[03:13:24.400 --> 03:13:29.160]  I want all of these seedlings to get the same opportunity to show me the same potential.
[03:13:29.160 --> 03:13:30.760]  So I germinate these seeds.
[03:13:30.760 --> 03:13:31.880]  I get them into pots.
[03:13:31.880 --> 03:13:33.040]  I get them going.
[03:13:33.040 --> 03:13:34.160]  I veg them.
[03:13:34.160 --> 03:13:36.880]  I start taking notes on these plants very early.
[03:13:36.880 --> 03:13:38.860]  I label them 1 through 10.
[03:13:38.860 --> 03:13:40.200]  So I've got whatever the strain is.
[03:13:40.200 --> 03:13:43.880]  We're going to say a rise 1, a rise 2, all the way up to number 10.
[03:13:44.480 --> 03:13:47.360]  I'm going to pay attention to these plants and take a lot of notes.
[03:13:47.360 --> 03:13:50.320]  If I see anything weird, I'm going to document that.
[03:13:50.320 --> 03:13:54.280]  If I get a plant that's just growing like shit, it's not keeping up, it's having problems,
[03:13:54.280 --> 03:13:55.400]  it gets pulled out of there.
[03:13:55.400 --> 03:13:58.120]  I don't want to keep a shitty plant around.
[03:13:58.120 --> 03:14:02.480]  There's no reason to have a shitty plant when you can phenohunt seeds and find a keeper.
[03:14:02.480 --> 03:14:04.600]  So I'll pay close attention to my plants as they grow.
[03:14:04.600 --> 03:14:06.760]  I'll take a lot of notes and veg.
[03:14:06.760 --> 03:14:11.880]  If I top the plants, if I lollipop the plants, I make sure to do it equally across the board.
[03:14:11.880 --> 03:14:14.880]  I want all 10 of these seedlings to get the same treatment.
[03:14:14.880 --> 03:14:17.640]  Again, we want them all to have the same potential.
[03:14:17.640 --> 03:14:21.920]  We're trying to audition these to find the best one for our situation.
[03:14:21.920 --> 03:14:24.960]  So if you give them different treatment, they're going to come out differently.
[03:14:24.960 --> 03:14:26.760]  How do you know what the best one is?
[03:14:26.760 --> 03:14:29.960]  They all need to be treated equally, in my opinion.
[03:14:29.960 --> 03:14:31.840]  So I grow these plants out.
[03:14:31.840 --> 03:14:34.160]  As soon as they're big enough, I take a clone.
[03:14:34.160 --> 03:14:36.520]  I am confident in my cloning skills.
[03:14:36.520 --> 03:14:39.640]  99.9% of my clones will survive.
[03:14:39.640 --> 03:14:44.280]  If you are not confident in your clone skills, I suggest you take two, maybe three, maybe
[03:14:44.280 --> 03:14:46.440]  five clones from each plant.
[03:14:46.440 --> 03:14:49.960]  So let them get large enough to provide the amount of clones you need.
[03:14:49.960 --> 03:14:52.040]  Get a clone from each plant.
[03:14:52.040 --> 03:14:53.280]  Carefully label your clones.
[03:14:53.280 --> 03:14:56.200]  You will have a rise number one, a rise number two.
[03:14:56.200 --> 03:15:00.880]  You should have clone, a rise one, clone, a rise two.
[03:15:00.880 --> 03:15:01.880]  Carefully label them.
[03:15:01.880 --> 03:15:03.680]  This will be very important in the future.
[03:15:03.680 --> 03:15:05.380]  This is your reserve.
[03:15:05.380 --> 03:15:08.080]  This is how you are going to keep your plants around.
[03:15:08.080 --> 03:15:10.560]  This is going to segue into selecting a mother plant.
[03:15:10.560 --> 03:15:14.200]  This is how we're going to have a mother plant to keep these genetics around forever so you
[03:15:14.200 --> 03:15:18.800]  can continue to produce this select phenotype until the end of time.
[03:15:18.800 --> 03:15:22.240]  That clone that we labeled is going to become your future mother plant.
[03:15:22.240 --> 03:15:24.480]  So make sure it is labeled accurately.
[03:15:24.480 --> 03:15:28.880]  So again, we label them a rise one, a rise two, all the way up to a rise number 10.
[03:15:28.880 --> 03:15:33.180]  Then we also label the clones, A1, A2, A all the way up to number 10.
[03:15:33.180 --> 03:15:36.520]  So we've got the clone donor and the corresponding clones properly labeled.
[03:15:36.520 --> 03:15:38.060]  There's no confusion there.
[03:15:38.060 --> 03:15:40.760]  You guys have done a complete episode on cutting clones.
[03:15:40.760 --> 03:15:45.900]  So if you need help cutting your clones, I recommend episode number 346 for an in-depth
[03:15:45.900 --> 03:15:47.780]  lesson on cutting clones.
[03:15:47.780 --> 03:15:52.340]  And if you want a really in-depth talk about mother plants, check out episode 315.
[03:15:52.340 --> 03:15:55.940]  That one will teach you all about healthy and happy mother plants.
[03:15:55.940 --> 03:16:00.540]  The goal here is to get a clone off of each of these seedlings before we put them into
[03:16:00.540 --> 03:16:01.540]  flower.
[03:16:01.540 --> 03:16:06.060]  That way, when we find the champion out of this batch, we've got a clone of that so that
[03:16:06.060 --> 03:16:08.820]  we can continue to grow that clone forever.
[03:16:08.820 --> 03:16:10.980]  You keep that one clone alive as a mother plant.
[03:16:10.980 --> 03:16:15.220]  You never flower it out and you can cut clones from that as long as you keep it healthy.
[03:16:15.220 --> 03:16:17.060]  So it's always there to give you clones.
[03:16:17.060 --> 03:16:20.220]  You have now got a mother plant from your pheno hunt.
[03:16:20.220 --> 03:16:24.160]  That is your custom phenotype that is for you.
[03:16:24.160 --> 03:16:26.820]  Maybe you like the more sativa dominant phenotype.
[03:16:26.820 --> 03:16:29.840]  Maybe you like the phenotype that smells more like golden goat.
[03:16:29.840 --> 03:16:32.800]  Maybe you like the phenotype that smells more like dirty feet.
[03:16:32.800 --> 03:16:34.660]  Maybe you need the one that finishes quicker.
[03:16:35.060 --> 03:16:38.740]  You're the kind of person that likes to let them flower for a really long time.
[03:16:38.740 --> 03:16:39.740]  That's up to you.
[03:16:39.740 --> 03:16:43.660]  You get to find that one that works best for you in your grow.
[03:16:43.660 --> 03:16:47.620]  If you get a clone, you've got a clone that all of your other friends have.
[03:16:47.620 --> 03:16:48.620]  Everybody's grown it.
[03:16:48.620 --> 03:16:49.980]  Everybody in the neighborhood has it.
[03:16:49.980 --> 03:16:50.980]  Everybody has smoked it.
[03:16:50.980 --> 03:16:55.220]  There's nothing setting you apart from the competition if you were growing for a retail
[03:16:55.220 --> 03:16:56.460]  market purpose.
[03:16:56.460 --> 03:16:59.260]  So growing from seed, you could find gold.
[03:16:59.260 --> 03:17:03.220]  Growing from seed, you can also find that custom phenotype that works for you, that
[03:17:03.220 --> 03:17:06.380]  works for your garden, and that works for the market.
[03:17:06.380 --> 03:17:10.100]  And honestly, when you're growing from seed, I always recommend taking a clone because
[03:17:10.100 --> 03:17:11.720]  who knows what you've got.
[03:17:11.720 --> 03:17:15.940]  What if you grow from seed and you find the most amazing product you've ever found and
[03:17:15.940 --> 03:17:17.060]  you don't have a clone?
[03:17:17.060 --> 03:17:18.060]  You're going to be heartbroken.
[03:17:18.060 --> 03:17:21.140]  You're going to try to revege it, which is a whole another podcast.
[03:17:21.140 --> 03:17:22.540]  That's a pain in the ass.
