[00:12.600 --> 00:21.270]  Welcome back, Cannabis Community.
[58:36.070 --> 58:39.590]  I would say, yeah, let's, let's know.
[58:39.590 --> 58:41.270]  Uh, he's hypothetical.
[58:41.270 --> 58:42.270]  There's no PM anywhere.
[58:42.270 --> 58:44.870]  We've been careful this couple of years.
[58:44.870 --> 58:50.190]  It's just one of the fun things about Colorado is, uh, our weather's psychotic and that you,
[58:50.470 --> 58:53.030]  you need to plan your grow for like, God fucking with you.
[58:53.030 --> 58:56.830]  I leave to go to this new project I'm going to, I leave the house around six 30 in the
[58:56.830 --> 59:03.350]  morning and I'm wearing seriously pants with shorts underneath a t-shirt, a hoodie, a jacket,
[59:03.350 --> 59:06.830]  a hat that covers up my ears with my dreads down to keep me warm.
[59:06.830 --> 59:08.150]  I get to where I'm going.
[59:08.150 --> 59:13.510]  I take off the jacket, the hoodie, that hat, I put on a different hat.
[59:13.510 --> 59:17.550]  Uh, then for lunch, we go to lunch and it's nice and warm outside.
[59:17.550 --> 59:22.710]  So I put on shorts and skateboard shoes and a t-shirt and tie the hair up and put a little
[59:22.710 --> 59:23.790]  small dread hat on.
[59:23.790 --> 59:25.470]  And I wear that for the second half of the day.
[59:25.470 --> 59:30.750]  When I leave the facility that I'm working with, it is little after six.
[59:30.750 --> 59:35.190]  So then I put on again, all of the layers, every and it's cold, it's colder than, than
[59:35.190 --> 59:36.670]  it was all day.
[59:36.670 --> 59:39.270]  So we run the full weather gamut here.
[59:39.270 --> 59:42.590]  I mean, daily it go, you get most of the seasons daily.
[59:42.590 --> 59:45.710]  All the new people that haven't been here for a solid year are sick, right?
[59:45.710 --> 59:49.710]  How they're all, they're all walking around with that head shit going on.
[59:49.710 --> 59:54.390]  And all the growers that, that moved here, um, from far away.
[59:54.390 --> 59:59.590]  And I mean, even the ones that have been growing cannabis one way or another for years, um,
[59:59.590 --> 01:00:01.910]  are just fight for their first two years.
[01:00:01.910 --> 01:00:07.430]  You're trying to figure out how to, to control for, I mean, every day it's, it starts out
[01:00:07.430 --> 01:00:11.670]  at zero and then it gets to 65 and it's at zero again.
[01:00:11.670 --> 01:00:13.150]  How do I not get PM in this?
[01:00:13.150 --> 01:00:14.510]  How do I cure my buds in this?
[01:00:14.830 --> 01:00:16.870]  How do I balance the humidity anywhere?
[01:00:16.870 --> 01:00:23.510]  Um, I watched a guy design like $2 million with a floor heating at one point, um, to
[01:00:23.510 --> 01:00:25.830]  try to combat some of the weather here.
[01:00:25.830 --> 01:00:30.790]  Uh, it's just fun watching different people experiences, especially with, I mean, we've
[01:00:30.790 --> 01:00:32.990]  never seen an influx of people like this.
[01:00:32.990 --> 01:00:33.990]  It's crazy.
[01:00:33.990 --> 01:00:34.990]  Traffic is getting shitty.
[01:00:34.990 --> 01:00:39.070]  Um, I'm getting people asking me like the, how the fuck do people survive this?
[01:00:39.070 --> 01:00:40.070]  Questions a lot more.
[01:00:40.070 --> 01:00:42.390]  Did they make highway 53 lanes up there?
[01:00:42.390 --> 01:00:43.390]  What happened?
[01:00:43.390 --> 01:00:44.390]  All right guys.
[01:00:45.390 --> 01:00:51.350]  Mike and I are going to turn off some microphones, take some dabs and not do all of this to you
[01:00:51.350 --> 01:00:52.350]  guys.
[01:00:52.350 --> 01:00:56.750]  I want to thank everybody for listening to episode 171 of the grow from your heart podcast.
[01:00:56.750 --> 01:01:00.030]  That means a lot that you guys listened for 171 episodes.
[01:01:00.030 --> 01:01:01.030]  That's incredible.
[01:01:01.030 --> 01:01:03.230]  I keep saying that I'm going to put out some old episodes, but thank you.
[01:01:03.230 --> 01:01:04.230]  Clint said the same thing today.
[01:01:04.230 --> 01:01:05.230]  Shout out to Clint.
[01:01:05.230 --> 01:01:07.470]  Um, I keep saying I'm going to post old episodes.
[01:01:07.470 --> 01:01:08.670]  I keep having more content.
[01:01:08.670 --> 01:01:11.230]  I don't, I don't feel the need to post all of them, but I'm going to do it.
[01:01:11.230 --> 01:01:12.990]  You guys keep asking for old stuff.
[01:01:12.990 --> 01:01:17.470]  Um, all the emails you're sending me, I am responding to them slowly, but I'm getting
[01:01:17.470 --> 01:01:18.470]  to them.
[01:01:18.470 --> 01:01:19.630]  You wouldn't believe how many emails I get lately.
[01:01:19.630 --> 01:01:21.310]  It's Christmas time.
[01:01:21.310 --> 01:01:22.990]  Everybody's trying to sell me shit.
[01:01:22.990 --> 01:01:25.550]  So I just keep getting so many emails.
[01:01:25.550 --> 01:01:27.190]  Um, I'm just writing a note right now.
[01:01:27.190 --> 01:01:30.110]  Mike, you're looking at me like this is part of the show, but it has nothing to do with
[01:01:30.110 --> 01:01:31.110]  this episode.
[01:01:31.110 --> 01:01:32.510]  It's for the future.
[01:01:32.510 --> 01:01:33.510]  It's for the future.
[01:01:33.510 --> 01:01:36.070]  Um, but I'm getting to all those emails.
[01:01:36.070 --> 01:01:37.070]  Please send me more emails.
[01:01:37.070 --> 01:01:38.070]  I love it.
[01:01:38.070 --> 01:01:41.550]  I love making listener generated content that lets me know that I'm getting something out
[01:01:41.550 --> 01:01:42.550]  to at least one person.
[01:01:43.110 --> 01:01:45.870]  And if I'm hitting one person and probably hitting a lot of people, just one person spoke
[01:01:45.870 --> 01:01:46.870]  up from you.
[01:01:46.870 --> 01:01:49.910]  Uh, so send me those emails at grow from your heart at hotmail.com.
[01:01:49.910 --> 01:01:51.030]  I'd love to hear from you.
[01:01:51.030 --> 01:01:52.950]  Make sure you follow Mike on social media.
[01:01:52.950 --> 01:01:54.710]  Mike just took nearly two hours out of his night.
[01:01:54.710 --> 01:01:55.710]  He's going to take a little longer.
[01:01:55.710 --> 01:01:57.030]  We may record another episode.
[01:01:57.030 --> 01:01:59.270]  Uh, make sure you follow him on social media.
[01:01:59.270 --> 01:02:05.110]  It's Nemo punk 15 on the Twitter and Pueblo for sensible cannabis laws on Facebook.
[01:02:05.110 --> 01:02:11.030]  There's a lot of cannabis news that we simply don't have time to work into a podcast or
[01:02:11.030 --> 01:02:16.310]  that, um, is only a minute or two worth of news.
[01:02:16.310 --> 01:02:21.430]  They like to grow a lot of that stuff gets, I post a ton of that stuff to my, uh, to my
[01:02:21.430 --> 01:02:22.950]  Facebook page every day.
[01:02:22.950 --> 01:02:29.670]  I'm Andrew, lots of, lots of local cannabis news, um, national stuff, international stuff.
[01:02:29.670 --> 01:02:34.190]  Um, we were going to talk about it a little tonight and we just kind of went long.
[01:02:34.190 --> 01:02:35.670]  Canada's doing some amazing stuff.
[01:02:35.670 --> 01:02:37.230]  That could be another episode here.
[01:02:37.230 --> 01:02:38.550]  I'll write that down here at the bottom.
[01:02:38.550 --> 01:02:43.510]  I've been posting a lot of stuff about Canada, Tennessee, get that floppy head.
[01:02:43.510 --> 01:02:48.630]  There's a lot of really awesome marijuana news stories that, uh, um, we haven't gotten
[01:02:48.630 --> 01:02:52.990]  onto the podcast yet that are up on my social media.
[01:02:52.990 --> 01:02:55.070]  So check it out, please.
[01:02:55.070 --> 01:02:57.070]  A couple more things, a couple more things.
[01:02:57.070 --> 01:02:58.070]  We're going to wrap this one up.
[01:02:58.070 --> 01:03:00.190]  Uh, Patreon, you guys, I would love it.
[01:03:00.190 --> 01:03:05.790]  Patreon is a service that you can go to patreon.com slash grow from your heart.
[01:03:05.790 --> 01:03:09.950]  And Patreon is a service that allows you to contribute financially to the podcast.
[01:03:09.950 --> 01:03:11.830]  You guys, I'm not trying to get rich off the podcast.
[01:03:11.830 --> 01:03:14.150]  This show will always be free, free freedom.
[01:03:14.150 --> 01:03:17.110]  I bring you a free podcast because I love you and I love cannabis.
[01:03:17.110 --> 01:03:18.430]  I want you to grow better cannabis.
[01:03:18.430 --> 01:03:23.930]  I want cannabis to be legalized, but what you can do, you can help me pay for the cost
[01:03:23.930 --> 01:03:24.930]  of my website.
[01:03:24.930 --> 01:03:25.930]  I read genetics.
[01:03:25.930 --> 01:03:28.670]  Colorado is the website where this podcast is hosted.
[01:03:28.670 --> 01:03:32.550]  It costs me a little over $300 per year to keep that website alive.
[01:03:32.550 --> 01:03:35.670]  I am paying for that out of my pocket right now because I love podcasting.
[01:03:35.670 --> 01:03:37.390]  It's something that I've chosen to do.
[01:03:37.390 --> 01:03:40.630]  If you would like to help me with that a little bit, that would be sweet.
[01:03:40.630 --> 01:03:42.270]  I don't want to beg you for it.
[01:03:42.270 --> 01:03:43.270]  Patreon is there for that.
[01:03:43.270 --> 01:03:46.330]  Go to patreon.com slash grow from your heart.
[01:03:46.330 --> 01:03:51.610]  You can contribute as little as $1 or you can contribute as much as you would like.
[01:03:51.610 --> 01:03:55.350]  You can sign up for a monthly service to where you can contribute $1 per month.
[01:03:55.350 --> 01:03:59.510]  Then every month on the first of the month, they'll send $1 to the podcast.
[01:03:59.510 --> 01:04:03.750]  That will help me not have to cover all the costs of the podcast out of my pocket.
[01:04:03.750 --> 01:04:06.230]  Everybody that shows up for the show gets a bottle of water.
[01:04:06.230 --> 01:04:08.510]  I try to buy these little microphone covers, these things here.
[01:04:08.510 --> 01:04:12.590]  I try to replace these quite frequently because you guys cough into them and they stink.
[01:04:12.590 --> 01:04:15.230]  I don't want people having to share that funky shit.
[01:04:15.230 --> 01:04:17.910]  I've made that trip to the store with you.
[01:04:17.910 --> 01:04:23.790]  If you're really dying for old content, this is a way to help make that happen.
[01:04:23.790 --> 01:04:28.750]  The reason it's not up there right now is because it would double or triple the cost
[01:04:28.990 --> 01:04:32.870]  to maintain the web hosting to go all, what are we, 171?
[01:04:32.870 --> 01:04:34.230]  Yeah, it's 171 now.
[01:04:34.230 --> 01:04:38.350]  Yeah, to go 171 deep, that kind of volume and storage costs a pretty penny.
[01:04:38.350 --> 01:04:39.990]  I don't want to make that promise yet.
[01:04:39.990 --> 01:04:42.950]  I've still got to get the help to cover the original.
[01:04:42.950 --> 01:04:45.270]  That's down the road, but definitely contribute.
[01:04:45.270 --> 01:04:49.870]  If somebody did make the proper Patreon contribution and they said,
[01:04:49.870 --> 01:04:53.990]  post an old episode, asshole, that's the way to get me to do what you want.
[01:04:53.990 --> 01:04:55.550]  Like money fucking talks.
[01:04:55.550 --> 01:04:56.030]  It do.
[01:04:56.030 --> 01:04:56.670]  Money talks.
[01:04:56.670 --> 01:04:58.230]  It's Christmas time and money talks.
[01:04:58.230 --> 01:04:59.110]  That's all I'm saying.
[01:04:59.110 --> 01:05:01.950]  But yeah, but I'm not trying to be that way.
[01:05:01.950 --> 01:05:03.710]  I'm saying $1 goes a long way.
[01:05:03.710 --> 01:05:06.710]  If you don't have a dollar to contribute, I do not.
[01:05:06.710 --> 01:05:07.070]  I do.
[01:05:07.070 --> 01:05:07.790]  I'm not offended.
[01:05:07.790 --> 01:05:08.510]  I still love you.
[01:05:08.510 --> 01:05:09.390]  I still want you to listen.
[01:05:09.390 --> 01:05:11.070]  I still want you to grow amazing cannabis.
[01:05:11.070 --> 01:05:11.470]  Right.
[01:05:11.470 --> 01:05:15.790]  I do this so that when I'm old and too tired to do this like on our own,
[01:05:15.790 --> 01:05:19.710]  that I'm hoping that enough people know how to do it well that I can just hit a store
[01:05:19.710 --> 01:05:21.470]  and buy it at a reasonable price.
[01:05:21.470 --> 01:05:22.550]  That's a good way to look at it.
[01:05:22.550 --> 01:05:27.230]  I guess that's all I want is that so by the time I'm too old to fight this fight anymore,
[01:05:27.230 --> 01:05:29.630]  that it's taken care of enough for me to just enjoy the ride.
[01:05:29.630 --> 01:05:30.390]  There you go.
[01:05:30.390 --> 01:05:33.350]  All I'm asking for is help paying for the website and buying these little microphone
[01:05:33.350 --> 01:05:34.510]  covers and water bottles.
[01:05:34.510 --> 01:05:35.870]  And yeah, that's all.
[01:05:35.870 --> 01:05:36.990]  How about if you can folks?
[01:05:36.990 --> 01:05:39.190]  Patreon.com slash grow from your heart.
[01:05:39.190 --> 01:05:40.190]  That would be super awesome.
[01:05:40.190 --> 01:05:43.670]  You guys have got one more super important thing that I need to include in this episode.
[01:05:43.670 --> 01:05:45.830]  This episode comes out on Monday.
[01:05:45.830 --> 01:05:47.470]  So that means guess what?
[01:05:47.470 --> 01:05:48.870]  Happy birthday, Miss JB.
[01:05:48.870 --> 01:05:49.710]  Jenny Beth, I love you.
[01:05:49.710 --> 01:05:50.670]  Hope you have a great birthday.
[01:05:50.670 --> 01:05:53.430]  Hope everything goes your way.
[01:05:53.430 --> 01:05:55.070]  Yeah, I think that's all we've got for this episode.
[01:05:55.070 --> 01:05:58.190]  Mike, you got anything else to wrap it up with?
[01:05:58.190 --> 01:05:59.510]  Merry Christmas, folks.
[01:05:59.510 --> 01:06:01.510]  Merry holiday, whatever holiday it is.
[01:06:01.510 --> 01:06:03.230]  Yeah, happy holidays.
[01:06:03.230 --> 01:06:04.550]  I don't remember what the number is.
[01:06:04.550 --> 01:06:06.590]  Tons of them.
[01:06:06.590 --> 01:06:09.030]  Christmas is the next big one in my world.
[01:06:09.030 --> 01:06:10.590]  But happy holidays, everybody.
[01:06:10.590 --> 01:06:12.310]  I hope you have a wonderful holiday season.
[01:06:12.310 --> 01:06:17.390]  And hopefully we have another podcast for the first of the year.
[01:06:17.390 --> 01:06:18.190]  Oh, we're going to.
[01:06:18.190 --> 01:06:19.910]  They're going to hear from us again before Christmas.
[01:06:19.910 --> 01:06:20.790]  This one comes out.
[01:06:20.790 --> 01:06:21.390]  I love it.
[01:06:21.390 --> 01:06:22.470]  18th, 19th.
[01:06:22.470 --> 01:06:24.030]  So then that means we got seven to other.
[01:06:24.430 --> 01:06:25.950]  I'd completely forgotten.
[01:06:25.950 --> 01:06:29.670]  In my world, it's not Christmas until I eat a specific type of Christmas cookie
[01:06:29.670 --> 01:06:30.830]  that a family member makes.
[01:06:30.830 --> 01:06:33.830]  And I don't like it's just a thing in my world.
[01:06:33.830 --> 01:06:34.590]  I went to Hobby Lobby.
[01:06:34.590 --> 01:06:35.630]  That hasn't happened yet.
[01:06:35.630 --> 01:06:37.790]  So as far as I'm concerned, it's like August.
[01:06:38.790 --> 01:06:42.030]  The holidays are far, far away because I haven't had that cookie yet.
[01:06:42.350 --> 01:06:44.470]  We'll be joining everybody the day after Christmas.
[01:06:44.470 --> 01:06:45.710]  So Merry Christmas, everybody.
[01:06:45.710 --> 01:06:46.510]  Happy holiday.
[01:06:46.510 --> 01:06:47.190]  Happy Hanukkah.
[01:06:47.190 --> 01:06:48.630]  Whichever one it is you're celebrating.
[01:06:48.630 --> 01:06:49.710]  I'm not sure what all of them are.
[01:06:49.710 --> 01:06:52.350]  I don't want to sound offensive, but have a great holiday season.
[01:06:52.350 --> 01:06:53.950]  Eat some good food with your friends and family.
[01:06:54.550 --> 01:06:57.710]  If you don't have some friends and family, go to my Facebook page.
[01:06:57.790 --> 01:06:58.430]  Send me a message.
[01:06:58.430 --> 01:07:00.350]  We'll fucking chat down like that.
[01:07:00.590 --> 01:07:01.230]  We'll have some fun.
[01:07:01.470 --> 01:07:02.110]  Tell me what's up.
[01:07:02.270 --> 01:07:04.270]  Don't send me pictures of your food, please.
[01:07:05.350 --> 01:07:06.550]  We all eat the same shit.
[01:07:06.590 --> 01:07:07.190]  No, I'm not.
[01:07:07.190 --> 01:07:07.710]  That's the thing.
[01:07:07.710 --> 01:07:08.750]  I'm a vegetarian and I'm not.
[01:07:09.350 --> 01:07:09.550]  All right.
[01:07:09.750 --> 01:07:10.830]  We're going to wrap this episode up.
[01:07:10.870 --> 01:07:11.590]  A hashtag.
[01:07:11.870 --> 01:07:13.110]  They like it when we ramble.
[01:07:13.470 --> 01:07:16.750]  I'm so glad they like it when we ramble because dabs.
[01:07:17.230 --> 01:07:17.950]  Because dabs.
[01:07:17.950 --> 01:07:19.470]  I want to thank everybody once again for listening.
[01:07:19.470 --> 01:07:21.230]  I want to give a huge shout out to miss Jenny Beth.
[01:07:21.230 --> 01:07:25.030]  And until next time, take a fat dab and give your mom a hug for me.
[01:07:52.630 --> 01:07:53.630]  It's your birthday today.
[01:07:53.630 --> 01:07:54.630]  Today.
[01:07:54.630 --> 01:07:55.630]  It's your birthday today.
[01:07:55.630 --> 01:07:56.630]  Hooray.
[01:07:56.630 --> 01:07:58.630]  There's a cat licking your birthday cake.
[01:07:58.630 --> 01:07:59.630]  It's your birthday today.
