[00:15.740 --> 00:18.240]  Welcome back, Cannabis Community.
[54:48.920 --> 54:50.680]  are you gonna say the same damn shit?
[54:50.680 --> 54:52.880]  And I'd be like, but he asked me the same question.
[54:52.880 --> 54:53.960]  And I was like, you know what I should do?
[54:53.960 --> 54:55.340]  I should record this shit.
[54:55.340 --> 54:56.300]  And then it all clicked in my head.
[54:56.300 --> 54:57.800]  It was like, you should record this shit.
[54:57.800 --> 54:59.640]  Like I really got, I was like, yeah, yeah, yeah.
[54:59.640 --> 55:01.400]  Get a microphone, record it, make a podcast.
[55:01.400 --> 55:03.240]  I was already doing a podcast with another guy
[55:03.240 --> 55:06.120]  about other totally non-cannabis related stuff.
[55:06.120 --> 55:07.680]  And I was like, well just fucking start recording it.
[55:07.680 --> 55:08.720]  Do a show about it.
[55:08.720 --> 55:10.600]  I'm so glad that clicked in your head.
[55:10.600 --> 55:11.440]  Yeah, yeah.
[55:11.440 --> 55:12.320]  Well, that's kind of, yeah.
[55:12.320 --> 55:14.440]  So I'm glad it happened.
[55:14.440 --> 55:17.600]  If listeners, if you've got other news stories
[55:17.600 --> 55:19.160]  or other topics you want us to cover,
[55:19.160 --> 55:20.040]  shoot us an email.
[55:20.880 --> 55:23.800]  I don't know if I'll do this many notes for your question,
[55:23.800 --> 55:26.000]  but we'll try to knock it out of the park for you.
[55:26.000 --> 55:27.200]  All right, you guys, I feel like I've been rambling
[55:27.200 --> 55:29.640]  a long time about Patreon or about starting a podcast.
[55:29.640 --> 55:30.960]  Mike, let's wrap up this show.
[55:30.960 --> 55:33.040]  Send you home, you can go hang out with the kid.
[55:33.040 --> 55:34.720]  Eat that fancy food you got coming your way.
[55:34.720 --> 55:37.320]  Dude, I got some good delivery coming, yo.
[55:37.320 --> 55:40.760]  All right, thanks for hanging out with us, Mike.
[55:40.760 --> 55:43.000]  Yeah, man, thanks for having me, listeners.
[55:43.000 --> 55:43.840]  Thank you for listening.
[55:43.840 --> 55:45.560]  If you made it this far, I love you.
[55:45.560 --> 55:46.760]  Oh, they all made it this far.
[55:46.760 --> 55:48.400]  I want to thank everybody again for listening.
[55:48.400 --> 55:49.240]  Soldiers.
[55:49.240 --> 55:50.440]  I want to give a huge shout out to my friend,
[55:50.440 --> 55:52.040]  Matthew Evans, and until next time,
[55:52.040 --> 55:54.480]  take a fat dab and give your mom a hug for me.
[55:54.480 --> 56:26.470]  ♪ It's sweet and right, they want you to feel tipsy derby ♪
[56:30.070 --> 56:43.260]  ♪ Tipsy derby, they don't want to smoke the sweet lemon curry ♪
[56:44.780 --> 56:49.780]  ♪ Sweet and curry, keep the smile upon the children's face ♪
[56:50.780 --> 57:05.650]  ♪ But this a mousy curry boy, you chop it down your body down ♪
[57:05.650 --> 57:09.930]  ♪ The ganja plant coming right back ♪
[57:09.930 --> 57:14.930]  ♪ Using the science, laboratory resource ♪
[57:17.210 --> 57:23.930]  ♪ So many illness, they call it herb cure ♪
[57:24.490 --> 57:38.570]  ♪ So why don't you give I and I the permit ♪
[57:38.730 --> 57:42.010]  ♪ Rain come falling, make the ganja grow ♪
[57:42.010 --> 57:46.010]  ♪ And the sun come shining, the breeze the pollen blow ♪
[57:46.010 --> 57:57.720]  ♪ You pick him up, you use in your science, laboratory resource ♪
[58:01.740 --> 58:06.740]  ♪ So many illness, they call it herb cure ♪
[58:09.700 --> 58:46.890]  ♪ The biggest dip in the polish, it's a never-dying cure ♪
[58:48.970 --> 58:53.970]  ♪ They carry it to another area, they want us to feel tipsy-turvy ♪
[59:00.530 --> 59:05.530]  ♪ Puppy dogs come pissing on your face ♪
[59:08.170 --> 59:13.170]  ♪ They don't want you to burn the sweet lemon collie, oh my love ♪
[59:14.170 --> 59:19.170]  ♪ Keep a smile upon the children's face, oh my love ♪
[59:22.170 --> 59:29.040]  ♪ You pick him up, you lick him down, you often try to run him down ♪
[59:29.040 --> 59:33.040]  ♪ At least I must have told me, but you pick him up, you run him down ♪
[59:33.040 --> 59:37.040]  ♪ The ganja man coming right back ♪
[59:37.040 --> 59:42.040]  ♪ When the rain come falling, make ganja grow, yeah ♪
[59:43.040 --> 59:48.040]  ♪ And when the sun come shining, the breeze the pollen come, oh ♪
[59:50.040 --> 01:00:01.510]  ♪ You pick him up, you lick him down, at least I must have called him, but you pick him up, you run him down ♪
[01:00:01.510 --> 01:00:04.510]  ♪ The ganja man coming right back ♪
