[00:00.060 --> 00:01.060]  Let's do it.
[50:08.120 --> 50:12.880]  Like, he had posted right on Facebook that said, just prove to me what you're out and
[50:12.880 --> 50:13.880]  I'll take care of it.
[50:13.880 --> 50:17.320]  Like, if you need to back out of the competition or whatever, I understand.
[50:17.360 --> 50:18.360]  No big deal.
[50:18.360 --> 50:19.360]  We can refund that.
[50:19.360 --> 50:26.120]  So, I mean, he offered to fucking pay airline fees for changing tickets if there were, you know?
[50:26.120 --> 50:27.120]  That's awesome.
[50:27.120 --> 50:28.920]  And I was like, that's pretty cool, dude.
[50:28.920 --> 50:29.920]  That's a good man.
[50:29.920 --> 50:31.760]  Big D. Shout out, Big D.
[50:31.760 --> 50:35.760]  So yeah, if you guys are trying to come to the Secret Cup, the date has been changed.
[50:35.760 --> 50:37.800]  Have they announced the new date?
[50:37.800 --> 50:39.680]  September 27th or something, I think?
[50:39.680 --> 50:40.680]  They announced like the week.
[50:40.680 --> 50:43.720]  They said they'll probably pin down a date as it gets closer.
[50:43.720 --> 50:44.720]  That's kind of how they do it.
[50:44.720 --> 50:47.760]  He may have the date right, but I didn't really look since it's been posted.
[50:47.760 --> 50:50.760]  I want to say the 27th, 28th.
[50:50.760 --> 50:52.760]  Um, that's...
[50:52.760 --> 50:56.960]  Cool, because before it was the same day as a Phish concert.
[50:56.960 --> 50:59.720]  And uh, sorry, but Phish won.
[50:59.720 --> 51:04.720]  Yeah, it'll be that Saturday and Sunday, the 27th and 28th of September.
[51:04.720 --> 51:05.720]  Cool.
[51:05.720 --> 51:06.720]  Cool.
[51:06.720 --> 51:09.000]  You guys got any plugs you want to do?
[51:09.000 --> 51:10.440]  Where you want anybody to check out?
[51:10.440 --> 51:12.440]  Anybody you want to fucking mention while you got your airtime?
[51:12.440 --> 51:13.440]  Adam, regurthegov.
[51:14.160 --> 51:15.160]  Adam is at overgrowthegov.
[51:15.160 --> 51:19.680]  Twitch and whatever that other T one is.
[51:19.680 --> 51:20.680]  Twitter.
[51:20.680 --> 51:21.680]  There you go.
[51:21.680 --> 51:22.680]  Yeah, at overgrowthegov on Twitter.
[51:22.680 --> 51:23.680]  Yeah, find him there.
[51:23.680 --> 51:25.160]  Send him, send him filthy shit.
[51:25.160 --> 51:26.160]  He likes it.
[51:26.160 --> 51:27.160]  Yeah.
[51:27.160 --> 51:28.160]  Yeah.
[51:28.160 --> 51:29.160]  Kev, any shout outs, any plugs, advertising?
[51:29.160 --> 51:30.160]  Nah.
[51:30.160 --> 51:31.160]  No?
[51:31.160 --> 51:32.160]  I think we already said them.
[51:32.160 --> 51:33.160]  We already said all of them.
[51:33.160 --> 51:34.160]  We did a lot of cool shout outs.
[51:34.160 --> 51:35.160]  I was going to fucking say so.
[51:35.160 --> 51:36.160]  Shout out to Diamond Dave and the Compound.
[51:36.160 --> 51:37.160]  What up, Diamond Dave.
[51:37.160 --> 51:38.160]  I love you.
[51:38.160 --> 51:39.160]  I love you.
[51:39.160 --> 51:40.160]  I love you.
[51:40.160 --> 51:41.160]  I love you.
[51:41.160 --> 51:42.160]  I love you.
[51:42.160 --> 51:43.160]  I love you.
[51:43.880 --> 51:45.880]  I love to fuck with Dave, man.
[51:45.880 --> 51:47.880]  If he listens, that's it, man.
[51:47.880 --> 51:50.560]  Like, God, you're so fun to mess with.
[51:50.560 --> 51:53.160]  Big ups to our friends that are crushing it in Las Vegas.
[51:53.160 --> 51:55.320]  They've got a large grow facility in Clark County.
[51:55.320 --> 51:58.960]  I don't know if he wants me to say his name on a podcast or not, but he knows who he is.
[51:58.960 --> 52:02.160]  He's got that Hell's Angel OG that tested at 30% THC.
[52:02.160 --> 52:03.160]  What?
[52:03.160 --> 52:04.160]  Yeah.
[52:04.160 --> 52:05.160]  Yeah.
[52:05.160 --> 52:06.160]  It's a multiple cup winner.
[52:06.160 --> 52:07.160]  He's got the cup.
[52:07.160 --> 52:08.160]  You're the homie.
[52:08.160 --> 52:09.160]  Get the hook up.
[52:09.160 --> 52:10.160]  That's his Vegas prize.
[52:10.160 --> 52:11.160]  He's got a-
[52:11.160 --> 52:12.160]  Okay.
[52:12.160 --> 52:14.560]  He's got a huge production facility in Vegas, and that's the one that's going to make the
[52:14.560 --> 52:15.960]  man a million bucks.
[52:15.960 --> 52:17.640]  All right.
[52:17.640 --> 52:18.640]  My plugs.
[52:18.640 --> 52:19.640]  I guess it's my turn.
[52:19.640 --> 52:20.640]  Check me out.
[52:20.640 --> 52:22.480]  It's at I Grow Culture on Twitter.
[52:22.480 --> 52:25.680]  I post all the episode updates at I Grow Culture on Twitter.
[52:25.680 --> 52:27.280]  I'm going to just keep the music down for a minute.
[52:27.280 --> 52:28.280]  I like that.
[52:28.280 --> 52:29.280]  It's easier.
[52:29.280 --> 52:30.280]  At I Grow Culture.
[52:30.280 --> 52:31.280]  Yeah, where was I?
[52:31.280 --> 52:34.480]  At I Read Genetics on Instagram.
[52:34.480 --> 52:37.440]  I Grow Culture at Hotmail.com.
[52:37.440 --> 52:38.840]  There's more, but that's enough, dude.
[52:38.840 --> 52:39.840]  You guys know what's up, right?
[52:39.840 --> 52:40.840]  You know where to find me.
[52:40.840 --> 52:43.760]  I'm 25 episodes in.
[52:43.760 --> 52:45.000]  Where else would you want to find me?
[52:45.000 --> 52:46.360]  I don't even know.
[52:46.360 --> 52:49.000]  All right.
[52:49.000 --> 52:52.440]  There's constantly links to all your other things too from there.
[52:52.440 --> 52:53.760]  Yeah, I link it all up.
[52:53.760 --> 52:57.600]  As long as you find I Grow Culture on Twitter or I Read Genetics on Instagram or I Read
[52:57.600 --> 53:00.880]  Genetics on Twitter, you'll be happy.
[53:00.880 --> 53:01.880]  You'll find all of it.
[53:01.880 --> 53:02.880]  I link them up.
[53:02.880 --> 53:04.840]  So yeah, that's 25 episodes, you guys.
[53:04.840 --> 53:06.800]  I want to thank everybody for listening to the show.
[53:06.800 --> 53:09.360]  Send me tons of tweets and emails and Facebook messages.
[53:09.360 --> 53:11.160]  It's really cool.
[53:11.160 --> 53:12.160]  This part always sounds fun.
[53:12.160 --> 53:14.200]  We'll turn up some music for this.
[53:14.200 --> 53:15.880]  Now that the show's over, please go to iTunes.
[53:15.880 --> 53:16.960]  Go to the iTunes store.
[53:16.960 --> 53:18.640]  Search for I Grow Culture.
[53:18.640 --> 53:19.640]  Find the review section.
[53:19.640 --> 53:21.800]  Give me a five-star rating.
[53:21.800 --> 53:24.080]  After that, type in a comment and let me know what you think of the show.
[53:24.080 --> 53:25.880]  I will read your comments on the show.
[53:25.880 --> 53:29.600]  If you tell me that I'm awesome, if you tell me that I sound like fucking Charlie Brown's
[53:29.600 --> 53:33.560]  teacher, if you tell me I'm a stupid pothead, if you tell me I should be president, if you
[53:33.560 --> 53:37.000]  tell me I sound like Martians has landed and fucking cut off my brain, I'll say that on
[53:37.000 --> 53:38.000]  the show.
[53:38.000 --> 53:39.000]  I'll do it.
[53:39.640 --> 53:42.720]  I'll read almost anything you type into that comment section, which is kind of scary for
[53:42.720 --> 53:43.720]  somebody to say.
[53:43.720 --> 53:49.960]  I just see the wheels turning in Adam's head as I say that.
[53:49.960 --> 53:58.520]  Don't forget that the show is available on iTunes, Stitcher, Swell.am, and also on iRegeneticsColorado.com.
[53:58.520 --> 54:02.080]  The other day, Stitcher was messing up and not posting the episodes.
[54:02.080 --> 54:06.720]  If it freaks out, you guys, go find me on iRegeneticsColorado.com.
[54:06.720 --> 54:07.720]  That's my website.
[54:07.720 --> 54:08.720]  I own that.
[54:09.440 --> 54:10.440]  I'm not going to go away.
[54:10.440 --> 54:12.560]  Every episode is posted there, one through 25.
[54:12.560 --> 54:14.560]  I promise I'll keep them coming.
[54:14.560 --> 54:16.440]  Shout out to my ninja Spence.
[54:16.440 --> 54:19.600]  Shout out to these boys for sitting through an hour-long episode with me and kicking ass.
[54:19.600 --> 54:20.600]  You guys stayed on the mics.
[54:20.600 --> 54:21.600]  You sounded great.
[54:21.600 --> 54:22.600]  Thanks for coming.
[54:22.600 --> 54:23.600]  Thanks for having me for the big two-five, man.
[54:23.600 --> 54:24.600]  It's been a little bit since I've been on.
[54:24.600 --> 54:25.600]  Sorry I was late, man.
[54:25.600 --> 54:26.600]  I was trying.
[54:26.600 --> 54:27.600]  Hey, it worked out well, man.
[54:27.600 --> 54:28.600]  It was perfect.
[54:28.600 --> 54:29.600]  Yeah, I wanted you on because you've been here from the start of that show.
[54:29.600 --> 54:30.600]  Even if we are second choice and all, it's...
[54:30.600 --> 54:31.600]  Thank you.
[54:31.600 --> 54:32.600]  I'm not going to go away.
[54:32.600 --> 54:33.600]  I'm not going to go away.
[54:33.600 --> 54:34.600]  I'm not going to go away.
[54:34.600 --> 54:36.600]  Even if we are second choice and all, it's...
[54:36.600 --> 54:37.600]  Thank you.
[54:37.600 --> 54:38.600]  Bringing it back.
[54:38.600 --> 54:39.600]  Good callback.
[54:39.600 --> 54:40.600]  I like it.
[54:40.600 --> 54:41.600]  You make me feel like shit all night.
[54:41.600 --> 54:42.600]  I'm going to cry.
[54:42.600 --> 54:45.600]  Shout out to my ninja Spence once again.
[54:45.600 --> 54:46.600]  What a dick.
[54:46.600 --> 54:47.600]  The A-team, you know?
[54:47.600 --> 54:48.600]  Thanks again for taking the...
[54:48.600 --> 54:49.600]  Yeah, thanks again for listening, you guys.
[54:49.600 --> 54:50.600]  I'm going to try to get that right.
[54:50.600 --> 54:51.600]  Take a fat dab and give your mom a hug for me.
[54:51.600 --> 54:52.600]  Big shout out to TaskRock.
[54:52.600 --> 54:53.600]  We're going to turn up some music.
[54:53.600 --> 54:54.600]  We're going to take some dabs.
[54:54.600 --> 54:55.600]  You guys have a wonderful fucking evening.
[54:55.600 --> 54:56.600]  I'm going to find a specific song.
[54:56.600 --> 54:57.600]  I'm going to find a specific song.
[54:57.600 --> 54:58.600]  I'm going to find a specific song.
[54:58.600 --> 54:59.600]  I'm going to find a specific song.
[55:29.600 --> 55:30.600]  Oh.
[55:30.600 --> 55:31.600]  Oh.
[55:31.600 --> 55:32.600]  We mix.
[55:32.600 --> 55:33.600]  You sound scared.
[55:33.600 --> 55:34.600]  You sound scared.
[55:34.600 --> 55:35.600]  I'm just going to wait for you to hard
[55:35.600 --> 55:36.600]  You sound scared.
[55:36.600 --> 55:37.600]  I'm just going to wait for you to hard
[55:37.600 --> 55:38.600]  snare.
[55:38.600 --> 55:39.600]  I'm just going to wait for you to hard
[55:39.600 --> 55:40.600]  cut to it.
[55:40.600 --> 55:41.600]  Not even like transition.
[55:41.600 --> 55:42.600]  That's...
[55:42.600 --> 55:43.600]  Not even like transition.
[55:43.600 --> 55:44.600]  No, it's just going to be...
[55:44.600 --> 55:45.600]  Exactly.
[55:45.600 --> 55:46.600]  We'll fade out a little bit.
[55:46.600 --> 55:47.600]  You said you were getting this worked out.
[55:47.600 --> 55:48.600]  Where is your...
[55:48.600 --> 55:49.600]  How is it?
[55:49.600 --> 55:50.600]  It's getting a little better.
[55:50.600 --> 55:51.600]  All right, ladies and gentlemen, thank you for listening to episode number 25
[55:51.600 --> 55:52.600]  of the Hygro Culture producción...
[55:52.600 --> 55:53.600]  Sh钟tel.
[55:53.600 --> 55:54.600]  See more dabs out over here.
[55:55.600 --> 55:56.600]  Yep, yep.
